#{"t_start": 1660922533.0813851, "env_id": null}
r,l,t
-24,11,0.013245
-36,15,0.023896
-7,6,0.028064
-25,13,0.03703
-22,12,0.045035
-49,20,0.058422
-33,13,0.067059
-21,12,0.075258
-31,12,0.083256
-31,12,0.091441
-9,6,0.095587
-10,7,0.100407
-16,8,0.106018
-36,16,0.116574
-27,12,0.12481
-35,15,0.134886
-10,8,0.140402
-13,8,0.145833
-12,7,0.150666
-46,18,0.162683
-8,9,0.168927
-32,13,0.177548
-13,7,0.182339
-31,11,0.189879
-16,10,0.196598
-39,16,0.208265
-9,7,0.212693
-29,12,0.22027
-10,8,0.225276
-25,12,0.232739
-31,14,0.241797
-11,8,0.246765
-27,10,0.253247
-56,24,0.267741
-37,15,0.277189
-10,7,0.281605
-17,9,0.28741
-27,11,0.294206
-24,9,0.299789
-26,13,0.307831
-29,13,0.315793
-19,9,0.321508
-3,5,0.324777
-14,9,0.330331
-20,11,0.337218
-13,7,0.341721
-25,13,0.572292
-15,9,0.578442
-18,10,0.585247
-36,15,0.59532
-17,8,0.600759
-12,8,0.606348
-19,10,0.613099
-16,8,0.618576
-9,5,0.622136
-12,6,0.626269
-46,20,0.639608
-16,10,0.646308
-8,7,0.6511
-7,6,0.655405
-26,12,0.663414
-42,14,0.672813
-12,7,0.677586
-10,8,0.683017
-14,8,0.688592
-17,9,0.694672
-7,6,0.698814
-25,12,0.706974
-6,6,0.71119
-13,8,0.71661
-13,8,0.72215
-30,11,0.729511
-16,8,0.734949
-13,9,0.741171
-10,6,0.745316
-22,10,0.752116
-14,8,0.757616
0,5,0.76112
-21,9,0.766792
-5,5,0.770156
-13,10,0.776381
-54,24,0.790974
-3,5,0.794205
-31,12,0.801563
-13,7,0.806212
-55,20,0.818287
-38,15,0.82766
-32,14,0.836398
-36,15,0.845842
-29,13,0.853949
-19,12,0.861299
-8,7,0.865726
-22,12,0.873309
-8,7,0.877741
-17,9,0.883344
-16,8,0.888463
-7,6,0.89226
-4,6,0.896077
-22,11,1.139956
-9,6,1.14427
-3,6,1.148454
