#{"t_start": 1660922213.5402913, "env_id": null}
r,l,t
-69,25,0.043879
-24,11,0.058279
-25,11,0.0726
-13,8,0.083133
-18,11,0.097503
-11,6,0.105573
-13,8,0.116046
-42,18,0.138157
-21,10,0.146529
-24,12,0.156998
-12,9,0.165016
-22,11,0.174301
-18,9,0.18209
-33,13,0.193321
-44,17,0.207869
-24,12,0.218179
-12,7,0.224289
-20,11,0.233669
-2,6,0.238904
-44,18,0.254661
-7,5,0.259058
-15,9,0.266781
-4,5,0.271278
-21,10,0.280035
-27,11,0.289563
-35,16,0.303418
-18,10,0.312088
-16,10,0.320811
-14,8,0.32794
-5,6,0.333384
-48,17,0.347843
-4,5,0.352405
-21,10,0.360792
-15,9,0.368658
-9,5,0.373162
-34,13,0.384127
-5,5,0.388591
-47,20,0.405929
-24,11,0.415517
-24,11,0.425136
-27,13,0.436468
-17,9,0.44406
-20,10,0.452832
-34,14,0.464819
-10,7,0.471114
-13,8,0.477993
-32,15,0.491077
-5,5,0.495485
-11,7,0.501631
-15,9,0.509639
-9,7,0.515671
-26,12,0.526119
-15,10,0.535006
-16,9,0.542863
-5,5,0.54745
-23,11,0.557052
-15,8,0.563942
-10,6,0.569367
-10,7,0.575526
-24,12,0.585807
-33,15,0.598837
-9,7,0.60508
-27,12,0.61553
-53,23,0.635631
-25,12,0.645765
-24,11,0.655552
-28,13,0.666951
-16,8,0.674026
-15,8,0.680839
-15,9,0.688787
-32,13,0.700034
-22,11,0.709565
-17,10,0.71846
-13,8,0.725615
-14,8,0.732776
-26,13,0.74413
-5,5,0.748539
-26,13,0.759599
-29,10,0.768387
-11,6,0.773586
-14,9,0.781368
-38,17,0.795691
-18,11,0.805297
-30,13,0.816339
-8,6,0.821716
-24,10,0.830354
-10,7,0.836514
-23,12,0.84697
-18,10,0.855631
-9,7,0.861791
-15,10,0.870573
-33,15,0.883806
-11,7,0.8899
-34,13,0.901118
-16,10,0.910009
-10,6,0.915334
-17,8,0.922252
-23,9,0.930333
-14,7,0.936519
-23,12,0.946739
-40,15,0.959638
-29,14,0.971807
-34,15,0.984753
-7,5,0.989338
-21,11,0.998873
-12,7,1.004965
-18,9,1.012969
-23,12,1.023541
-26,12,1.033999
-35,14,1.045908
-29,12,1.056351
-19,9,1.064255
-25,11,1.073802
-24,12,1.08421
-29,15,1.097133
-31,14,1.109095
-10,8,1.116278
-21,11,1.126015
-30,13,1.1371
-13,7,1.143233
-26,13,1.154798
-26,14,1.166582
-16,10,1.175265
-3,5,1.179611
-49,20,1.196783
-23,11,1.206496
-32,15,1.219424
-11,7,1.225528
-8,6,1.231095
-17,9,1.239261
-14,9,1.247151
-15,8,1.254806
-16,7,1.261783
-18,10,1.270494
-33,13,1.281877
-24,11,1.291786
-5,6,1.297272
-17,8,1.30433
-9,7,1.310481
-35,14,1.322632
-30,12,1.333041
-31,12,1.343601
-19,11,1.353018
-15,10,1.363108
-28,12,1.373706
-21,10,1.382631
-5,6,1.387845
-18,12,1.398331
-17,10,1.407207
-16,9,1.41527
-15,8,1.422307
-42,16,1.436191
-12,7,1.442386
-7,6,1.44777
-39,15,1.460566
-12,8,1.467739
-21,8,1.47481
-36,14,1.486757
-54,20,1.504167
-39,14,1.516614
-33,13,1.5278
-21,11,1.537496
-43,16,1.551095
-12,7,1.557342
-27,11,1.567104
-20,10,1.57582
-31,13,1.587141
-10,6,1.59235
-24,11,1.601818
-16,9,1.609813
-25,12,1.620156
-14,8,1.627195
-14,8,1.634268
-21,10,1.643095
-33,15,1.656217
-11,7,1.6625
-22,11,1.671966
-42,18,1.687295
-35,16,1.701305
-20,9,1.709355
-17,8,1.716487
-12,8,1.723446
-16,8,1.730325
-20,12,1.740862
-9,7,1.747189
-9,7,1.753472
-19,9,1.761459
-16,10,1.770264
-30,14,1.78226
-18,9,1.790368
-14,8,1.79754
-17,9,1.80566
-16,8,1.812803
-37,16,1.826699
-20,9,1.835091
-13,7,1.841388
-6,6,2.539472
-7,6,2.544935
-17,10,2.553571
-16,9,2.561658
-23,11,2.571138
-9,7,2.57812
-24,12,2.589232
-10,6,2.594375
-7,6,2.599707
-35,13,2.61118
-21,11,2.620963
-5,6,2.626367
-6,5,2.630829
-17,10,2.639628
-18,8,2.646729
-28,14,2.658978
-14,8,2.666178
-25,10,2.674779
-16,7,2.680842
-16,8,2.687852
-12,9,2.696025
-33,14,2.708122
-7,6,2.713363
-18,9,2.721281
-10,6,2.726659
-9,6,2.732005
-8,6,2.737423
-15,8,2.744482
-7,6,2.749925
-24,10,2.758795
-8,6,2.764068
-19,9,2.771891
-14,8,2.780188
-5,5,2.784778
-15,8,2.791899
-26,11,2.80167
-15,8,2.80863
-15,8,2.815595
-14,8,2.822715
-24,11,2.832473
-28,12,2.8428
-7,5,2.847273
-21,13,2.858477
-8,7,2.864726
-21,11,2.874374
-13,9,2.882191
-25,11,2.891848
-25,11,2.90167
-11,6,2.906931
-13,6,2.912274
-13,8,2.919307
-8,7,2.925512
-7,7,2.931809
-9,6,2.93719
-11,8,2.94428
-12,8,2.951482
-7,6,2.956937
-17,8,2.96418
-14,9,2.971895
-18,11,2.982713
-10,8,2.989893
-7,7,2.996275
-19,10,3.004877
-19,11,3.014487
-13,8,3.021654
-15,9,3.029732
-26,11,3.039767
-27,10,3.048678
-4,6,3.054163
-6,5,3.058701
-14,8,3.065779
-18,9,3.073851
-16,10,3.082744
-44,17,3.09745
-30,14,3.10933
-8,6,3.114678
-16,8,3.121669
-27,12,3.131999
-22,11,3.141599
-12,8,3.148688
-17,8,3.155737
-22,9,3.163925
-18,9,3.172012
-13,8,3.180457
-25,10,3.189022
-24,11,3.198874
-9,7,3.20522
-10,7,3.211593
-13,7,3.21788
-16,10,3.226736
-27,10,3.235539
-19,11,3.245101
-14,8,3.252228
-10,7,3.258337
-23,12,3.268673
-24,10,3.27731
-38,17,3.292034
-10,7,3.298013
-18,9,3.306058
-19,10,3.314515
-7,7,3.32062
-8,6,3.326001
-17,10,3.334901
-14,7,3.341207
-17,9,3.349239
-6,7,3.355571
-5,6,3.360958
-19,9,3.368961
-15,9,3.37697
-4,5,3.381468
-8,7,3.387544
-4,6,3.392979
-17,8,3.399931
-5,6,3.405183
-11,7,3.411387
-8,7,3.417654
-14,8,3.424838
-13,7,3.431063
-5,6,3.436554
-30,12,3.446908
-13,7,3.453098
-17,9,3.461047
-10,8,3.468224
-32,13,3.479112
-11,7,3.485326
-17,8,3.492392
-12,8,3.499304
-9,7,3.505437
-27,13,3.516719
-23,11,3.526088
-23,11,3.5356
-13,8,3.542506
-6,6,3.547844
-11,8,3.554882
-11,6,3.560321
-22,10,3.569034
-12,7,3.575248
-23,11,3.585026
-21,11,3.594676
-6,5,3.599162
-33,13,3.610243
-11,7,3.61632
-12,7,3.622509
-9,6,3.62787
-9,6,3.633276
-9,7,3.63959
-11,6,3.64491
-12,8,3.65184
-26,11,3.66137
-35,13,3.672669
-10,9,3.680433
-5,6,3.685853
-8,6,3.691298
-15,9,3.699365
-15,8,3.706563
-13,9,3.714481
-8,7,3.720485
-22,10,3.729071
-11,8,3.735986
-8,7,3.742128
-19,9,3.75001
-18,10,3.758802
-9,6,3.764246
-17,9,3.772044
-16,8,3.779048
-12,7,3.785269
-6,6,3.790446
-12,7,3.796602
-9,7,3.802728
-33,15,3.815667
-15,9,3.823524
-14,9,3.831361
-18,9,3.839282
-29,12,3.849694
-10,6,3.855052
-17,10,3.863763
-35,13,3.875019
-11,7,3.881215
-10,6,3.886534
-4,5,3.891016
-5,6,3.896399
-4,6,3.901789
-39,14,3.913776
-19,9,3.921719
-10,8,3.928646
-16,8,3.935765
-11,7,3.942011
-14,8,3.949004
-11,9,3.956925
-14,9,3.964828
-13,8,3.971954
-31,14,3.984193
-10,6,3.989347
-18,9,3.997238
-16,9,4.005183
-10,7,4.011362
-17,11,4.020823
-9,6,4.026187
-25,12,4.036645
-26,12,4.046939
-23,11,4.056383
-4,5,4.060952
-23,12,4.071138
-15,9,4.078943
-12,9,4.086674
-17,11,4.096233
-9,7,4.102452
-10,7,4.108843
-11,8,4.115692
-16,9,4.123566
-9,6,4.128826
-17,9,4.136547
-9,6,4.141862
-7,6,4.147153
-10,7,4.153283
-16,10,4.16184
-15,8,4.169003
-12,8,4.175935
-28,12,4.186252
-19,9,4.194062
-24,10,4.20264
-11,8,4.209703
-9,7,4.216026
-12,8,4.223202
-10,8,4.230107
-11,7,4.23629
-11,6,4.241761
-1,5,4.246207
-6,5,4.250626
-18,9,4.258518
-7,6,4.263992
-12,8,4.27114
-14,9,4.278796
-16,9,4.286875
-22,11,4.296653
-11,7,4.302787
-12,6,4.308126
-13,9,4.316033
-9,5,4.32038
-24,13,4.331707
-12,7,4.337864
-14,8,5.117705
-7,6,5.123081
-5,6,5.128537
-10,8,5.135565
-7,8,5.142481
-7,6,5.147817
-18,11,5.157295
-16,8,5.164322
-18,9,5.172246
-13,8,5.179092
-23,11,5.188781
-16,10,5.197289
-14,7,5.203672
-8,7,5.209838
-12,9,5.21755
-9,8,5.224799
-10,6,5.230006
-26,11,5.239522
-17,11,5.248978
-10,7,5.255127
-11,8,5.262204
-25,12,5.272582
-10,7,5.278851
-17,10,5.287687
-6,5,5.292093
-12,9,5.299782
-11,7,5.305999
-3,5,5.310604
-11,7,5.316879
-11,6,5.322062
-6,6,5.327389
-11,7,5.333826
-16,9,5.341772
-3,5,5.346216
-7,6,5.351466
-3,6,5.35686
-6,7,5.362869
0,5,5.367251
