#{"t_start": 1660921204.0352805, "env_id": null}
r,l,t
-24,11,0.011442
-35,15,0.021746
-7,6,0.025875
-25,13,0.034532
-22,12,0.042306
-34,14,0.051668
-33,15,0.061356
-8,6,0.065398
-17,11,0.072704
-34,13,0.081062
-15,8,0.086475
-18,8,0.170274
-6,5,0.173712
-10,7,0.178391
-33,14,0.187602
-6,5,0.19102
-16,8,0.1963
-35,13,0.204864
-33,13,0.213287
-8,6,0.217458
-42,18,0.22903
-3,5,0.232448
-11,7,0.237275
-9,8,0.242546
-27,12,0.250571
-43,16,0.344233
-16,9,0.350342
-18,11,0.357583
-13,7,0.362267
-11,6,0.366404
-7,5,0.369884
-9,6,0.373935
-24,11,0.381124
-12,8,0.386588
-21,9,0.392528
-20,10,0.399091
-9,7,0.403962
-26,13,0.412352
-11,6,0.416466
-23,8,0.505552
-11,7,0.510285
-7,6,0.514342
-15,8,0.519794
-12,7,0.524474
-22,10,0.531024
-29,11,0.53836
-10,6,0.542407
-10,6,0.546715
-11,7,0.551527
-17,7,0.556185
-19,10,0.562923
-13,8,0.568354
-27,10,0.57488
-3,5,0.578312
-24,11,0.58563
-22,10,0.676475
-17,8,0.681833
-10,6,0.686117
-5,6,0.69017
-12,7,0.694856
-14,7,0.699527
-20,10,0.706302
-9,9,0.712223
-17,10,0.718981
-14,8,0.724277
-19,8,0.729584
-16,9,0.735713
-14,9,0.741639
-18,9,0.747544
-8,6,0.7518
-24,10,0.758355
-17,9,0.848254
-18,9,0.855711
-4,5,0.859126
-16,8,0.864423
-11,9,0.870603
-11,8,0.87592
-6,5,0.879359
-21,9,0.885472
-22,9,0.891397
-9,5,0.894795
-7,6,0.898823
-13,8,0.904347
-19,10,0.910888
-6,6,0.91494
-11,7,0.919861
-23,12,0.927669
-21,11,1.018925
-13,7,1.023625
-9,7,1.02829
-19,10,1.035044
-14,8,1.04033
-5,7,1.044986
-18,10,1.052536
-9,7,1.057642
-17,9,1.063551
-9,6,1.067812
-9,7,1.072484
-9,6,1.076544
-7,6,1.080578
-4,5,1.084131
-12,9,1.090075
-15,8,1.095355
-27,12,1.10338
-10,9,1.193083
-19,10,1.199654
-10,6,1.203817
-9,9,1.210038
-7,7,1.214718
-5,5,1.218426
-17,9,1.224363
-7,6,1.228387
-17,9,1.23449
-14,8,1.239798
-6,6,1.24387
-1,6,1.247924
-11,8,1.253565
-3,5,1.256984
-8,5,1.260399
-10,6,1.264428
-8,6,1.268569
-19,9,1.357473
-6,6,1.36158
-7,6,1.365626
-10,7,1.37046
-19,10,1.37701
-10,8,1.382288
-8,7,1.387126
-4,5,1.390526
-7,7,1.395282
-2,5,1.398695
-8,7,1.403503
-4,5,1.406912
-7,6,1.410941
-16,8,1.416214
-5,6,1.420384
-8,6,1.42441
-11,9,1.430381
-9,9,1.436455
-6,6,1.440484
-4,5,1.527063
-7,8,1.532439
-3,5,1.535998
-5,6,1.540049
-5,6,1.544104
-3,5,1.547675
-5,5,1.551187
-4,6,1.555273
-14,9,1.56119
-2,6,1.565363
-8,8,1.570783
-10,7,1.575448
-2,5,1.578879
-18,10,1.585605
-9,10,1.592164
-4,6,1.596204
-7,7,1.600987
0,5,1.60449
-3,5,1.607928
-8,7,1.612579
-7,6,1.700012
-7,8,1.705531
-19,12,1.713347
-2,5,1.716756
-4,5,1.720297
-9,7,1.724978
2,5,1.72842
-9,6,1.732479
-8,8,1.737937
-7,7,1.742613
-8,7,1.747308
-3,6,1.75154
-4,6,1.755589
-1,5,1.759185
-8,6,1.763237
-6,7,1.76809
0,5,1.771522
-1,6,1.775567
-4,6,1.779633
-2,6,1.783675
-4,6,1.873656
-1,6,1.877749
-9,7,1.88243
-2,5,1.886054
0,5,1.889482
-5,6,1.89354
-7,6,1.897588
-5,6,1.90181
-6,6,1.905859
-3,5,1.909286
-9,8,1.914567
-6,6,1.918769
-6,5,1.922183
-4,6,1.926246
-4,5,1.929661
-3,6,1.933702
-15,11,1.941045
-7,7,1.945719
-6,7,1.950434
-13,9,1.956519
-8,9,2.045891
-2,5,2.049448
-3,5,2.053111
-1,5,2.056538
1,5,2.059965
0,5,2.063386
-1,6,2.067485
-7,6,2.07185
-8,8,2.077163
0,5,2.080572
-9,9,2.086627
-2,5,2.090044
-6,7,2.094717
-3,6,2.098789
-5,7,2.103594
-1,5,2.107032
-3,6,2.111071
-9,6,2.115108
2,5,2.11863
-7,6,2.122679
-3,5,2.126098
-5,5,2.212884
-2,5,2.216325
-5,6,2.220541
-3,5,2.223955
-1,5,2.227403
-2,5,2.230836
-3,6,2.234994
-2,5,2.238472
-5,5,2.241899
-4,5,2.245323
-3,5,2.248765
1,5,2.252471
-1,5,2.256079
-2,5,2.259578
3,5,2.263035
-2,5,2.266623
-2,6,2.270973
0,5,2.274395
-5,6,2.278455
-3,5,2.281883
-2,5,2.285465
2,6,2.289535
-2,6,2.293574
-1,5,2.296978
-1,6,2.384181
-4,6,2.388456
-4,6,2.392495
2,6,2.396545
0,7,2.401302
-1,5,2.40481
-6,6,2.409127
0,5,2.412542
-1,6,2.416591
-7,7,2.421494
-2,5,2.424895
0,5,2.428357
1,5,2.431768
1,5,2.435367
-4,8,2.440653
1,5,2.444082
-3,6,2.448142
0,5,2.451778
1,5,2.456464
-1,5,2.459892
-4,6,2.463934
-1,6,2.468066
0,5,2.471596
2,5,2.559188
-6,6,2.56335
-6,7,2.568099
-2,5,2.571651
-1,5,2.575084
0,5,2.578528
0,5,2.581964
-2,5,2.585535
0,5,2.588984
1,5,2.592396
-1,6,2.596435
-3,7,2.601117
-1,5,2.604716
-2,8,2.610059
1,5,2.613486
2,5,2.616903
-2,7,2.621747
-2,5,2.625157
-3,7,2.629854
-1,5,2.633277
-1,6,2.637505
0,5,2.640918
0,5,2.644336
1,5,2.733217
0,7,2.738168
3,5,2.741596
2,5,2.745017
1,5,2.748452
4,5,2.752007
2,5,2.755529
0,5,2.758947
2,5,2.762355
-1,5,2.765764
-1,6,2.769984
1,6,2.774035
-1,6,2.778089
2,5,2.781512
-1,5,2.784976
-6,8,2.790357
-2,5,2.793772
-2,5,2.797181
2,5,2.800819
-1,6,2.805
1,5,2.80843
-2,7,2.813136
3,5,2.816553
1,5,2.903379
1,6,2.907443
2,6,2.911525
-2,5,2.914968
-2,7,2.919789
3,5,2.923204
4,5,2.926626
2,6,2.930675
1,6,2.934702
2,5,2.938275
-3,7,2.94295
2,5,2.946364
5,5,2.949785
0,5,2.95353
1,5,2.956928
2,5,2.960327
1,5,2.96373
2,6,2.967757
4,5,2.971343
3,5,2.974771
2,5,2.978196
3,5,2.981612
2,5,2.985027
-2,5,2.988553
1,5,3.077597
2,6,3.081694
3,5,3.085125
4,5,3.088757
1,5,3.092205
1,6,3.096256
2,6,3.100311
