#{"t_start": 1660922592.1907122, "env_id": null}
r,l,t
-69,25,0.02974
-24,11,0.039572
-25,11,0.049365
-13,8,0.05632
-18,11,0.065897
-11,6,0.071309
-13,8,0.078548
-42,18,0.09391
-21,10,0.102562
-24,12,0.112894
-22,12,0.183135
-9,8,0.19011
-21,11,0.199651
-22,9,0.207482
-6,6,0.212643
-12,8,0.219736
-7,6,0.225245
-10,8,0.232303
-8,7,0.238322
-15,11,0.247822
-16,8,0.254852
-10,9,0.262759
-9,7,0.268991
-16,10,0.277523
-18,11,0.287197
-19,9,0.355593
-14,8,0.363202
-21,12,0.373861
-20,10,0.382543
-21,10,0.391464
-32,15,0.404655
-26,12,0.414974
-18,11,0.424564
-26,12,0.43502
-15,9,0.442898
-16,8,0.450144
-22,9,0.458118
-25,15,0.531981
-20,11,0.541844
-22,12,0.553495
-6,6,0.558922
-34,14,0.571041
-19,10,0.57962
-39,17,0.594522
-9,6,0.599829
-35,15,0.613085
-25,10,0.621896
-16,9,0.629722
-25,13,0.700556
-35,13,0.711949
