#{"t_start": 1660921161.408646, "env_id": null}
r,l,t
-28,11,0.018202
-7,6,0.023545
-9,6,0.029239
-14,9,0.037189
-11,6,0.042283
-30,12,0.052754
-26,11,0.061771
-18,10,0.070487
-17,10,0.079113
-8,7,0.085272
-47,19,0.100339
-22,10,0.108463
-28,15,0.215554
-26,10,0.223908
-15,9,0.231776
-8,6,0.23698
-33,12,0.247221
-25,11,0.256512
-17,11,0.265897
-6,6,0.271115
-33,14,0.282676
-22,9,0.290638
-21,9,0.298445
-16,10,0.307106
-22,11,0.316358
-18,11,0.419809
-9,6,0.425097
-21,10,0.433762
-15,9,0.441466
-12,9,0.448921
-17,9,0.456717
-11,7,0.462874
-42,15,0.475616
-26,11,0.485147
-14,8,0.491766
-14,8,0.498614
-20,10,0.507058
-7,6,0.512074
-12,7,0.518171
-2,6,0.523474
-6,6,0.623742
-37,16,0.637389
-17,9,0.646584
-16,9,0.654079
-28,13,0.665061
-24,12,0.675089
-17,10,0.683773
-35,15,0.696446
-23,12,0.706528
-9,6,0.711647
-9,6,0.71691
-12,7,0.722939
-4,7,0.728798
-17,9,0.8302
-17,9,0.837897
-8,6,0.843274
-5,6,0.848431
-33,11,0.857692
-4,6,0.862971
-17,7,0.868938
-18,9,0.876547
-12,7,0.882603
-18,9,0.890372
-22,11,0.899818
-15,8,0.906487
-12,8,0.913436
-19,8,0.920342
-21,11,0.929572
-27,10,1.031386
-10,7,1.037436
-19,11,1.046745
-19,10,1.055282
-12,7,1.061207
-1,6,1.066603
-21,10,1.075308
-29,16,1.088731
-6,6,1.094006
-6,6,1.099255
-30,14,1.110948
-11,7,1.117062
-21,11,1.126448
-6,5,1.13078
-1,5,1.135307
-19,11,1.241118
-12,8,1.247824
-18,9,1.255667
-13,9,1.263254
-5,5,1.267559
-13,9,1.275471
-10,7,1.281494
-12,7,1.28752
-10,7,1.293549
-26,11,1.302817
-7,6,1.308063
-15,9,1.315675
-13,7,1.321707
-9,8,1.328604
-22,11,1.338113
-7,6,1.343314
-9,6,1.442261
-11,6,1.447525
-10,7,1.453701
-8,7,1.459732
-17,8,1.466746
-14,8,1.473531
-11,7,1.479545
-9,7,1.485682
-15,11,1.494638
-5,6,1.49997
-10,5,1.504405
-9,6,1.509401
-11,9,1.517147
-13,6,1.522432
-8,7,1.528194
-20,11,1.53771
-9,6,1.54281
-13,10,1.644976
-14,8,1.651832
-5,6,1.656908
-11,7,1.662953
-9,7,1.669085
-7,9,1.676888
-10,8,1.68371
-19,9,1.691603
-2,7,1.697432
-7,6,1.702661
-15,8,1.709585
-34,16,1.723337
-13,8,1.730182
-4,5,1.734506
-17,9,1.742356
-5,6,1.747692
-9,7,1.848708
-9,7,1.854783
-14,10,1.86306
-6,6,1.868423
-5,6,1.873661
-12,8,1.880389
-17,10,1.88904
-19,10,1.897329
-1,5,1.901804
-18,9,1.909439
-4,6,1.91458
-7,7,1.9207
-7,6,1.926118
-11,7,1.932239
-18,9,1.939833
-6,6,1.945019
-9,9,1.952835
-12,8,2.05384
-3,5,2.058402
-1,5,2.06268
-21,13,2.073694
-20,10,2.082053
1,5,2.086363
-11,7,2.092568
-3,6,2.097782
-10,8,2.104494
-18,12,2.114808
-13,9,2.122429
-14,9,2.130305
-13,9,2.137906
-11,7,2.143962
-11,8,2.15105
-11,8,2.158073
-14,9,2.259621
-10,7,2.265577
-15,10,2.274215
-14,9,2.282118
-10,7,2.288179
-5,6,2.293214
-8,6,2.298543
-19,10,2.307113
-13,9,2.314638
-12,9,2.322421
-15,9,2.329982
-14,10,2.338565
-8,7,2.344563
-9,6,2.349804
-7,8,2.356522
-10,7,2.362568
-18,12,2.468385
-9,8,2.475389
-8,6,2.480349
-14,11,2.489832
-10,7,2.495698
-12,8,2.502495
-8,8,2.509486
-7,6,2.514779
-14,9,2.522599
-12,8,2.529519
-6,6,2.534605
-10,8,2.541581
-9,7,2.547592
-4,6,2.552662
-6,5,2.557109
-11,8,2.564233
-5,6,2.569368
-10,8,2.669701
-10,7,2.675827
-9,7,2.681753
-3,5,2.686016
-6,6,2.691207
-11,8,2.698183
-5,6,2.703512
-5,6,2.708851
-5,5,2.713149
-12,7,2.719311
-21,11,2.72878
