#{"t_start": 1660923044.2216659, "env_id": null}
r,l,t
-24,11,0.013723
-35,15,0.024224
-7,6,0.028712
-25,13,0.037368
-22,12,0.045538
-34,14,0.054843
-33,15,0.064886
-8,6,0.069003
-17,11,0.076568
-34,13,0.085155
-15,8,0.090573
-21,9,0.096872
-23,11,0.104168
-12,7,0.109026
-23,12,0.116992
-22,10,0.123661
-13,9,0.129832
-18,10,0.136548
-23,11,0.143983
-32,14,0.15337
-21,10,0.160183
-66,26,0.177248
-18,10,0.24255
-12,6,0.246715
-33,14,0.256006
-19,10,0.26281
-38,15,0.272731
-10,7,0.277658
-7,5,0.281145
-22,11,0.288495
-12,6,0.292927
-15,6,0.297052
-34,14,0.306306
-46,17,0.31764
-14,7,0.322402
-24,12,0.330508
-5,5,0.334004
-12,6,0.338133
-40,16,0.348791
-8,6,0.35293
-15,9,0.359108
-35,13,0.367729
-48,20,0.380949
-27,11,0.388275
-19,9,0.394498
-3,5,0.397978
-19,10,0.404669
-11,7,0.409554
-8,7,0.485723
-11,6,0.489971
-11,7,0.495051
-18,10,0.501727
-17,9,0.507926
-11,7,0.512757
-20,10,0.519451
-5,6,0.523573
-24,10,0.530377
-6,5,0.533899
-12,9,0.539952
-18,11,0.547395
-16,9,0.553432
-19,11,0.560876
-14,7,0.565636
-12,7,0.570385
-13,8,0.575944
-13,9,0.581988
-14,8,0.587383
-14,7,0.592309
-10,7,0.597073
-13,7,0.601813
-8,7,0.606662
-17,9,0.613093
-25,10,0.619785
-15,10,0.626615
-20,11,0.633989
-7,5,0.637469
-8,6,0.641672
-15,8,0.647118
-13,8,0.652704
-8,7,0.657458
-6,5,0.734721
-6,6,0.739163
-5,5,0.742823
-24,11,0.750159
-27,11,0.757477
-20,10,0.764339
-8,6,0.768458
-9,8,0.773865
-13,8,0.779428
-10,7,0.784202
-12,9,0.790236
-17,10,0.797052
-16,10,0.803719
-13,8,0.809296
-15,9,0.815331
-5,5,0.818799
-4,5,0.82228
-16,9,0.828494
-5,5,0.831971
-4,5,0.835487
-7,6,0.839614
-3,5,0.843257
-8,6,0.84736
-12,7,0.852127
-15,8,0.857511
-8,7,0.862431
-3,5,0.8659
-11,6,0.870009
-16,10,0.876836
-11,7,0.882007
-9,6,0.886125
-12,7,0.890892
-14,7,0.895972
-15,9,0.902023
-8,7,0.906797
-3,6,0.983885
-13,8,0.989327
-12,7,0.994246
-1,5,0.997738
-16,9,1.0038
-5,5,1.0073
