#{"t_start": 1660922715.4044497, "env_id": null}
r,l,t
-18,11,0.019379
-22,10,0.02835
-20,10,0.037119
-36,14,0.049157
-18,9,0.057101
-17,9,0.065006
-17,8,0.071916
-25,14,0.083785
-25,12,0.094127
-27,14,0.106238
-15,8,0.11313
-12,7,0.119326
-12,8,0.126248
-12,7,0.132456
-29,11,0.141852
-10,6,0.147151
-33,14,0.159264
-13,8,0.166085
-23,11,0.175709
-17,10,0.184124
-17,8,0.191162
-9,8,0.198227
-6,6,0.203552
-38,16,0.21707
-42,15,0.229702
-6,6,0.234999
-8,6,0.240279
-20,11,0.249644
-26,11,0.258962
-34,12,0.269395
-15,9,0.277169
-35,13,0.288222
-13,9,0.296019
-21,10,0.304559
-40,17,0.320303
-20,10,0.328809
-15,9,0.336533
-5,5,0.340986
-13,7,0.347145
-17,7,0.353265
-26,12,0.363799
-13,7,0.369734
-6,6,0.374986
-20,9,0.382826
-32,13,0.394026
-38,14,0.405778
-13,9,0.413546
-12,10,0.42211
-21,11,0.431526
-31,12,0.441767
-8,7,0.447839
-22,11,0.45731
-19,10,0.465866
-14,9,0.47364
-34,13,0.484828
-23,12,0.495319
-18,9,0.503253
-26,14,0.515157
-7,6,0.520478
-24,11,0.530052
-22,11,0.539413
-21,10,0.54816
-29,13,0.559269
-21,10,0.568161
-24,10,0.576712
-16,8,0.583656
-21,11,0.593126
-21,9,0.600863
-19,9,0.609201
-30,14,0.621344
-34,16,0.634836
-32,14,0.646916
-19,10,0.655396
-23,11,0.664925
-31,15,0.67788
-18,10,0.68637
-21,10,0.694939
-2,6,0.700193
-40,17,0.714594
-9,6,0.719995
-15,8,0.726989
-4,5,0.73137
-22,10,0.740309
-23,14,0.751988
-20,9,0.759933
-17,10,0.768376
-36,14,0.780359
-5,7,0.786413
-9,7,0.792517
-15,8,0.799534
-16,7,0.805838
-24,10,0.814282
-19,10,0.822963
-16,10,0.831521
-9,8,0.838528
-18,8,0.845407
-21,9,0.853138
-9,7,0.859361
-8,6,0.864582
-18,10,0.873153
-9,7,0.879224
-22,10,0.887925
-15,8,0.894883
-18,11,0.904339
-22,9,0.91214
-25,9,0.92013
-9,7,0.926427
-15,9,0.93417
-5,6,0.939354
-18,9,0.947361
-9,6,0.952568
-15,8,0.959365
-46,17,0.973903
-29,11,0.983398
-21,9,0.991245
-21,10,0.999766
-14,8,1.006685
-18,10,1.01529
-12,8,1.022119
-34,17,1.036597
-13,7,1.042746
-23,10,1.051537
-16,8,1.058603
-28,11,1.067837
-11,7,1.073981
-40,16,1.08765
-9,6,1.092874
-16,10,1.101505
-34,14,1.113526
-13,7,1.11948
-7,6,1.124759
-16,7,1.130962
-33,15,1.144025
-26,14,1.155798
-22,13,1.166954
-14,8,1.173785
-9,8,1.180729
-29,13,1.192101
-44,18,1.207798
-11,7,1.214195
-7,6,1.219619
-17,9,1.227396
-21,9,1.23518
-25,10,1.244034
-43,18,1.25949
-30,13,1.270573
-53,21,1.288387
-11,7,1.294656
-24,11,1.304272
-8,6,1.309632
-35,14,1.321333
-49,17,1.335943
-2,5,1.340456
-10,8,1.347428
-14,7,1.353498
-7,7,1.359605
-51,22,1.378329
-40,15,1.391205
-26,12,1.40144
-35,15,1.414296
-17,10,1.423089
-20,10,1.431584
-23,12,1.441894
-15,8,1.448784
-50,18,1.464035
-21,10,1.472622
-14,9,1.480484
-12,7,1.48668
-39,14,1.498714
-21,11,1.50824
-15,7,1.51445
-17,9,1.522324
-38,14,1.534408
-9,7,1.540631
-22,11,1.550015
-30,15,1.562663
-23,13,1.573478
-19,8,1.580567
-30,15,1.593248
-29,14,1.605291
-24,13,1.616624
-4,5,1.620967
-38,16,1.634713
-7,7,1.640962
-31,12,1.65115
-10,7,1.657399
-9,8,1.664448
-7,7,1.670639
-6,5,1.675011
-27,14,1.687057
-6,6,1.692263
-12,8,1.699174
-38,15,1.712101
-10,7,1.718066
-14,7,1.724062
-10,8,1.731043
-46,17,1.745595
-11,6,1.750805
-30,14,1.762859
-16,9,1.770544
-9,6,1.775811
-14,8,2.338398
-9,5,2.342896
-22,10,2.35151
-13,9,2.359267
-15,8,2.366104
-11,6,2.371244
-15,8,2.378251
-14,8,2.385267
-14,8,2.392223
-6,6,2.397331
-25,11,2.406954
-12,7,2.413323
-28,13,2.424583
-9,6,2.429937
-10,6,2.435251
-6,6,2.440644
-7,6,2.445924
-15,8,2.452791
-23,11,2.462335
-7,6,2.467621
-31,13,2.478767
-6,6,2.484061
-10,7,2.490177
-12,9,2.498049
-7,6,2.503338
-8,7,2.509592
-8,9,2.517444
-5,6,2.522632
-10,6,2.527931
-33,14,2.540166
-8,6,2.545578
-6,6,2.551034
-36,15,2.564005
-18,10,2.572636
-12,8,2.579593
-12,7,2.585713
-6,6,2.59113
-19,10,2.599644
-17,7,2.605793
-8,7,2.611917
-15,9,2.619663
-8,6,2.625025
-6,8,2.631988
-15,10,2.640509
-17,9,2.648162
-6,6,2.653574
-16,8,2.660603
-9,6,2.665749
-18,8,2.672698
-13,7,2.678957
-20,9,2.686807
-16,9,2.694463
-18,9,2.70221
-26,12,2.712687
-17,9,2.720296
-21,10,2.729058
-8,6,2.73433
-7,6,2.739509
-16,7,2.745605
-7,6,2.750945
-13,9,2.758824
-14,6,2.763991
-18,11,2.773489
-18,8,2.780385
-11,8,2.787264
-16,9,2.795232
-13,8,2.801982
-5,6,2.807265
-6,6,2.812565
-19,10,2.821146
-2,6,2.826454
-9,7,2.832696
-15,9,2.840629
-8,7,2.846669
-11,8,2.853682
-7,7,2.859841
-15,8,2.866856
-15,9,2.874483
-11,8,2.881477
-15,8,2.888427
-5,6,2.893785
-5,6,2.899077
-13,9,2.906814
-13,8,2.913918
-22,10,2.922698
-11,7,2.928928
-22,11,2.938231
-13,7,2.944468
-8,6,2.949769
-12,6,2.955096
-12,10,2.963892
-19,9,2.971741
-8,7,2.977825
-14,9,2.985605
-12,7,2.991858
-14,7,2.997857
-9,7,3.003946
-11,7,3.010403
-7,5,3.014973
-14,9,3.022922
-13,8,3.029936
-3,5,3.034407
-13,8,3.041487
-10,5,3.046104
-34,15,3.058799
-8,8,3.065854
-5,6,3.071195
-4,6,3.076551
-14,9,3.084406
-13,6,3.089527
-18,10,3.09814
-8,6,3.103426
-10,7,3.10965
-4,5,3.114009
-11,8,3.121048
-5,6,3.126445
-7,7,3.132495
-7,6,3.137722
-21,11,3.14736
-12,8,3.154292
-5,5,3.158712
-18,10,3.167489
-9,8,3.174483
-8,6,3.179713
-5,5,3.184179
-9,7,3.190288
-5,5,3.194749
-6,6,3.200067
-8,7,3.206025
-17,8,3.212985
-13,7,3.219104
-12,7,3.225177
-6,6,3.230629
-12,8,3.237672
-11,6,3.243039
-21,10,3.251942
-16,8,3.258807
-23,10,3.267569
-12,7,3.273811
-8,5,3.278269
-5,6,3.283633
-8,7,3.28988
-6,5,3.294293
-15,9,3.30202
-23,10,3.310628
-8,6,3.315904
-24,13,3.32705
-12,8,3.333822
-13,7,3.339995
-11,7,3.346094
-8,5,3.350437
-9,5,3.354891
-19,10,3.363689
-9,7,3.369968
-16,7,3.375969
-8,6,3.381248
-13,9,3.389023
-19,9,3.397055
-7,7,3.403078
-21,11,3.412516
-2,5,3.417111
-12,7,3.423398
-10,6,3.428661
-14,8,3.435668
-10,6,3.441103
-7,5,3.445637
-10,6,3.451028
-9,5,3.455352
-15,9,3.463034
-11,7,3.469183
-12,8,3.476256
-8,6,3.481645
-10,8,3.488653
-7,5,3.49304
-4,5,3.497518
-8,5,3.501991
-5,5,3.506412
-8,6,3.511728
-17,11,3.521191
-7,6,3.526627
-6,6,3.532027
-10,7,3.537973
-9,7,3.544167
-11,7,3.550278
-10,8,3.557313
-4,5,3.561795
-11,7,3.568007
-17,10,3.576901
-15,9,3.58457
-9,7,3.590721
-10,6,3.596143
-10,6,3.601587
-21,10,3.610327
-24,11,3.620038
-24,12,3.630325
-12,8,3.63741
-12,7,3.643568
-4,5,3.648129
-16,9,3.656111
-9,6,3.661389
-16,8,3.668324
-4,5,3.672818
-14,9,3.68061
-13,7,3.686628
-16,8,3.693809
-13,7,3.699891
-14,9,3.707646
-27,13,3.718875
-9,7,3.724953
-14,8,3.731867
-10,8,3.738899
-19,9,3.746566
-9,6,3.751829
-8,6,3.757009
-6,7,3.763119
-6,6,3.768442
-13,7,3.774512
-25,10,3.783074
-8,7,3.789265
-12,8,3.796214
-4,6,3.801477
-5,5,3.805911
-4,5,3.810461
-16,9,3.818417
-8,6,3.823737
-18,8,3.830702
-26,12,3.841104
-6,5,3.845573
-17,8,3.852546
-6,6,3.857898
-5,5,3.86243
-6,6,3.867869
-3,6,3.873286
-17,9,3.881253
-14,8,3.888408
-6,6,3.893856
-8,7,3.900017
-10,8,3.907185
-26,11,3.91652
-13,7,3.922703
-16,9,3.930527
-9,6,3.93572
-12,8,3.942693
-6,5,3.947159
-13,8,3.95414
-10,7,3.960369
-7,6,3.965725
-14,7,3.971608
-11,7,3.977731
-19,10,3.986579
-23,12,3.997121
-15,8,4.004025
-18,8,4.010964
-11,8,4.018148
-9,7,4.024094
-10,6,4.029303
-17,9,4.037113
-22,9,4.045146
-12,7,4.051423
-12,8,4.058562
-6,7,4.06476
-6,5,4.069388
-4,6,4.074772
-16,8,4.081838
-9,8,4.088289
-5,5,4.092779
-16,11,4.102391
-8,6,4.107632
-3,5,4.112062
-14,9,4.119868
-12,6,4.125217
-6,6,4.7761
-13,8,4.783149
-7,6,4.788522
-9,6,4.793941
-18,9,4.801967
-22,12,4.812316
-9,6,4.817539
-17,10,4.82651
-17,10,4.83534
-7,6,4.840761
-20,11,4.850188
-21,10,4.858681
-16,9,4.866528
-5,6,4.871848
-14,10,4.880536
-14,7,4.886575
-7,7,4.89279
-13,8,4.899629
-15,8,4.906609
-16,9,4.914479
-27,13,4.925684
-5,6,4.931049
-16,9,4.938898
-32,13,4.950321
-16,9,4.958079
-6,7,4.964141
-31,14,4.976221
-8,6,4.98151
