#{"t_start": 1660922044.6966875, "env_id": null}
r,l,t
-31,14,0.014121
-10,6,0.018636
-14,9,0.02483
-24,11,0.061686
-14,8,0.067132
-18,9,0.073209
-22,11,0.11066
-14,9,0.116758
-28,15,0.126764
-29,11,0.164165
-7,6,0.168284
-20,10,0.174991
-50,18,0.217113
-11,7,0.221901
-8,6,0.226131
-14,8,0.231599
-12,8,0.267173
-9,7,0.271963
-49,17,0.283302
-11,8,0.31885
-2,5,0.322346
-15,7,0.327198
-8,6,0.331369
-18,8,0.336793
-13,7,0.371642
-16,9,0.377806
-8,5,0.381338
-8,5,0.384839
-13,8,0.420425
-8,6,0.424592
-6,5,0.428183
-15,7,0.432958
-9,5,0.436468
-22,10,0.474053
-13,7,0.479121
-6,5,0.482667
-4,5,0.486163
-20,10,0.493007
-20,9,0.529255
-13,7,0.534047
-12,6,0.538175
-6,5,0.541673
-5,5,0.545294
-11,6,0.579573
-8,6,0.583722
-7,5,0.587224
-11,7,0.591995
-3,5,0.595592
-9,7,0.630714
-8,7,0.635528
-4,5,0.639025
-23,10,0.645918
-16,7,0.650699
-9,6,0.684889
-11,6,0.689019
-8,7,0.693907
-1,5,0.697396
-8,5,0.700879
-8,7,0.735846
-25,12,0.743956
-24,11,0.75129
-18,9,0.787493
-28,14,0.796903
-21,10,0.803603
-5,6,0.837837
-12,6,0.842001
-5,6,0.846246
-9,6,0.850366
-11,8,0.855767
-4,5,0.859336
-9,6,0.89371
-9,6,0.897858
-6,5,0.901364
-3,5,0.904868
-12,7,0.909773
-5,6,0.943851
-4,5,0.947349
-7,5,0.950855
-9,5,0.954361
-8,6,0.958509
-21,10,0.995536
-11,7,1.000324
-10,6,1.004457
-2,5,1.00794
-7,5,1.011718
-6,5,1.015225
-58,22,1.060163
-12,8,1.065864
-7,6,1.100605
-5,5,1.104126
-6,5,1.107617
-17,8,1.113158
-23,9,1.119192
-6,5,1.152756
-9,5,1.156266
-8,5,1.159849
-14,8,1.165375
-7,5,1.168882
-2,5,1.172375
-5,5,1.206104
-2,5,1.209683
-22,10,1.216643
-4,5,1.220147
-9,6,1.22442
-4,5,1.258369
-6,5,1.262063
-4,5,1.265568
-8,6,1.269712
-4,5,1.273217
-3,5,1.276965
-4,5,1.310506
-5,5,1.31406
-11,7,1.318841
-6,5,1.322338
-16,7,1.327286
-5,5,1.330813
-6,5,1.364237
-3,5,1.367738
-5,5,1.371233
-11,6,1.375353
-3,5,1.379004
-1,5,1.382535
-8,5,1.416462
-22,10,1.42317
-5,5,1.426792
-33,13,1.4355
-4,5,1.46917
-3,5,1.472703
-34,14,1.482174
-4,5,1.485755
-7,5,1.489252
-8,5,1.522704
-1,5,1.526212
-8,6,1.530488
-7,5,1.534022
-3,5,1.537509
-16,7,1.572295
-9,6,1.576529
-4,5,1.5801
-5,5,1.583626
-9,6,1.587774
-4,5,1.59127
-4,5,1.625189
