#{"t_start": 1660921621.3226168, "env_id": null}
r,l,t
-31,14,0.014463
-10,6,0.018925
-14,9,0.025197
-9,6,0.029559
-3,5,0.033243
-27,11,0.04046
-18,8,0.04577
-14,8,0.051417
-16,11,0.058634
-31,13,0.067323
-15,9,0.07326
-18,11,0.080671
-30,12,0.088508
-25,11,0.312674
-37,17,0.323252
-27,13,0.331286
-11,7,0.33558
-18,10,0.341898
-15,8,0.346893
-9,6,0.350668
-21,10,0.356715
-13,9,0.362191
-28,13,0.370179
-21,11,0.37681
-9,6,0.380715
-12,7,0.385013
-19,9,0.607875
-27,10,0.61454
-15,9,0.620096
-23,9,0.625595
-31,14,0.634256
-15,8,0.639199
-27,13,0.647132
-30,14,0.65559
-18,9,0.661123
-3,6,0.664958
-23,13,0.672785
-13,8,0.67767
-15,10,0.683805
-21,9,0.905375
-16,8,0.91032
-24,13,0.918261
-38,15,0.927202
-46,19,0.938747
-9,6,0.942488
-11,9,0.948125
-31,14,0.956693
-28,12,0.964019
-26,11,0.970646
-12,8,0.97555
-15,8,1.199668
-18,9,1.205466
-35,14,1.214275
-9,6,1.218084
-25,10,1.224201
-19,9,1.229765
-29,15,1.239013
-10,7,1.243386
-32,14,1.252037
-11,8,1.256974
-29,12,1.264377
-16,8,1.269301
-26,12,1.276567
-7,6,1.519319
-20,9,1.524876
-15,9,1.530444
-11,8,1.535582
-24,12,1.542798
-21,9,1.548523
-11,7,1.552836
-11,7,1.557172
-19,11,1.563822
-18,10,1.570118
-4,5,1.573302
-8,6,1.577041
-13,8,1.582201
-11,7,1.586517
-13,7,1.590833
-16,7,1.595207
-8,7,1.838414
-20,10,1.844582
-25,11,1.851515
-13,7,1.855916
-24,11,1.862563
-17,9,1.868199
-43,17,1.878349
-6,6,1.882308
-34,13,1.890121
-29,11,1.896757
-37,15,1.907103
-13,8,1.912002
-15,7,2.155087
-16,8,2.160081
-13,8,2.165191
-33,13,2.173018
-17,10,2.179107
-15,9,2.184823
0,5,2.188
-11,9,2.193543
-30,15,2.202786
-28,13,2.210612
-31,13,2.218602
-24,10,2.22464
-9,7,2.228959
-21,12,2.475811
-6,6,2.47964
-27,11,2.486546
-18,9,2.492083
-29,13,2.500931
-32,14,2.509809
-23,10,2.516045
-23,11,2.522723
-6,5,2.525872
-17,8,2.5308
-18,9,2.536523
-12,8,2.541628
-10,9,2.547172
-15,7,2.551746
-13,7,2.794464
-12,7,2.799026
-31,14,2.807448
-38,15,2.816616
-18,8,2.821553
-14,8,2.826456
-19,9,2.831945
-18,9,2.837666
-29,12,2.844952
-2,5,2.848123
-25,11,2.854935
-13,8,2.860061
-11,7,2.864393
-20,9,2.86999
-46,17,3.119152
-5,6,3.123012
-11,5,3.126178
-28,13,3.134243
-2,5,3.137389
1,5,3.140567
-16,8,3.145442
-24,11,3.152154
-12,8,3.157036
-9,6,3.160802
-18,9,3.166379
-19,9,3.171887
-24,10,3.177945
-20,9,3.183633
-5,6,3.187437
-24,11,3.431282
-5,5,3.434713
-18,8,3.439713
-20,9,3.445219
-10,7,3.449672
-12,6,3.45343
-23,11,3.460081
-17,10,3.46633
-25,10,3.472386
-17,8,3.477296
-10,6,3.481073
-17,8,3.48625
-21,10,3.492315
-13,7,3.49662
-27,11,3.503564
-18,10,3.7474
-15,8,3.752488
-16,9,3.757972
-19,10,3.764076
-14,9,3.769733
-18,9,3.775228
-18,9,3.780711
-6,6,3.784706
-17,9,3.790332
-17,9,3.795818
-19,10,3.80213
-27,10,3.808439
-13,7,3.812754
-9,6,3.816641
-10,8,3.821545
-21,9,4.063496
-11,8,4.068632
-21,12,4.075886
-25,11,4.082537
-44,15,4.09182
-25,11,4.098454
