#{"t_start": 1660920657.2219038, "env_id": null}
r,l,t
-55,20,0.147022
-42,16,0.273561
-16,10,0.339491
-26,13,0.464853
-28,13,0.533255
-11,6,0.595728
-15,9,0.661589
-26,12,0.786158
-26,11,0.852554
-9,7,0.915705
-12,8,0.979776
-24,14,1.106038
-20,9,1.1709
-19,9,1.236626
-21,11,1.303842
-4,5,1.365043
-13,10,1.431084
-23,9,1.495489
-9,7,1.558885
-13,8,1.623147
-20,11,1.746369
-7,6,1.751793
-23,12,1.876659
-26,12,1.943877
-46,16,2.072229
-16,8,2.138025
-5,6,2.20109
-7,6,2.263599
-23,10,2.329138
-7,5,2.391327
-24,12,2.460375
-38,15,2.599214
-19,8,2.673462
-28,10,2.751953
-3,5,2.828935
-32,13,2.983731
-14,7,3.061884
-13,8,3.14076
-16,8,3.219584
-22,10,3.300358
-25,12,3.383755
-2,6,3.461148
-7,6,3.538429
-16,7,3.616901
-9,7,3.695763
-24,11,3.777514
-7,6,3.85464
-18,9,3.934337
-22,10,4.015469
-10,8,4.09594
-17,9,4.175756
-9,7,4.255548
-16,10,4.336176
-19,9,4.416095
-4,5,4.492918
-10,6,4.570615
-20,9,4.650661
-12,8,4.729862
-11,7,4.808462
-13,7,4.887464
-19,11,4.96923
-10,7,5.048449
-2,5,5.125537
-15,7,5.13187
-4,6,5.209795
-16,8,5.28915
-15,8,5.368162
-6,6,5.446505
-7,7,5.524623
-3,5,5.529212
-12,7,5.607638
-14,9,5.688602
-11,8,5.767642
-7,7,5.847384
-8,8,5.926626
-14,8,6.005679
-4,5,6.083049
-5,5,6.159645
-11,7,6.165957
-14,9,6.317751
-27,11,6.399328
-11,7,6.477372
-33,12,6.560412
-5,6,6.638338
-6,7,6.717243
-14,8,6.796962
-10,8,6.876071
-20,9,6.955777
-14,8,7.035244
-8,7,7.113806
-15,9,7.193863
-5,7,7.273777
-5,6,7.351262
-17,9,7.430861
-18,10,7.511157
-24,11,7.593006
-5,6,7.670461
-18,11,7.824718
-2,5,7.8293
-14,8,7.910902
-10,8,7.992228
-22,11,8.146809
-18,10,8.229567
-9,8,8.308464
-3,5,8.313122
0,5,8.391528
-6,7,8.470546
-5,7,8.54883
-11,8,8.629909
-12,7,8.708001
-13,7,8.786968
-24,11,8.868933
-3,6,8.946367
-8,7,9.026838
-4,5,9.031424
0,6,9.109552
-17,9,9.190964
-11,8,9.270423
-17,10,9.351353
-6,6,9.430424
-4,7,9.50835
-21,10,9.589054
-10,7,9.667104
0,5,9.743405
-17,10,9.82513
-5,6,9.911526
-2,5,9.916071
-1,6,9.993495
0,5,10.069624
1,5,10.073993
-9,7,10.151798
0,5,10.228171
3,5,10.232744
-10,7,10.31141
0,5,10.390008
0,5,10.466769
-4,6,10.4722
2,5,10.554333
-3,6,10.633467
-7,6,10.638961
-3,5,10.715546
-5,6,10.793035
-5,6,10.870552
-7,7,10.876744
-9,7,10.955195
-10,8,11.034948
-3,5,11.111408
