#{"t_start": 1660920819.5954316, "env_id": null}
r,l,t
-14,9,0.040809
-13,8,0.078075
-29,12,0.118296
-30,12,0.205368
-14,9,0.23987
-18,8,0.274774
-16,8,0.310669
-17,11,0.350086
-6,6,0.389619
-6,6,0.426241
-22,11,0.466241
-21,9,0.506888
-15,9,0.545642
-11,6,0.583735
-24,11,0.624248
-33,14,0.708262
-25,11,0.751883
-13,8,0.792094
-33,13,0.865998
-37,17,0.946453
-16,9,0.983589
-14,8,1.021188
-13,7,1.05941
-23,11,1.135828
-23,11,1.179286
-26,12,1.221784
-22,11,1.299262
-25,10,1.339098
-19,9,1.379009
-17,10,1.418107
-12,7,1.456398
-19,11,1.530206
-28,11,1.570179
-27,11,1.611209
-26,12,1.685671
-25,11,1.743397
-15,9,1.793934
-25,12,1.881681
-25,11,1.928776
-24,10,2.008123
-19,9,2.048606
-22,11,2.089997
-20,9,2.130113
-1,5,2.168489
-30,12,2.207459
-10,6,2.246396
-26,11,2.2875
-11,6,2.33169
-14,8,2.369762
-18,9,2.410435
-29,13,2.489501
-33,13,2.566572
-16,9,2.606546
-14,7,2.645137
-34,14,2.688264
-13,7,2.72813
-15,9,2.767644
-18,8,2.808865
-8,6,2.852075
-33,12,2.942714
-4,6,2.947221
-4,5,2.996884
-19,10,3.0514
-7,7,3.103952
-8,5,3.159161
-26,12,3.211396
-19,11,3.302443
-10,7,3.307315
-8,6,3.347925
-15,9,3.390817
-33,15,3.479479
-26,10,3.524808
-12,9,3.606354
-10,7,3.610902
-12,7,3.655229
-14,8,3.699302
-7,6,3.74177
-25,11,3.783387
-22,10,3.883462
-13,10,3.931985
-10,7,3.97674
-14,8,4.019798
-10,7,4.062468
-3,5,4.065831
-18,9,4.107472
-11,7,4.158463
-14,9,4.201392
-20,11,4.282865
-12,8,4.324743
-12,8,4.36724
-12,8,4.409292
-6,7,4.451391
-10,7,4.494099
-9,7,4.49856
-23,10,4.579675
-15,9,4.621815
-7,6,4.66422
-11,7,4.668626
-10,7,4.709484
-20,10,4.790564
-18,9,4.833753
-6,6,4.837575
-17,10,4.916403
-18,9,4.959623
-47,18,5.043944
-20,10,5.087444
-6,6,5.131469
-20,11,5.172372
-4,5,5.216495
-5,6,5.253222
-28,12,5.296891
-7,6,5.338166
-36,16,5.424811
-7,6,5.471812
-12,9,5.51371
-30,13,5.598809
-6,5,5.602056
-38,15,5.687301
-7,6,5.724964
-6,5,5.728189
-21,9,5.807176
-3,5,5.810382
-12,8,5.851514
-9,6,5.892519
-26,13,5.974259
-14,7,5.978682
-11,8,6.01988
-8,7,6.063625
-7,6,6.107965
-1,5,6.148149
-7,6,6.151986
-20,9,6.237996
-16,8,6.283051
-9,6,6.28692
-9,6,6.333926
-4,5,6.376408
-14,9,6.422006
-1,5,6.425339
-18,7,6.470885
-13,8,6.51543
-3,5,6.560552
-3,5,6.602973
-3,5,6.606708
-18,9,6.651305
-16,8,6.699063
-2,6,6.741564
-14,8,6.785601
-14,9,6.829558
-1,5,6.872657
-7,5,6.875907
-11,7,6.915598
-6,5,6.957448
-27,13,7.039655
-4,5,7.043281
-17,7,7.084963
-24,11,7.131708
-17,9,7.226029
-21,9,7.274609
-10,7,7.318839
-16,8,7.368558
-4,6,7.372783
-16,9,7.422432
-13,7,7.471643
-15,8,7.523462
-6,5,7.570042
-28,11,7.612363
-16,9,7.65906
-13,8,7.706323
-3,5,7.751527
-4,5,7.793434
-14,9,7.8416
-13,7,7.888365
-2,6,7.892638
-7,8,7.939528
-12,9,8.033345
-18,11,8.085562
-11,7,8.138415
-11,7,8.187565
-19,10,8.234349
-4,5,8.277576
-8,6,8.28145
-5,5,8.32109
-17,8,8.364799
-2,5,8.407989
-5,5,8.411146
-12,9,8.455073
-10,7,8.506016
-10,6,8.549452
-5,6,8.591508
-15,8,8.638046
-1,5,8.641422
-9,8,8.686229
-2,5,8.731603
-10,8,8.775377
-6,5,8.819347
-18,10,8.864971
-8,6,8.909183
-20,9,8.956047
-5,5,8.959342
-4,5,9.002691
0,5,9.045453
-11,8,9.093605
-8,6,9.097466
-8,6,9.145416
-9,7,9.187801
-7,7,9.232978
-2,5,9.236197
-11,8,9.282188
-11,8,9.32795
-11,6,9.374391
-2,5,9.417966
-6,6,9.46105
-9,6,9.464897
-7,6,9.511324
-7,7,9.554384
-11,7,9.599543
-14,8,9.645122
-16,9,9.694007
-12,8,9.741975
-9,7,9.789943
-5,5,9.793172
-5,5,9.838508
-2,5,9.879122
-4,5,9.882368
-7,5,9.92488
-17,8,9.968658
-13,7,10.016251
-9,7,10.063285
-12,8,10.110878
-2,5,10.114196
-5,5,10.160193
-6,5,10.202368
-2,5,10.205625
-6,6,10.247812
-7,5,10.292499
-7,7,10.297157
-9,6,10.344739
-11,6,10.387662
-3,5,10.430608
-10,7,10.435029
-10,7,10.480997
-11,7,10.52772
-6,6,10.574764
-12,7,10.619425
0,5,10.622663
-3,5,10.666481
-9,7,10.710421
0,5,10.757529
-1,5,10.760868
-5,6,10.802669
-4,6,10.847975
-12,7,10.894575
-7,7,10.899306
-9,7,10.94793
-5,6,10.994029
-14,9,11.041598
-7,6,11.094421
-10,7,11.13881
-9,6,11.186269
-1,5,11.189537
-4,5,11.240079
-13,7,11.296259
-3,5,11.299644
-2,6,11.355317
0,5,11.407717
-2,5,11.411237
0,5,11.459677
-10,6,11.506297
-7,6,11.510368
2,5,11.560474
-5,6,11.604583
-15,8,11.653148
-6,6,11.701546
-1,5,11.704806
-7,6,11.749872
-3,6,11.796985
-2,6,11.800798
-8,6,11.847172
-1,5,11.891372
-1,5,11.894598
-2,6,11.938339
-6,7,11.983624
-5,6,12.029665
-2,6,12.075561
-4,6,12.079485
2,5,12.126302
-3,6,12.171641
-1,5,12.174875
1,5,12.220076
-2,5,12.263436
-12,8,12.314085
0,5,12.317342
-11,8,12.36688
0,5,12.418947
-1,6,12.46578
-5,6,12.46965
-6,5,12.519014
-14,9,12.570391
-2,6,12.628983
2,5,12.632452
-2,6,12.682361
-10,7,12.73175
-1,5,12.785208
-5,6,12.789075
-1,6,12.836836
2,5,12.882224
-15,9,12.930081
0,6,12.985843
-1,5,12.9891
1,5,13.038031
0,5,13.084648
-18,10,13.137614
1,5,13.140855
2,5,13.195601
0,5,13.239175
-8,7,13.289255
-1,6,13.293114
-12,9,13.347743
-8,7,13.40315
-4,6,13.451928
3,5,13.498654
-1,5,13.501894
1,5,13.544906
-1,6,13.589257
-2,5,13.592501
-5,7,13.640611
-6,6,13.691188
-7,7,13.74439
-5,5,13.747628
-5,6,13.797994
0,5,13.844196
-1,5,13.84742
-1,6,13.895157
-5,6,13.942555
-7,7,13.991342
-2,5,13.994568
-2,5,14.043646
-3,6,14.091243
1,5,14.094481
