#{"t_start": 1660921063.4961023, "env_id": null}
r,l,t
-18,11,0.018504
-22,10,0.027526
-20,10,0.036073
-32,16,0.095435
-41,19,0.159129
-14,10,0.167614
-31,16,0.181059
-10,7,0.232018
-1,5,0.236502
-18,10,0.244936
-29,14,0.256911
-9,8,0.309115
-1,6,0.314524
-13,9,0.322039
-9,7,0.32816
-29,15,0.386065
-10,7,0.391955
-7,8,0.398826
-31,13,0.454936
-7,6,0.460143
-8,5,0.464633
-11,6,0.469877
-11,7,0.521053
-13,8,0.528097
-24,9,0.535715
-10,7,0.541687
-8,6,0.546862
-8,6,0.59754
-9,7,0.603722
-5,6,0.608932
-22,12,0.619475
-2,5,0.669353
-1,5,0.673957
-7,6,0.679026
-5,6,0.684154
-14,7,0.690376
-11,7,0.742056
-5,6,0.747456
-5,5,0.751831
-5,6,0.757129
-6,5,0.761731
-4,5,0.766188
-4,5,0.81604
-3,5,0.820565
-4,5,0.825059
-12,9,0.832708
-1,5,0.837067
-2,5,0.841627
-2,5,0.891995
-8,6,0.897244
-3,5,0.901797
-2,5,0.906374
-6,5,0.910853
-7,5,0.915165
-2,5,0.964996
-9,6,0.970282
-1,5,0.974789
-32,12,0.985022
-3,6,0.990198
-4,5,1.040063
-6,6,1.045339
-6,6,1.050639
-1,5,1.054978
-3,5,1.059199
-6,7,1.110855
0,5,1.115378
1,5,1.119681
-1,5,1.123869
-4,6,1.129077
1,5,1.133538
-3,6,1.18369
-116,42,1.268169
-9,7,1.274322
-13,9,1.282053
1,5,1.334635
2,5,1.338938
-7,6,1.344271
-2,6,1.349611
1,5,1.353859
-17,9,1.361509
3,5,1.41142
-324,94,1.626734
5,5,1.631285
1,6,1.636638
-39,19,1.69806
4,5,1.702476
4,5,1.7067
1,5,1.71113
3,5,1.715642
5,5,1.720156
-95,34,1.793738
1,6,1.847382
0,6,1.85282
-4,7,1.858768
4,5,1.863241
0,7,1.869183
0,7,1.920939
3,5,1.92547
-1,6,1.930582
3,5,1.93495
-1,6,1.940268
3,5,1.944671
4,5,1.994363
-2,7,2.000583
1,5,2.004966
1,6,2.010367
-17,12,2.02089
-1,6,2.073034
5,5,2.07756
-1,6,2.082995
0,5,2.087533
0,6,2.092719
4,5,2.142487
4,6,2.147617
-51,23,2.167409
5,5,2.217178
-5,8,2.224248
4,5,2.228601
3,6,2.233871
1,6,2.239166
-1,6,2.290088
