#{"t_start": 1660920949.5073655, "env_id": null}
r,l,t
-31,14,0.015017
-10,6,0.019132
-14,9,0.02526
-9,6,0.029286
-3,5,0.033223
-27,11,0.040371
-18,8,0.045644
-14,8,0.051056
-16,11,0.058424
-31,13,0.067118
-16,9,0.073129
-17,11,0.080474
-30,12,0.088207
-16,8,0.093461
-10,7,0.099274
-19,10,0.10605
-19,10,0.112568
1,5,0.116159
-20,11,0.12328
-13,8,0.12855
-9,6,0.132767
-24,12,0.140553
-21,12,0.148498
-13,9,0.154384
-8,6,0.158447
-49,19,0.17073
-66,24,0.391541
-8,6,0.395599
-11,8,0.404536
-24,11,0.41166
-16,7,0.416535
-19,9,0.42218
-24,12,0.429314
-38,15,0.438467
-15,8,0.443343
-36,17,0.453542
-9,7,0.45784
-13,8,0.462686
-21,11,0.469443
-8,6,0.47315
-9,7,0.477427
-23,10,0.483672
-5,5,0.4868
-21,10,0.492819
-41,16,0.503705
-19,10,0.509707
-12,8,0.514728
-7,5,0.51785
-8,8,0.522762
-16,9,0.528167
-18,9,0.533846
-25,13,0.54159
-20,11,0.758071
-18,10,0.764835
-9,6,0.768862
-6,5,0.772285
-9,6,0.77632
-13,8,0.781766
-12,6,0.785782
-67,24,0.800633
-33,13,0.808386
-36,16,0.818105
-14,9,0.823544
-21,10,0.829605
-18,8,0.834723
-30,13,0.842714
-45,19,0.854186
-14,8,0.859066
-10,8,0.864121
-38,17,0.874222
-5,6,0.877934
-20,8,0.883034
-23,11,0.889651
-28,13,0.897599
-37,14,0.906151
-32,13,0.914155
-23,9,1.129914
-12,8,1.135429
-27,13,1.144344
-18,10,1.151046
-10,6,1.156002
-23,11,1.163173
-3,6,1.167108
-19,7,1.171407
-20,10,1.177413
-18,11,1.184138
-23,10,1.19022
-14,8,1.195072
-25,11,1.20184
-20,9,1.207267
-16,8,1.212123
-10,8,1.217167
-8,7,1.221497
-19,11,1.228071
-24,11,1.234787
-13,7,1.239225
-12,9,1.244784
-10,6,1.248668
-13,6,1.252412
-27,10,1.25842
-13,8,1.263523
-21,12,1.271138
-23,11,1.277795
-24,13,1.285834
-16,10,1.502817
-10,8,1.508133
-7,7,1.512781
-7,7,1.517563
-14,8,1.522831
-28,13,1.531378
-6,6,1.535385
-13,8,1.540362
-12,8,1.545357
-10,6,1.549123
-3,5,1.55228
-27,12,1.559443
-5,5,1.562607
-17,8,1.567586
-10,7,1.571872
-21,11,1.578469
-7,7,1.582847
-14,7,1.587231
-26,12,1.594355
-7,6,1.598197
-17,8,1.603109
-31,13,1.610795
-45,18,1.621518
-14,7,1.625835
-14,8,1.630691
-10,7,1.63544
-5,7,1.639796
-10,10,1.645938
-23,12,1.653292
-26,14,1.877737
-11,7,1.882621
-7,6,1.886655
-30,12,1.894392
-5,6,1.898521
-10,8,1.90394
-12,9,1.909825
-14,9,1.915354
-1,5,1.918524
-23,12,1.925805
-11,6,1.929518
-23,10,1.935656
-12,7,1.939985
-17,8,1.944955
-21,10,1.951083
-30,13,1.958828
-22,11,1.965824
-4,5,1.968953
-27,13,1.976758
-12,7,1.981055
-10,9,1.986692
-3,6,1.990425
-8,7,1.994729
-7,7,1.999088
-9,9,2.004585
-7,6,2.008286
-17,9,2.013716
-13,7,2.018107
-9,6,2.021813
-15,8,2.02668
-12,8,2.03164
-13,8,2.264897
-6,5,2.268522
-8,7,2.273215
-10,8,2.278526
-20,10,2.285029
-12,7,2.289412
-15,8,2.294254
-19,9,2.300683
-15,9,2.306611
-8,6,2.310467
-15,8,2.31546
-7,7,2.319745
-12,8,2.324596
-10,6,2.328342
-14,10,2.334532
-10,8,2.339424
-27,11,2.346069
-10,8,2.351057
-11,7,2.355349
-26,11,2.361946
-15,10,2.368123
-6,5,2.371302
-10,7,2.375592
-6,7,2.379869
-8,7,2.384266
-18,8,2.389248
-15,7,2.393525
-13,7,2.397803
-13,8,2.402782
0,5,2.405942
-16,8,2.410791
-9,8,2.415778
-13,8,2.420633
-8,7,2.651711
-3,6,2.65579
-4,6,2.65984
-24,11,2.667195
-7,5,2.670662
-15,8,2.675601
-20,10,2.681667
-5,6,2.685598
-17,9,2.691133
-19,10,2.697159
-23,13,2.705286
-24,11,2.711886
-19,10,2.718066
-22,13,2.725816
-8,7,2.730118
-9,8,2.73511
-4,5,2.738234
-8,7,2.742671
-16,9,2.748183
-7,5,2.751481
-34,13,2.759286
-12,8,2.764135
-10,7,2.768582
-16,10,2.77473
-9,8,2.779578
-10,7,2.78401
-9,7,2.788329
-22,11,2.794915
-19,10,2.801023
-18,9,2.806467
-16,9,3.045195
-17,8,3.050694
-8,6,3.05475
-5,6,3.058917
-13,8,3.065398
-18,10,3.072059
-20,9,3.077761
-23,12,3.085258
-6,6,3.088987
-15,8,3.093984
-11,6,3.097786
-24,11,3.104649
-8,8,3.109597
-14,9,3.115043
-3,5,3.118306
-19,10,3.124282
-29,14,3.132726
-12,7,3.137034
-3,6,3.140764
-13,9,3.146307
-13,7,3.150797
-18,10,3.156816
0,5,3.160005
-37,17,3.170213
-15,9,3.17565
-11,7,3.17994
-11,10,3.186174
-11,7,3.190506
-21,12,3.197721
-8,6,3.20162
-16,9,3.448509
-25,11,3.455844
-5,5,3.459253
-26,13,3.467638
-13,8,3.472525
-25,10,3.478543
-14,7,3.482956
-12,8,3.487839
-26,14,3.496201
-10,6,3.500193
-13,6,3.50395
-8,7,3.508246
-17,8,3.513361
-24,10,3.519577
-10,7,3.52388
-18,11,3.530485
-13,8,3.535502
-11,8,3.540361
-14,9,3.545922
-17,10,3.55216
-7,7,3.556442
-12,7,3.560712
-24,10,3.566907
-17,10,3.57293
-29,13,3.580673
-11,8,3.585687
-8,7,3.589971
-10,7,3.594344
-16,9,3.599961
-12,8,3.846251
-14,7,3.85111
-10,8,3.856395
-9,6,3.860427
-3,6,3.864464
-13,8,3.869591
-7,6,3.873369
-16,9,3.878802
-7,6,3.882525
-6,6,3.88635
-7,7,3.890637
-10,9,3.896201
-10,6,3.900048
-22,10,3.906205
-1,6,3.910043
-15,8,3.91494
