#{"t_start": 1660922283.9397256, "env_id": null}
r,l,t
-24,11,0.012197
-36,15,0.02307
-7,6,0.027256
-25,11,0.096907
-16,9,0.103252
-33,12,0.111242
-24,10,0.188907
-18,9,0.194982
-6,6,0.199134
-19,10,0.279476
-15,6,0.283747
-20,10,0.290546
-19,9,0.296607
-10,7,0.373714
-16,8,0.379169
-14,7,0.384086
-18,10,0.39088
-25,10,0.471588
-21,9,0.477695
-7,6,0.481856
-14,7,0.486823
-16,8,0.565852
-9,6,0.570195
-16,8,0.57564
-25,11,0.583011
-17,9,0.668218
-6,7,0.673038
-7,5,0.676529
-14,7,0.681328
-13,6,0.685699
-12,7,0.764057
-11,7,0.769035
-19,10,0.775724
-19,10,0.859051
-19,9,0.865231
-13,7,0.870226
-47,17,0.961035
-9,5,0.964564
-65,20,0.977861
-5,5,0.981376
-7,5,1.070631
-13,7,1.075449
-11,8,1.080903
-15,8,1.086514
-17,7,1.169517
-40,14,1.178806
-25,11,1.186377
-7,6,1.27383
-19,8,1.279279
-9,5,1.282794
-20,9,1.289066
-8,5,1.292566
-10,6,1.376207
-9,5,1.379756
-8,5,1.383263
-10,5,1.386968
-5,5,1.390471
-4,5,1.393972
-18,7,1.478279
-8,5,1.481832
-4,5,1.485533
-6,5,1.489037
-15,7,1.493827
-10,5,1.497402
-11,6,1.581288
-8,5,1.584923
-9,5,1.588478
-5,5,1.591975
-25,9,1.598056
-4,5,1.68248
-6,5,1.686185
-7,5,1.689692
-14,6,1.693841
-19,8,1.69928
-6,5,1.703101
-3,5,1.787647
-5,5,1.791165
-8,5,1.794699
-8,5,1.798214
-7,5,1.801854
-9,6,1.806103
-6,5,1.890363
-12,6,1.894551
-50,14,1.904121
-10,6,1.908278
-5,5,1.999226
-9,6,2.003579
-8,5,2.007105
-7,5,2.010616
-8,5,2.014116
-4,5,2.017634
-12,6,2.106984
-6,5,2.11059
-9,6,2.114758
-6,5,2.118299
-26,10,2.125175
-7,5,2.128675
-8,5,2.221885
-3,5,2.22545
-10,6,2.229594
-10,5,2.233082
-6,5,2.236705
-6,5,2.240209
-8,5,2.333493
-8,5,2.337159
-7,6,2.341317
-6,6,2.345539
-3,5,2.34906
-13,6,2.353367
-5,5,2.447152
-5,5,2.450706
-2,5,2.454355
-5,5,2.457906
-6,5,2.46142
-5,5,2.464964
-1,5,2.557234
-6,5,2.560772
-21,10,2.567492
-9,6,2.571797
-3,5,2.575304
-12,6,2.670929
-2,5,2.674449
-4,5,2.677952
-5,5,2.681453
-5,5,2.685105
-8,5,2.688775
-13,6,2.784296
-4,5,2.78798
-5,5,2.791492
-12,6,2.795711
-9,6,2.799866
-9,6,2.804203
-4,5,2.901141
-6,5,2.905011
-11,6,2.90921
-3,5,2.912723
-2,5,2.916353
-6,5,2.920098
-2,5,3.014166
-5,5,3.017718
-7,5,3.021531
-5,5,3.02506
-5,5,3.02855
-3,5,3.03205
-3,5,3.035576
-5,5,3.128382
-5,5,3.13193
-4,5,3.135448
-3,5,3.139114
-5,5,3.142696
-2,5,3.146257
-3,5,3.239151
-5,5,3.242755
-1,5,3.246394
