#{"t_start": 1660920938.3334508, "env_id": null}
r,l,t
-11,7,0.008361
-19,12,0.016406
-13,8,0.021728
-20,9,0.049783
-23,10,0.056395
-10,6,0.060428
-23,11,0.067749
-8,6,0.093368
-8,6,0.097566
-5,5,0.100985
-23,10,0.107523
-18,9,0.138016
-23,10,0.144602
-22,9,0.150547
-17,8,0.155851
-41,14,0.186715
-47,17,0.197749
-18,8,0.22791
-21,9,0.234234
-30,11,0.241405
-20,11,0.27075
-13,7,0.275441
-11,6,0.27959
-12,6,0.283617
-12,6,0.287666
-16,6,0.313617
-22,9,0.32294
-22,8,0.330173
