#{"t_start": 1660922177.9002905, "env_id": null}
r,l,t
-70,25,0.030267
-23,11,0.040007
-25,11,0.049619
-13,8,0.056723
-18,11,0.06621
-11,6,0.071391
-13,8,0.078612
-42,18,0.094115
-21,10,0.10269
-23,12,0.113108
-24,13,0.202887
-10,8,0.209814
-4,6,0.215885
-12,7,0.222083
-15,7,0.228254
-10,8,0.235358
-11,7,0.241666
-19,10,0.250169
-13,9,0.257858
-15,11,0.267467
-17,8,0.27494
-10,9,0.282945
-10,7,0.288973
-25,13,0.30011
-36,15,0.391365
-18,9,0.399046
-28,14,0.411075
-15,9,0.418936
-16,9,0.426698
-8,8,0.433633
-19,10,0.442408
-17,9,0.450364
-8,8,0.457234
-14,9,0.465051
-7,7,0.471272
-12,8,0.478381
-12,7,0.484675
-20,8,0.49154
-7,8,0.498499
-7,7,0.583138
-16,10,0.591822
-30,14,0.603892
-14,8,0.610756
-24,11,0.620268
-15,7,0.62658
-7,6,0.631967
-27,11,0.641322
-13,9,0.649154
-10,6,0.65456
-18,10,0.663488
-19,8,0.670459
-41,16,0.684311
-10,9,0.770579
-17,8,0.777554
-17,9,0.785528
-23,12,0.795952
-10,7,0.802307
-27,11,0.811988
-29,13,0.823189
-7,6,0.828599
-26,11,0.838347
-30,13,0.849552
-22,8,0.856436
-42,21,0.874441
-18,9,0.961481
-36,15,0.974473
-15,8,0.981344
-9,6,0.986607
-10,6,0.991876
-1,6,0.997169
-23,9,1.004868
-3,5,1.0094
-31,12,1.019728
-23,10,1.028299
-13,8,1.035342
-6,6,1.04076
-18,9,1.048547
-14,9,1.056191
-23,10,1.064804
-16,11,1.152693
-11,7,1.159014
-29,12,1.169186
-9,8,1.17623
-10,8,1.183204
-21,10,1.191726
-13,9,1.199619
-32,13,1.210871
-28,12,1.22126
-16,9,1.229113
-11,7,1.235258
-23,11,1.244793
-10,7,1.25094
-22,11,1.260447
-12,8,1.345426
-11,8,1.352379
-31,13,1.363776
-18,9,1.371747
-14,8,1.378792
-11,8,1.385664
-25,11,1.395446
-53,19,1.411685
-15,8,1.418691
-19,9,1.42655
-19,10,1.435281
-20,11,1.444768
-11,9,1.531768
-14,9,1.539723
-7,6,1.545063
-10,7,1.551225
-18,10,1.560038
-11,8,1.567169
-25,11,1.576437
-22,12,1.586864
-18,10,1.595516
-23,11,1.605032
-7,5,1.609601
-18,9,1.617583
-18,9,1.625701
-11,7,1.631915
-21,12,1.642095
-11,10,1.728839
-18,10,1.737381
-29,15,1.75015
-16,9,1.757807
-15,10,1.766428
-14,8,1.773414
-19,10,1.782058
-6,6,1.787358
-18,11,1.796828
-5,6,1.8022
-10,7,1.808503
-15,8,1.815659
-17,8,1.822733
-13,9,1.830619
-12,8,1.915888
-9,7,1.92198
-5,5,1.926393
-5,7,1.932568
-3,5,1.937091
-17,9,1.94499
-7,8,1.951831
-8,6,1.957186
-18,9,1.965079
-40,17,1.979627
-16,9,1.987542
-14,9,1.995457
-7,5,1.99999
-18,12,2.010106
-19,10,2.018854
-5,5,2.10276
-26,13,2.114237
-26,12,2.124577
-10,8,2.131787
-14,8,2.138693
-5,5,2.143089
-31,14,2.155143
-13,8,2.16218
-8,6,2.167548
-17,8,2.174629
-9,7,2.180844
-17,9,2.188602
-9,7,2.194912
-8,7,2.201011
-21,12,2.211209
-15,9,2.297266
-8,7,2.303682
-18,10,2.312601
-17,9,2.320638
-2,5,2.325172
-3,5,2.329544
-16,9,2.337608
-9,6,2.343105
-8,7,2.349522
-5,5,2.354197
-5,6,2.359643
-21,10,2.368219
-14,9,2.376071
-7,6,2.381514
-2,6,2.386813
-15,9,2.394787
-10,7,2.401139
-8,6,2.484678
-11,7,2.490989
-16,9,2.498806
-10,7,2.504935
-6,5,2.509485
-7,6,2.514927
-16,10,2.523569
-4,5,2.527899
-5,5,2.532388
-56,23,2.552172
-19,12,2.562609
-20,10,2.571275
-3,5,2.57583
-9,6,2.581249
-13,8,2.588262
-12,8,2.595232
-9,9,2.681195
-19,10,2.69024
-9,7,2.696532
-2,5,2.700995
-3,6,2.706296
-16,10,2.71494
-13,8,2.721901
-16,9,2.729882
-18,10,2.738681
-8,5,2.74333
-12,10,2.751894
-12,9,2.759839
-4,6,2.765335
-20,9,2.773163
-11,8,2.78007
-18,10,2.866972
-5,6,2.872004
-5,6,2.877421
0,5,2.881959
-4,5,2.886306
-7,7,2.892362
-28,13,2.903601
-8,6,2.908912
-5,6,2.914109
-3,5,2.918629
-9,6,2.924008
-7,6,2.929322
-6,7,2.935382
-3,5,2.939842
-4,6,2.945225
-14,9,2.953092
-19,11,2.96242
-3,5,2.966903
-5,6,2.972217
-20,12,3.06105
-4,5,3.065548
-9,7,3.071697
-18,10,3.080413
-5,6,3.085719
-17,10,3.094497
-15,8,3.101673
0,5,3.106163
-8,6,3.111443
-10,7,3.117587
-7,6,3.12291
-14,9,3.13096
-5,7,3.137153
-10,7,3.143352
-20,10,3.152049
-7,6,3.157435
-11,9,3.165555
-14,8,3.250711
-5,5,3.255094
-12,8,3.26209
-11,9,3.269902
-4,5,3.274379
-6,7,3.280792
-18,11,3.290527
-10,7,3.296684
-7,6,3.302015
-8,7,3.308383
-6,6,3.31375
-6,5,3.318162
-7,7,3.324401
-5,6,3.329813
-9,8,3.3369
-11,7,3.343128
-8,7,3.349267
-3,7,3.355548
-13,8,3.441793
-8,5,3.446422
-7,8,3.453609
-17,8,3.460711
-8,6,3.466091
-2,5,3.470484
-18,11,3.479884
-19,10,3.488761
-8,6,3.494214
-10,8,3.501383
-15,8,3.508213
2,5,3.512758
-7,7,3.518859
-6,6,3.524065
-11,8,3.531055
-1,5,3.535648
0,5,3.540152
-8,7,3.546343
-16,8,3.553278
-8,6,3.638657
-9,6,3.643942
-11,7,3.650142
0,5,3.654721
-2,6,3.660182
-6,6,3.665586
-3,5,3.67002
-2,5,3.674334
-4,6,3.679665
-11,6,3.685052
-7,6,3.690318
-3,5,3.694795
-9,7,3.701015
-4,6,3.706427
-8,7,3.712577
-11,6,3.717882
-20,10,3.726613
-5,8,3.733706
-4,5,3.738073
-17,11,3.826232
-1,6,3.831487
-8,6,3.836742
-11,7,3.842898
-11,9,3.850744
-7,7,3.857165
-9,8,3.864131
-4,6,3.869336
-7,6,3.874782
-16,9,3.882828
-9,7,3.889053
-5,7,3.895501
-6,6,3.901072
-12,8,3.908243
-8,6,3.913719
-7,7,3.919818
-10,6,3.925064
-5,6,3.930438
-5,6,3.935753
-6,5,4.018805
-10,6,4.024062
-13,8,4.031235
-8,8,4.038238
-2,5,4.042758
-7,7,4.048965
-2,5,4.053452
-9,6,4.058751
0,6,4.064248
-14,8,4.071286
-14,7,4.077408
-2,6,4.082758
-48,20,4.099827
-12,7,4.105967
-9,7,4.112223
-6,7,4.118301
-6,7,4.124493
-1,5,4.129028
-6,6,4.213977
-3,5,4.218595
-8,6,4.224086
-2,6,4.229568
-18,9,4.237709
-6,7,4.243788
-13,9,4.251624
-11,7,4.257794
-11,9,4.265738
-5,6,4.271255
-14,9,4.279332
-8,7,4.285595
-5,5,4.290053
-11,8,4.297059
-10,7,4.303159
-2,5,4.30773
-14,7,4.313916
-11,7,4.32024
-13,8,4.40579
-7,6,4.411061
-5,5,4.415636
-7,6,4.421039
-3,6,4.426266
-30,14,4.438311
-10,7,4.444586
-1,6,4.450067
-2,6,4.455521
-9,7,4.461771
-7,8,4.468765
-10,7,4.474864
-5,7,4.481089
-3,5,4.485568
-31,13,4.496886
-1,6,4.502325
1,5,4.506948
-9,6,4.512198
