#{"t_start": 1660921124.855493, "env_id": null}
r,l,t
-31,14,0.013321
-10,6,0.017403
-14,9,0.023529
-9,6,0.027563
-3,5,0.031269
-27,11,0.038432
-18,8,0.043693
-14,8,0.049133
-16,11,0.056245
-31,13,0.064882
-15,9,0.070776
-18,11,0.077931
-30,12,0.086205
-25,12,0.132177
-9,7,0.136872
-29,16,0.147305
-20,9,0.153193
-14,9,0.159061
-22,12,0.1671
-27,11,0.174232
-30,14,0.183441
-21,9,0.189346
-10,8,0.194601
-20,10,0.201294
-26,11,0.208437
-16,9,0.260768
-25,9,0.266869
-5,5,0.270279
-16,8,0.275556
-29,13,0.284165
-19,10,0.290722
-11,6,0.294754
-56,24,0.310171
-21,10,0.316861
-13,9,0.322798
-19,11,0.33015
-14,8,0.33541
-14,10,0.341964
-40,14,0.402894
-30,16,0.41326
-25,10,0.419845
-25,12,0.427586
-21,11,0.434881
-11,6,0.438941
-13,8,0.444205
-21,11,0.451517
-37,15,0.461171
-35,13,0.469724
-12,8,0.474988
-8,6,0.530587
-26,11,0.53779
-11,6,0.541819
-14,8,0.547261
-11,6,0.55129
-17,8,0.556556
-13,7,0.561193
-20,9,0.567363
-26,13,0.575734
-7,6,0.579835
-16,8,0.585174
-11,8,0.590458
-23,10,0.597234
-18,9,0.60312
-8,6,0.60714
-25,11,0.614409
-5,6,0.67007
-17,8,0.675351
-21,12,0.683281
-10,7,0.688307
-2,5,0.691701
-22,10,0.698431
-6,5,0.701818
-11,7,0.70644
-5,5,0.709825
-21,12,0.717813
-5,6,0.721849
-7,6,0.725873
-11,7,0.730698
-26,11,0.737836
-3,5,0.741246
-16,7,0.745879
-27,10,0.752552
-10,7,0.812511
-9,7,0.817401
-5,5,0.820785
-15,7,0.825416
-10,7,0.830145
-5,5,0.833596
-3,5,0.836979
-6,6,0.841044
-14,7,0.845695
-9,7,0.850485
-7,7,0.855131
-3,5,0.858532
-6,5,0.861915
-10,7,0.866722
-15,8,0.871983
-10,7,0.876633
-17,9,0.882698
-2,5,0.886099
-7,6,0.890142
