#{"t_start": 1660920756.8859599, "env_id": null}
r,l,t
-18,11,0.017591
-22,10,0.026505
-20,10,0.035332
-36,14,0.047195
-18,9,0.054907
-17,9,0.06241
-17,8,0.069413
-25,14,0.081313
-25,12,0.091872
-27,14,0.104021
-15,8,0.110813
-12,7,0.116873
-12,8,0.123885
-12,7,0.130034
-29,11,0.13974
-10,6,0.144892
-33,14,0.156791
-13,8,0.163505
-23,11,0.172883
-17,10,0.181663
-17,8,0.188674
-9,8,0.19548
-6,6,0.200797
-38,16,0.21559
-42,15,0.228355
-6,6,0.233589
-8,6,0.238756
-20,11,0.24846
-26,11,0.258185
-34,12,0.268262
-15,9,0.276277
-35,13,0.287168
-13,9,0.297649
-21,10,0.309697
-40,17,0.326518
-20,10,0.335085
-15,9,0.342732
-5,5,0.347096
-13,7,0.353199
-17,7,0.359282
-26,12,0.369606
-13,7,0.375607
-6,6,0.380867
-20,9,0.388675
-32,13,0.399546
-38,14,0.411358
-13,9,0.419315
-12,10,0.428028
-21,11,0.437199
-31,12,0.447549
-8,7,0.453479
-22,11,0.462993
-19,10,0.471421
-14,9,0.479245
-34,13,0.490299
-23,12,0.50036
-18,9,0.508138
-26,14,0.519781
-7,6,0.525132
-24,11,0.534761
-22,11,0.543945
-21,10,0.55268
-29,13,0.563508
-21,10,0.572257
-24,10,0.580962
-16,8,0.587729
-21,11,0.597264
-21,9,0.60491
-19,9,0.61251
-30,14,0.624545
-34,16,0.638095
-32,14,0.649907
-19,10,0.658616
-23,11,0.667968
-31,15,0.681413
-18,10,0.692521
-21,10,0.701273
-2,6,0.706437
-40,17,0.720758
-9,6,0.726148
-15,8,0.732955
-4,5,0.737482
-22,10,0.746034
-23,14,0.757931
-20,9,0.765608
-17,10,0.774079
-36,14,0.785879
-5,7,0.792078
-9,7,0.798145
-15,8,0.805084
-16,7,0.811219
-24,10,0.81974
-19,10,0.828218
-16,10,0.836938
-9,8,0.843973
-18,8,0.850785
-21,9,0.858598
-9,7,0.86474
-8,6,0.870076
-18,10,0.87836
-9,7,0.884624
-22,10,0.893453
-15,8,0.900347
-19,10,1.156062
-12,8,1.162962
-5,5,1.167311
-11,7,1.173503
-10,6,1.178903
-6,7,1.185215
-12,6,1.190519
-17,11,1.200049
-7,7,1.206133
-22,10,1.214545
-9,8,1.221546
-11,8,1.228403
-3,6,1.233737
-17,9,1.241484
-17,11,1.250838
-14,8,1.257935
-8,6,1.263361
-8,6,1.268625
-14,8,1.276998
-5,6,1.282348
-21,12,1.293267
-5,6,1.298657
-11,8,1.305743
-15,10,1.314522
-2,5,1.319039
-2,5,1.323607
-19,11,1.332947
-7,6,1.338069
-20,11,1.347589
-6,7,1.353662
-4,7,1.361119
-5,7,1.368475
-17,9,1.37823
-23,12,1.390852
-9,7,1.398484
-9,6,1.405479
-5,5,1.411357
-4,6,1.418312
-9,6,1.424384
-12,7,1.432126
-25,11,1.443161
-12,8,1.451686
-4,6,1.457307
-5,6,1.463928
-18,9,1.472646
-11,11,1.4837
-6,7,1.49005
-16,9,1.49913
-14,9,1.507873
-6,7,1.516391
-2,7,1.523866
-7,7,1.531404
-15,10,1.543778
-6,6,1.550023
-22,10,1.562501
-29,12,1.573179
-12,8,1.580215
-19,9,1.588098
-4,5,1.592526
-8,6,1.597761
-2,6,1.603192
-6,6,1.608511
-13,8,1.615606
-13,10,1.624123
-15,8,1.631065
0,6,1.636401
-9,6,1.64152
-17,10,1.650164
-4,5,1.65467
-13,8,1.661426
-7,7,1.667748
-11,8,1.675092
-8,6,1.68075
-18,9,1.688586
-12,8,1.695603
-7,6,1.70103
-8,7,1.707271
-12,8,1.714266
-7,7,1.720375
-19,11,1.7298
-12,7,1.735897
-10,7,1.741872
-15,8,1.748872
-12,8,1.755639
-11,7,1.761649
-9,8,1.768698
-7,6,1.774026
-7,6,1.779207
-15,8,1.786087
-2,5,1.790557
-10,6,1.795843
-16,8,1.802655
-10,7,1.808788
-5,8,1.815726
-4,6,1.821033
-12,7,1.827079
-5,7,1.833116
-3,5,1.837641
-6,6,1.843002
-14,9,1.850947
-4,6,1.856258
-15,8,1.86319
-5,6,1.86841
-13,8,1.875557
-8,6,1.880899
-4,6,1.886219
-11,9,1.894077
-5,5,1.898573
-6,6,1.903701
-8,7,1.909813
-5,6,1.915244
-7,8,1.922333
-7,6,1.927718
-15,9,1.935437
-12,7,1.941454
-23,12,1.95189
-9,6,1.95698
-7,6,1.962228
-8,7,1.96841
-18,10,1.977272
-14,9,1.984941
-5,6,1.990383
-8,7,1.996493
-3,6,2.001781
-7,7,2.0079
-7,6,2.013168
-4,6,2.018363
-13,8,2.025386
-6,6,2.030826
-10,8,2.037853
-4,6,2.043129
-4,7,2.049063
-12,8,2.055963
-7,6,2.06137
-8,6,2.066711
-13,7,2.072765
-11,8,2.079681
-8,10,2.368065
