#{"t_start": 1660922741.7750385, "env_id": null}
r,l,t
-24,11,0.01204
-36,15,0.022621
-7,6,0.026772
-25,13,0.03724
-22,12,0.045277
-49,20,0.058848
-33,13,0.067652
-21,12,0.075654
-31,12,0.083896
-31,12,0.091905
-9,6,0.096053
-10,7,0.101049
-16,8,0.106484
-36,16,0.117231
-27,12,0.125231
-35,15,0.135369
-10,8,0.140779
-13,8,0.146193
-12,7,0.151142
-46,18,0.162988
-8,9,0.16923
-32,13,0.177893
-13,7,0.182707
-31,11,0.190252
-16,10,0.196958
-39,16,0.207238
-9,7,0.211649
-29,12,0.219245
-10,8,0.22424
-25,12,0.231746
-31,14,0.241009
-11,8,0.246066
-27,10,0.252552
-56,24,0.267339
-37,15,0.27654
-10,7,0.280998
-17,9,0.286808
-27,11,0.29359
-24,9,0.299184
-26,13,0.307304
-29,13,0.3153
-19,9,0.321035
-3,5,0.324256
-14,9,0.329847
-20,11,0.336779
-13,7,0.341204
-23,12,0.348566
-10,8,0.353768
-10,6,0.357644
-16,8,0.362662
-19,10,0.369008
-27,11,0.37577
-20,10,0.382002
-22,9,0.387815
-21,9,0.393396
-25,12,0.400994
-26,12,0.408322
-13,7,0.41271
-43,16,0.422615
-33,16,0.432291
-34,14,0.44116
-29,13,0.449099
-2,5,0.452501
-6,5,0.455712
-18,9,0.461307
-19,9,0.467051
-25,11,0.47381
-23,10,0.480019
-19,10,0.486402
-35,15,0.495545
-18,11,0.502559
-10,6,0.506372
-22,9,0.512028
-9,7,0.516431
-16,8,0.521639
-28,13,0.529576
-34,14,0.538359
-27,12,0.545702
-19,9,0.551467
-35,15,0.560603
-6,6,0.564402
-15,10,0.570821
-12,7,0.575321
-31,12,0.582745
-10,7,0.587286
-11,8,0.592257
-8,7,0.596678
-10,6,0.600675
-20,10,0.606883
-17,11,0.613625
-17,10,0.619962
-19,11,0.62671
-5,6,0.630508
-19,9,0.636326
-9,7,0.640769
-19,10,0.646919
-17,8,0.652087
-18,9,0.657657
-17,9,0.663255
-13,7,0.667823
-28,11,0.674585
-10,8,0.679601
-28,13,0.68775
-20,10,0.693935
-15,9,0.69965
-23,10,0.706025
-30,14,0.714578
-33,14,0.723389
-16,10,0.729569
-29,12,0.740819
-15,8,0.74584
-21,9,0.751629
-6,6,0.755442
-21,9,0.761059
-15,8,0.766062
-11,7,0.770636
-18,10,0.776807
-10,8,0.781839
-12,7,0.786386
-27,11,0.793146
-15,7,0.797536
-16,9,0.803319
-30,12,0.810735
-14,8,0.815701
-17,10,0.82206
-26,11,0.828824
-28,11,0.83604
-30,13,0.844386
-26,15,0.85382
-9,7,0.858855
-7,6,0.86278
-34,16,0.872821
-13,8,0.877978
-22,11,0.885003
-10,7,0.889545
-12,9,0.895284
-23,10,0.901679
-17,9,0.907418
-31,13,0.915581
-33,12,0.923197
-15,9,0.928935
-17,9,0.934694
-16,9,0.940403
-16,9,0.94607
-34,14,0.954805
-21,9,0.960423
-23,11,0.967283
-20,10,0.973495
-26,11,0.980267
-32,12,0.988173
-22,11,0.994943
-11,7,0.999343
-56,21,1.012281
-11,7,1.016693
-18,11,1.023665
-17,9,1.029289
-28,14,1.038181
-14,6,1.042057
-10,7,1.046481
-17,11,1.053787
-26,11,1.060549
-16,9,1.066435
-15,8,1.071562
-35,14,1.0801
-20,8,1.085299
-19,8,1.090274
-14,8,1.095244
-40,16,1.105123
-13,7,1.109512
-22,9,1.115096
-15,9,1.12087
-13,7,1.125277
-31,13,1.133263
-44,17,1.144312
-23,11,1.151301
-14,7,1.155836
-44,18,1.167045
-16,8,1.172203
-33,13,1.180393
-37,15,1.189886
-29,14,1.198636
-15,8,1.203814
-20,10,1.210149
-25,12,1.217752
-5,6,1.221666
-21,9,1.227394
-21,10,1.233758
-17,10,1.240102
-38,13,1.248142
-10,5,1.251496
-25,12,1.258891
-23,12,1.266295
-33,15,1.275619
-29,12,1.283014
-15,9,1.288767
-23,10,1.294928
-16,9,1.300483
-19,10,1.306905
-12,8,1.312007
-12,7,5.239316
-36,13,5.247559
-19,10,5.253974
-10,7,5.258521
-8,6,5.262445
-25,10,5.268808
-8,7,5.273361
-16,8,5.278505
-34,12,5.286086
-13,7,5.290616
-28,11,5.297552
-21,10,5.303879
-28,12,5.311429
-16,7,5.315952
-25,11,5.322925
-15,7,5.327449
-20,9,5.333167
-40,16,5.343154
-13,9,5.348781
-12,8,5.353776
-5,6,5.357685
-10,8,5.362704
-14,7,5.367091
-13,7,5.371577
-11,7,5.375977
-9,6,5.379779
-2,5,5.383018
-22,10,5.38927
-9,6,5.393107
-15,8,5.398141
-9,5,5.401339
-14,9,5.407029
-10,6,5.410822
-13,7,5.415203
-20,10,5.421984
-14,9,5.42761
-15,8,5.432595
-21,9,5.438311
-17,9,5.444057
-31,12,5.451616
-8,6,5.455538
-17,8,5.460661
-12,7,5.465187
-14,7,5.469705
-8,6,5.47361
-28,10,5.47995
-22,10,5.486304
-16,10,5.492637
-10,5,5.495944
-3,5,5.499237
-16,7,5.503757
-20,10,5.510081
