#{"t_start": 1660921300.86869, "env_id": null}
r,l,t
-11,7,0.009104
-19,12,0.017162
-13,8,0.022859
-20,9,0.028771
-19,8,0.034226
-17,7,0.03886
-29,13,0.047243
-31,14,0.116611
-17,11,0.123818
-3,5,0.127221
-14,8,0.132685
-11,8,0.137952
-21,10,0.144504
-11,8,0.149958
-11,8,0.221982
-9,7,0.226729
-10,7,0.231505
-16,9,0.237466
-14,8,0.242749
-12,7,0.247403
-25,13,0.255972
-11,7,0.327081
-16,10,0.333971
-20,12,0.341747
-14,9,0.347687
-12,6,0.351793
-13,10,0.358348
-21,11,0.365596
-26,13,0.43989
