#{"t_start": 1660922176.7081668, "env_id": null}
r,l,t
-11,7,0.008986
-19,12,0.017236
-13,8,0.022926
-20,9,0.029442
-19,8,0.034869
-17,7,0.039725
-29,13,0.048548
-12,8,0.053967
-27,12,0.062205
-28,13,0.070854
-19,10,0.077723
-23,11,0.085107
-37,14,0.094543
-16,7,0.099324
-26,11,0.106718
-23,11,0.114213
-12,8,0.119652
-27,10,0.126506
-12,8,0.131935
-13,7,0.136746
-22,10,0.143576
-47,19,0.15607
-15,8,0.161768
-42,18,0.173596
-13,9,0.322843
-16,9,0.329118
-15,8,0.334575
-2,5,0.338136
-10,8,0.343749
-4,6,0.347925
-17,9,0.354037
-20,9,0.360377
-11,7,0.365213
-10,9,0.371266
-17,9,0.377492
-58,22,0.392094
-8,7,0.396938
-13,8,0.402373
-23,13,0.411173
-7,7,0.415959
-15,11,0.423352
-4,5,0.426982
-9,7,0.431784
-15,7,0.436616
-19,9,0.442866
-11,7,0.447658
-20,12,0.455698
-13,9,0.461941
-5,5,0.465436
-57,25,0.481963
-8,7,0.486757
-17,9,0.492993
-13,8,0.643458
-4,5,0.647
-16,10,0.653731
-16,9,0.659962
-16,10,0.666695
-17,9,0.672777
-23,10,0.67965
-15,8,0.685116
-11,7,0.689928
-11,6,0.694261
-11,8,0.699671
-15,9,0.705757
-10,7,0.710679
-9,7,0.715474
-22,12,0.723499
-7,7,0.728431
-22,11,0.735767
-4,6,0.739937
-8,6,0.744251
-18,11,0.751631
-14,9,0.757716
-3,5,0.761518
-30,14,0.770791
-15,9,0.777149
-8,7,0.781947
-21,9,0.788023
-20,8,0.793649
-6,7,0.798439
-9,6,0.802593
-13,9,0.808713
-9,6,0.812912
-6,5,0.816415
-5,6,0.968054
-11,8,0.973557
