#{"t_start": 1660923061.977224, "env_id": null}
r,l,t
-28,11,0.018956
-7,6,0.024495
-9,6,0.030043
-14,9,0.037498
-11,6,0.0428
-30,12,0.053074
-26,11,0.062528
-18,10,0.071318
-17,10,0.079886
-8,7,0.085812
-47,19,0.10204
-22,10,0.110884
-24,14,0.122647
-11,7,0.128931
-6,6,0.134104
-9,7,0.140176
-19,10,0.148808
-15,9,0.156757
-32,14,0.168625
-10,8,0.175614
-21,11,0.185067
-30,12,0.195378
-20,12,0.205738
-36,14,0.217573
-10,6,0.222874
-10,6,0.228235
-18,10,0.236764
-10,7,0.242771
-38,16,0.25629
-8,7,0.262391
-26,12,0.2728
-21,10,0.281453
-19,12,0.291836
-15,9,0.299469
-8,6,0.304885
-12,8,0.311722
-14,8,0.318579
-19,9,0.326558
-18,10,0.335029
-10,7,0.34122
-22,12,0.351398
-20,9,0.359185
-50,21,0.376671
-20,9,0.384488
-14,8,0.391492
-15,9,0.3992
-21,9,0.406914
-32,15,0.419789
-16,7,0.425812
-20,9,0.433681
-18,10,0.442504
-19,8,0.449296
-32,14,0.461301
-17,8,0.468375
-32,15,0.481091
-32,12,0.491307
-14,8,0.498126
-8,7,0.504442
-20,9,0.512228
-12,7,0.518314
-12,8,0.525278
-35,13,0.536467
-29,13,0.547686
-24,11,0.557319
-22,10,0.566
-21,10,0.574533
-34,15,0.587649
-33,16,0.601202
-14,7,0.607481
-24,11,0.617179
-8,8,0.62432
-19,9,0.632235
-41,17,0.646842
-18,10,0.65548
-21,12,0.665713
-23,10,0.674366
-18,9,0.68207
-33,13,0.693193
-21,11,0.702571
-14,8,0.7095
-30,13,0.720733
-13,7,0.726834
-5,5,0.731292
-42,17,0.745929
-37,16,0.759626
-20,9,0.767405
-24,12,0.777991
-23,11,0.787707
-19,9,0.795604
-3,5,0.80003
-41,16,0.81488
-29,12,0.825156
-28,13,0.83637
-30,12,0.846641
-16,9,0.85459
-17,8,0.861651
-22,12,0.871998
-9,6,0.877354
-38,17,0.891939
-28,12,0.901984
-13,8,0.909121
-26,13,0.920251
-49,18,0.935533
-29,13,0.946888
-32,12,0.957139
-10,8,0.964152
-11,8,0.971347
-24,10,0.980004
-28,11,0.98968
-22,11,0.999234
-11,7,1.006631
-24,10,1.015487
-22,12,1.026158
-27,12,1.036501
-20,11,1.045988
-11,6,1.051488
-16,8,1.058467
-11,7,1.064431
-10,7,1.070664
-13,7,1.07668
-43,16,1.090322
-11,6,1.095586
-14,9,1.103383
-19,12,1.113597
-23,11,1.123136
-8,6,1.128298
-13,9,1.136029
-10,7,1.142153
-10,6,1.147464
-24,11,1.157055
-9,6,1.16235
-38,16,1.176089
-16,9,1.184048
-21,10,1.192585
-27,11,1.202467
-13,8,1.210464
-33,13,1.22176
-37,14,1.23389
-33,15,1.246537
-6,7,1.252596
-26,12,1.262875
-9,6,1.268147
-11,6,1.273405
-15,8,1.280368
-24,11,1.290009
-5,6,1.295205
-15,8,1.302186
-21,9,1.309875
-16,8,1.316648
-27,11,1.326096
-9,8,1.333109
-32,14,1.345289
-30,13,1.356213
-24,13,1.367437
-16,8,1.37455
-27,13,1.385626
-34,15,1.39848
-21,8,1.405152
-12,8,1.412047
-7,6,1.41737
-22,12,1.427815
-8,6,1.433069
-27,11,1.442841
-15,8,1.449622
-20,11,1.459169
-19,8,1.466288
-21,11,1.475698
-10,7,1.481832
-40,18,1.497239
-18,10,1.506108
-14,8,1.513189
-22,12,1.523742
-46,17,1.537931
-20,9,1.545838
-23,10,1.554516
-20,10,1.56319
-23,10,1.571843
-13,8,1.578945
-28,13,1.590114
-16,10,1.59867
-25,11,1.608206
-9,8,1.615036
-29,13,1.626215
-13,8,1.633157
-7,6,1.638247
-15,7,1.64431
-11,8,1.651299
-19,8,1.658405
-20,8,1.66537
-4,6,1.670696
