#{"t_start": 1660922401.9824872, "env_id": null}
r,l,t
-28,11,0.018304
-7,6,0.023759
-9,6,0.029458
-14,9,0.037462
-11,6,0.042847
-29,12,0.053166
-26,11,0.062907
-14,9,0.121855
-14,9,0.129571
0,5,0.134036
-15,9,0.141838
-19,11,0.151384
-32,14,0.163325
-10,7,0.169416
-3,6,0.226049
-40,16,0.239918
-1,5,0.244291
-10,6,0.24956
-29,13,0.26085
-23,11,0.270303
-44,18,0.336585
-29,14,0.348747
-12,8,0.35597
-15,8,0.363025
-22,12,0.373387
-36,15,0.437578
-18,9,0.445617
-15,8,0.452645
-29,13,0.463845
-6,5,0.468419
-21,10,0.476718
-21,10,0.485529
-7,5,0.489962
-9,9,0.548283
-13,8,0.555276
-25,11,0.564922
-12,8,0.571751
-14,8,0.578568
-14,7,0.584796
-8,6,0.590109
-25,12,0.652842
-6,6,0.658157
-6,6,0.663535
-25,12,0.673912
-2,5,0.678431
-8,6,0.683862
-5,5,0.68826
-14,7,0.69433
-16,9,0.702099
-9,7,0.759559
-13,7,0.765775
-8,5,0.770133
-2,5,0.774531
-7,6,0.779948
-7,7,0.786023
-7,6,0.791353
-2,5,0.795871
-3,6,0.801218
-4,5,0.805653
-21,9,0.81328
-4,6,0.870043
-6,5,0.87457
-11,7,0.880591
-12,9,0.888599
-3,6,0.893852
-20,10,0.902459
-13,9,0.910313
-8,6,0.915707
-7,7,0.921886
-5,5,0.977463
-9,7,0.98372
-3,5,0.988216
-8,6,0.993614
-9,7,0.999885
-2,5,1.00451
-10,7,1.010769
-10,7,1.01691
-2,5,1.021373
-2,5,1.025889
-16,9,1.08526
-9,6,1.090673
-7,7,1.096923
-6,7,1.103203
-7,7,1.109292
-7,6,1.114543
-5,5,1.119115
-1,5,1.123698
-16,9,1.131704
-19,10,1.191936
-12,7,1.198077
-5,6,1.203416
0,5,1.208099
-15,9,1.216546
-12,8,1.223731
-11,7,1.230092
-7,7,1.236262
-5,6,1.241424
-8,7,1.247816
-9,7,1.305239
-2,5,1.309556
0,5,1.313948
-7,6,1.319324
-1,5,1.323844
-3,5,1.328187
-3,5,1.332724
-8,6,1.338096
0,5,1.342519
-11,7,1.348728
-14,8,1.355877
-2,5,1.411635
-1,5,1.416196
-4,6,1.421634
-3,6,1.426783
-4,7,1.432914
-2,6,1.438226
0,5,1.442761
-1,5,1.447243
-6,6,1.452528
-3,6,1.457757
-3,6,1.463149
-13,9,1.522153
1,5,1.52651
-2,5,1.530964
0,5,1.535461
-4,6,1.540777
-9,7,1.546872
0,5,1.551478
1,5,1.556014
-4,6,1.561068
-1,5,1.565428
-2,6,1.570809
1,5,1.626058
2,5,1.630608
2,5,1.635158
-3,5,1.639725
1,5,1.644196
-9,7,1.650407
2,5,1.654942
1,5,1.659457
-2,5,1.663957
-2,5,1.668528
-2,5,1.673125
0,5,1.677513
-6,6,1.733799
-4,6,1.739142
-1,5,1.743429
-2,6,1.748806
-1,5,1.753301
2,5,1.757746
0,5,1.762165
2,5,1.766647
0,5,1.771074
2,5,1.775496
1,5,1.779919
-2,5,1.784483
-3,6,1.842652
-2,5,1.847339
-1,5,1.851982
1,5,1.856413
-4,7,1.862463
1,5,1.866997
2,5,1.87157
-3,6,1.877038
0,5,1.881589
1,5,1.886315
-1,5,1.890828
2,5,1.895262
0,6,1.951763
0,5,1.956378
2,5,1.960799
-3,5,1.965371
2,6,1.970865
1,5,1.97532
2,5,1.979913
1,5,1.984391
-4,7,1.990614
3,5,1.994885
-3,5,1.99939
3,5,2.003987
3,5,2.008533
2,5,2.064333
3,5,2.068951
2,5,2.073552
3,5,2.078072
