#{"t_start": 1660922530.3019235, "env_id": null}
r,l,t
-28,11,0.019472
-7,6,0.025085
-9,6,0.031118
-14,9,0.040336
-11,6,0.045681
-30,12,0.055931
-26,11,0.065461
-18,10,0.074197
-17,10,0.082859
-8,7,0.089146
-47,19,0.105406
-22,10,0.114206
-24,14,0.126286
-11,7,0.132365
-6,6,0.137717
-9,7,0.143962
-19,10,0.152523
-15,9,0.16041
-32,14,0.172355
-10,8,0.17925
-21,11,0.188587
-30,12,0.198804
-20,12,0.209229
-36,14,0.221246
-10,6,0.226562
-10,6,0.231907
-18,10,0.240629
-10,7,0.246504
-38,16,0.260366
-8,7,0.266375
-26,12,0.276648
-21,10,0.285191
-19,12,0.295644
-15,9,0.303514
-8,6,0.308798
-12,8,0.315935
-14,8,0.323093
-19,9,0.33087
-18,10,0.339426
-10,7,0.345659
-22,12,0.356164
-20,9,0.363694
-50,21,0.381305
-20,9,0.38921
-14,8,0.396248
-15,9,0.404073
-21,9,0.411908
-32,15,0.42454
-16,7,0.430605
-20,9,0.438364
-18,10,0.447142
-19,8,0.454013
-32,14,0.466151
-17,8,0.47322
-32,15,0.485973
-32,12,0.496128
-14,8,0.503244
-8,7,0.509531
-20,9,0.517596
-12,7,0.523795
-12,8,0.530771
-35,13,0.541789
-29,13,0.553016
-24,11,0.562394
-22,10,0.571274
-21,10,0.579685
-34,15,0.592414
-33,16,0.605858
-14,7,0.612228
-24,11,0.621758
-8,8,0.628755
-19,9,0.636346
-41,17,0.650796
-18,10,0.659394
-21,12,0.669683
-23,10,0.678509
-18,9,0.686439
-33,13,0.697395
-21,11,0.706925
-14,8,0.713964
-30,13,0.725013
-13,7,0.731127
-5,5,0.735529
-42,17,0.750288
-37,16,0.763713
-20,9,0.771555
-24,12,0.781708
-23,11,0.791189
-19,9,0.798942
-3,5,0.803422
-41,16,0.816984
-29,12,0.82734
-28,13,0.838718
-30,12,0.848907
-16,9,0.856671
-17,8,0.863509
-22,12,0.873877
-9,6,0.879169
-38,17,0.893437
-28,13,1.79945
-7,5,1.804019
-14,7,1.81032
-12,6,1.815697
-6,5,1.820376
-14,8,1.82741
-8,5,1.831743
-6,5,1.836335
-13,8,1.843332
-3,5,1.847715
-3,5,1.852233
-20,11,1.861784
-8,5,1.866164
-14,7,1.872329
-20,9,1.880255
-16,8,1.887197
-18,9,1.894983
-23,11,1.904622
-10,5,1.909199
-8,6,1.914509
-19,9,1.922184
-10,5,1.926699
-2,5,1.93124
-9,5,1.935672
-11,7,1.941751
-10,5,1.946262
-11,7,1.952536
-5,5,1.956951
-10,7,1.963262
-12,8,1.970209
-7,8,1.977199
-9,6,1.983832
-10,6,1.989171
-13,7,1.995485
-7,6,2.000863
-9,7,2.006948
-6,6,2.012169
-4,5,2.019039
-16,7,2.025202
-5,5,2.029536
-18,8,2.036505
-15,7,2.042687
-34,14,2.054746
-16,8,2.0619
-7,5,2.066349
-8,6,2.071558
-14,8,2.078531
-27,12,2.08875
-33,13,2.09989
-8,5,2.104347
-4,5,2.108807
-12,7,2.115099
-13,7,2.121259
-13,9,2.128953
-7,6,2.134175
-8,6,2.139456
-5,6,2.144801
-2,6,2.150264
-15,8,2.157294
-21,9,2.165137
-6,6,2.170485
-9,6,2.175822
-7,5,2.180193
-20,9,2.187954
-13,7,2.194195
-4,6,2.199541
-12,7,2.205734
-17,7,2.211901
-5,5,2.216317
-9,6,2.221541
-22,10,2.230435
-10,7,2.236709
-10,5,2.24126
-13,7,2.247468
-9,6,2.25262
-7,6,2.257857
-7,6,2.263141
-3,5,2.267615
-25,10,2.27618
-9,7,2.282375
-10,6,2.287553
-4,5,2.291962
-15,8,2.298912
-17,9,2.306796
-27,13,2.318198
-25,10,2.326772
-10,7,2.333
-9,6,2.338269
-10,6,2.34349
-5,5,2.347954
-24,9,2.355808
-18,9,2.363678
-10,6,2.368955
-13,7,2.375141
-7,5,2.379642
-9,8,2.387988
-21,10,2.396467
-9,5,2.400994
-1,5,2.405464
-15,8,2.412698
-10,7,2.419053
-19,10,2.427673
-8,7,2.433851
-8,6,2.439304
-5,5,2.443873
-22,10,2.452406
-24,11,2.461791
-13,9,2.469309
-13,7,2.475411
-12,7,2.481699
-7,6,2.486913
-16,9,2.494766
-7,7,2.501119
-10,6,2.506537
-8,7,2.51252
-13,7,2.518687
-31,12,2.529088
-17,9,2.536791
-10,7,2.542908
-21,10,2.551634
-9,5,2.556214
-14,8,2.563262
