#{"t_start": 1660921396.7121058, "env_id": null}
r,l,t
-28,11,0.017503
-7,6,0.023349
-9,6,0.028574
-14,9,0.036356
-11,6,0.041609
-29,12,0.051627
-26,11,0.060972
-18,10,0.06931
-17,10,0.077913
-8,7,0.084054
-47,19,0.100024
-22,10,0.108354
-23,14,0.120139
-11,7,0.126265
-6,6,0.131501
-9,7,0.137348
-19,10,0.145847
-15,9,0.153353
-31,14,0.165084
-10,8,0.171876
-21,11,0.181339
-29,12,0.191425
-20,12,0.20153
-35,14,0.213349
-9,6,0.218406
-10,6,0.223579
-18,10,0.232131
-10,7,0.23806
-38,16,0.251673
-8,7,0.257527
-26,12,0.267824
-21,10,0.27632
-19,12,0.286141
-16,9,0.29398
-8,6,0.299283
-12,8,0.306137
-14,8,0.312841
-19,9,0.3206
-18,10,0.329164
-10,7,0.335313
-22,12,0.345654
-20,9,0.353083
-49,21,0.37044
-20,9,0.378304
-14,8,0.385314
-15,9,0.392837
-21,9,0.400569
-30,15,0.413032
-16,7,0.419167
-20,9,0.427052
-18,10,0.435724
-19,8,0.44248
-32,14,0.454211
-17,8,0.461148
-32,15,0.473367
-32,12,0.483536
-13,8,0.490442
-8,7,0.496328
-19,9,0.503893
-12,7,0.509982
-12,8,0.516963
-34,13,0.528013
-29,13,0.538768
-24,11,0.548112
-22,10,0.556382
-21,10,0.565029
-32,15,0.577566
-33,16,0.591088
-14,7,0.596936
-24,11,0.606685
-8,8,0.61377
-19,9,0.621371
-41,17,0.635391
-18,10,0.643969
-21,12,0.653837
-23,10,0.662349
-18,9,0.670173
-32,13,0.681272
-21,11,0.690346
-14,8,0.697242
-30,13,0.708316
-13,7,0.714193
-5,5,0.718562
-42,17,0.732731
-37,16,0.746131
-20,9,0.753638
-24,12,0.763555
-19,10,0.772145
-15,8,0.779119
-15,8,0.786053
-28,13,0.796699
-17,9,0.804335
-8,6,0.809419
-15,10,0.817882
-27,11,0.827175
-20,10,0.835686
-10,7,0.841681
-21,11,0.850973
-21,9,0.85841
-23,12,0.868566
-6,8,0.875419
