#{"t_start": 1660921283.841237, "env_id": null}
r,l,t
-31,14,0.013604
-10,6,0.017905
-14,9,0.024051
-9,6,0.028399
-3,5,0.032003
-27,11,0.039354
-18,8,0.044936
-9,8,0.098345
-15,9,0.104317
-24,11,0.111776
-7,8,0.117167
-31,12,0.124984
-20,10,0.131703
-30,12,0.199573
-18,8,0.204974
-25,12,0.213001
-14,8,0.218323
-6,5,0.221737
-38,15,0.231564
-34,15,0.241238
-18,9,0.312219
-20,11,0.319435
-18,10,0.32597
-23,9,0.332048
-12,6,0.336102
-12,8,0.341383
-14,9,0.347524
-22,9,0.416896
-12,8,0.422234
-17,8,0.4276
-12,8,0.432995
-7,8,0.438297
-18,9,0.444263
-17,10,0.450912
-19,10,0.515895
-29,13,0.524353
-21,11,0.53201
-7,7,0.536966
-23,10,0.5435
-11,7,0.548368
-14,8,0.553636
-18,11,0.624097
-20,11,0.631434
-16,8,0.636747
-6,6,0.64077
-10,8,0.646224
-13,8,0.651512
-4,5,0.654905
-11,9,0.660806
-14,7,0.729059
-17,11,0.736466
-33,14,0.745621
-16,8,0.750908
-18,9,0.757031
-30,13,0.765546
-7,6,0.832549
-13,8,0.838218
-15,9,0.84426
-24,10,0.850945
-14,9,0.856876
-13,7,0.861605
-18,10,0.868186
-14,8,0.873456
-8,5,0.940877
-18,8,0.946746
-11,7,0.951426
-3,6,0.955453
-7,6,0.959488
-13,8,0.964978
-17,7,0.969648
-16,9,0.975576
-8,7,0.980339
-24,10,1.050155
-6,6,1.054221
-12,7,1.058888
-9,7,1.063664
-27,9,1.069582
-15,9,1.075501
-20,10,1.082178
-34,13,1.154614
-4,6,1.158711
-8,6,1.16288
-7,6,1.166908
-11,6,1.171121
-7,5,1.174565
-25,12,1.182495
-9,6,1.186532
-18,10,1.193089
-6,5,1.2599
-1,5,1.263546
-15,8,1.268842
-14,8,1.274114
-10,7,1.278869
-8,6,1.282932
-18,8,1.288211
-4,5,1.291631
-7,6,1.295785
-5,5,1.299213
-12,7,1.367344
-14,9,1.373398
-6,7,1.378052
-7,6,1.382238
-15,7,1.386896
-5,5,1.390321
-13,8,1.395718
-4,5,1.399157
-13,7,1.403819
-14,8,1.472339
-18,8,1.47782
-4,5,1.481402
-6,5,1.484826
-13,8,1.490106
-12,7,1.494782
-6,6,1.498971
-4,7,1.503641
-20,9,1.509555
-7,6,1.513768
-6,6,1.580977
-17,9,1.586932
-8,6,1.590985
-5,6,1.595014
-6,6,1.599163
-11,7,1.603837
-7,6,1.607883
-9,6,1.611993
-11,7,1.616701
-4,5,1.620106
-3,5,1.686653
-3,5,1.690105
-4,6,1.694171
-3,5,1.69772
-10,7,1.702382
-6,5,1.705804
-4,5,1.709221
-6,5,1.712788
-1,5,1.716229
-6,6,1.720259
-2,5,1.723686
-6,6,1.727726
-8,7,1.797248
-8,6,1.801337
0,5,1.804751
-4,6,1.808793
-4,6,1.812954
-1,5,1.816358
-1,5,1.819757
-5,5,1.823159
-4,6,1.827196
-1,6,1.831376
-3,6,1.835549
-5,7,1.903218
-2,6,1.9073
-3,7,1.911963
-4,7,1.916822
-11,6,1.920869
2,5,1.924286
-10,7,1.92905
-8,6,1.933148
-3,5,1.936568
-4,5,1.939981
-4,6,2.007611
-2,5,2.011189
-2,6,2.015373
-4,5,2.01878
0,5,2.022213
-8,8,2.027503
-3,6,2.031668
-3,5,2.035078
-5,6,2.03911
0,5,2.042526
-6,6,2.046704
-1,5,2.050117
-3,5,2.116858
-3,5,2.120376
-6,6,2.124416
-2,5,2.127837
0,5,2.131392
