#{"t_start": 1660921646.5105898, "env_id": null}
r,l,t
-18,11,0.017731
-22,10,0.027086
-20,10,0.036025
-36,14,0.047745
-18,9,0.055498
-17,9,0.063137
-11,8,0.146159
-21,11,0.155806
-27,13,0.16689
-24,9,0.174668
-19,10,0.183171
-29,12,0.193426
-19,10,0.278252
-17,9,0.286199
-37,14,0.297879
-24,10,0.306563
-14,7,0.312522
-13,6,0.317846
-10,6,0.323299
-14,8,0.405619
-18,9,0.413535
-44,15,0.425956
-32,11,0.435376
-34,14,0.447339
-11,7,0.453316
-17,10,0.537365
-19,9,0.545306
-2,5,0.549681
-27,11,0.5589
-22,10,0.567539
-24,10,0.575963
-36,14,0.663921
-83,24,0.684481
-20,9,0.692417
-20,9,0.700322
-30,12,0.710833
-29,13,0.797648
-38,14,0.809449
-14,9,0.817356
-13,8,0.824421
-37,14,0.836085
-33,12,0.846483
-6,7,0.927723
-3,6,0.932863
-24,10,0.941462
-14,8,0.94818
-1,5,0.952529
-23,9,0.960475
