#{"t_start": 1660922461.3186753, "env_id": null}
r,l,t
-18,11,0.018255
-22,10,0.027917
-20,10,0.036877
-35,14,0.04893
-18,9,0.056543
-17,9,0.064326
-17,8,0.071494
-25,14,0.083371
-25,12,0.094274
-27,14,0.106437
-15,8,0.113505
-12,7,0.119781
-12,8,0.126891
-12,7,0.133057
-29,11,0.142668
-10,6,0.147943
-33,14,0.160387
-13,8,0.167462
-23,11,0.177016
-17,10,0.185628
-17,8,0.192607
-9,8,0.199634
-6,6,0.205075
-49,19,0.221469
-4,5,0.225952
-20,10,0.234602
-12,7,0.240784
-23,12,0.251085
-31,12,0.261608
-34,12,0.271698
-15,9,0.279657
-35,13,0.290877
-13,9,0.29869
-21,10,0.307381
-40,17,0.321855
-20,10,0.330559
-15,9,0.33853
-5,5,0.343158
-13,7,0.349409
-17,7,0.355845
-16,9,0.363904
-19,9,0.371852
-9,7,0.378102
-20,9,0.386039
-32,13,0.396929
-37,14,0.409123
-13,9,0.416833
-12,10,0.425667
-26,12,0.436064
-41,16,0.449954
-36,15,0.462628
-12,8,0.469656
-7,7,0.475896
-21,10,0.484653
-19,9,0.492547
-7,7,0.498753
-6,6,0.504005
-56,23,0.523209
-8,6,0.528754
-6,6,0.534107
-22,11,0.543471
-21,10,0.553492
-29,13,0.566637
-21,10,0.577222
-24,10,0.587416
-16,8,0.595487
-21,11,0.60591
-21,9,0.615407
-19,9,0.624606
-30,14,0.638267
-34,16,0.654212
-31,14,0.668251
-19,10,0.677145
-23,11,0.686956
-31,15,0.700444
-18,10,0.709142
-21,10,0.718287
-2,6,0.723921
-40,17,0.738629
-11,7,0.744829
-37,14,0.757168
-15,8,0.764214
-20,13,0.775361
-18,9,0.783179
-22,11,0.794251
-35,14,0.808178
-13,9,0.817735
-12,7,0.824944
-13,8,0.832564
-12,6,0.839088
-19,9,0.847676
-9,7,0.854739
-22,11,0.865499
-18,11,0.875864
-24,10,0.888118
-15,8,0.896771
-9,6,0.903671
-32,14,0.918289
-38,15,0.934992
-20,9,0.944136
-26,11,1.143568
-19,9,1.151459
-7,6,1.156699
-7,6,1.161999
-9,6,1.167442
-5,6,1.172904
-19,8,1.180108
-30,14,1.192397
-4,5,1.196728
-13,7,1.202853
-4,5,1.207301
-17,10,1.216213
-10,7,1.222465
-18,8,1.229546
-25,12,1.239898
-4,5,1.244289
-9,6,1.249674
-11,6,1.254995
-8,5,1.25939
-6,6,1.264714
-26,12,1.275046
-20,10,1.283628
-3,5,1.288092
-9,6,1.293587
-11,7,1.300111
-13,9,1.307862
-19,8,1.3149
-20,9,1.322752
-27,12,1.333241
-16,10,1.342077
-6,7,1.348306
-3,5,1.352946
-8,6,1.358275
-8,6,1.363556
-25,11,1.372893
-2,5,1.377414
-18,8,1.384401
-6,5,1.388879
-5,6,1.394205
-5,5,1.398699
-25,11,1.40816
-7,6,1.413562
-2,5,1.418009
-5,5,1.422338
-4,6,1.427646
-9,7,1.433832
-17,8,1.44085
-9,9,1.448791
-5,6,1.454182
-7,6,1.459519
-18,8,1.466643
-18,9,1.47477
-21,11,1.484433
-6,7,1.490498
-11,7,1.496508
-7,6,1.501856
-5,5,1.50631
-10,7,1.512414
-12,7,1.518636
-22,10,1.527421
-8,6,1.532818
-3,5,1.537194
-2,5,1.541585
-14,7,1.547732
-6,5,1.552274
-7,6,1.557597
-9,7,1.563854
-11,8,1.57089
-5,5,1.575452
-3,5,1.579886
-7,5,1.584325
-12,8,1.591332
-13,7,1.597526
-16,9,1.605351
-3,6,1.610669
-7,5,1.615168
-11,8,1.622176
-4,5,1.6267
-5,5,1.631254
-33,13,1.642218
-1,5,1.646709
-16,9,1.654588
-6,7,1.660847
-2,5,1.665407
-14,7,1.671468
-10,7,1.677477
-9,7,1.683791
-11,6,1.689155
-17,9,1.696954
-14,7,1.703089
-10,7,1.709251
-8,6,1.714628
-9,7,1.720833
-8,6,1.726085
-15,8,1.733054
-17,8,1.739968
-8,6,1.745234
-18,7,1.751377
-26,10,1.759959
-5,6,1.765257
-5,6,1.770726
-10,7,1.77687
-13,8,1.784028
-31,12,1.794072
-7,6,1.799462
-8,7,1.805729
-12,8,1.812706
-11,6,1.817981
-5,6,1.823266
-13,7,1.829484
-6,6,1.834782
-15,8,1.841854
-6,7,1.848072
-17,8,1.855242
-6,6,1.860582
-2,5,1.865228
-11,8,1.872343
-17,9,1.880133
-8,6,1.885407
-5,6,1.89071
-21,9,1.898906
-10,8,1.906082
