#{"t_start": 1660922281.6683686, "env_id": null}
r,l,t
-18,11,0.018293
-22,10,0.027696
-20,10,0.036537
-36,14,0.048587
-18,9,0.056583
-17,9,0.064475
-17,8,0.071495
-25,14,0.083691
-25,12,0.093982
-27,14,0.106216
-15,8,0.113174
-12,7,0.119234
-12,8,0.126279
-12,7,0.132479
-29,11,0.14212
-10,6,0.147544
-33,14,0.159681
-13,8,0.166752
-23,11,0.177534
-17,10,0.186556
-17,8,0.193702
-9,8,0.200599
-6,6,0.205991
-38,16,0.219978
-42,15,0.233014
-7,6,0.632258
-47,19,0.648735
-23,10,0.657715
-12,8,0.664898
-16,9,0.672674
-12,8,0.679633
-20,8,0.686852
-23,10,0.695683
-5,6,0.701134
-32,13,0.712234
-32,14,0.724501
-19,11,0.73439
-14,9,0.742465
-21,10,0.751442
-19,10,0.760513
-10,7,0.766591
-12,8,0.773563
-22,12,0.784065
-13,7,0.790082
-15,10,0.798857
-9,7,0.805121
-14,8,0.812245
-21,9,0.820255
-6,6,0.825677
-11,8,0.832909
-18,8,0.839765
-16,9,0.847636
-20,10,1.281598
-6,6,1.286923
-5,5,1.293722
-8,7,1.299885
-12,8,1.306915
-16,9,1.31479
-16,10,1.323529
-17,9,1.331332
-14,8,1.338303
-13,8,1.345426
-15,8,1.352532
-24,11,1.362142
-15,9,1.369995
-17,9,1.378042
-15,9,1.385889
-32,12,1.396065
-18,9,1.403807
-21,12,1.414192
-5,5,1.418667
-12,7,1.424923
-18,9,1.43298
-12,8,1.440206
-10,8,1.447267
-5,6,1.452498
-3,6,1.457772
-20,10,1.466465
-22,10,1.475262
-17,10,1.484054
-15,9,1.491855
-11,7,1.498103
-9,6,1.503404
-15,8,1.941777
-9,5,1.946298
-4,5,1.950751
-13,8,1.957755
-10,6,1.962993
-19,9,1.970839
-12,8,1.977733
-14,8,1.984641
-10,8,1.991757
-17,9,1.999487
-4,5,2.003807
-13,9,2.011629
