#{"t_start": 1660921777.0101902, "env_id": null}
r,l,t
-11,7,0.008535
-19,12,0.016578
-13,8,0.021929
-20,9,0.028107
-19,8,0.033452
-17,7,0.038198
-28,13,0.046871
-12,8,0.0522
-27,12,0.06022
-28,13,0.068741
-19,10,0.075432
-23,11,0.082734
-36,14,0.091979
-16,7,0.096713
-26,11,0.103933
-23,11,0.111361
-12,8,0.11671
-27,10,0.123346
-12,8,0.128843
-13,7,0.133563
-22,10,0.140284
-47,19,0.152655
-15,8,0.158134
-38,17,0.169184
-16,9,0.205245
-13,8,0.210671
-24,10,0.217296
-3,5,0.220851
-10,7,0.225613
-41,15,0.235407
-33,11,0.242834
-18,8,0.248168
-11,7,0.252973
-23,9,0.259
-26,12,0.266865
-10,7,0.271723
-21,10,0.278313
-6,5,0.281747
-8,7,0.286611
-20,10,0.293214
-27,12,0.301195
-10,6,0.305326
-12,7,0.310015
-18,8,0.315356
-9,5,0.318945
-14,7,0.323656
-24,11,0.330873
-30,12,0.338895
-25,10,0.345528
-31,13,0.354163
-9,6,0.358228
-11,8,0.363574
-19,10,0.370317
-19,9,0.376265
-9,5,0.409984
-8,5,0.41372
-5,5,0.417269
-19,9,0.423242
-18,9,0.429199
-12,8,0.43476
-20,8,0.440098
-6,5,0.443531
-16,8,0.449072
-20,8,0.454416
-10,6,0.458481
-3,5,0.46201
-22,9,0.468098
-4,5,0.471538
-21,9,0.4775
-15,8,0.48306
-12,8,0.488414
-17,8,0.493784
-23,10,0.500565
-6,6,0.504636
-12,6,0.508701
-1,5,0.512407
-14,9,0.518384
-4,5,0.521825
-51,18,0.53373
-39,14,0.543031
-16,7,0.547764
-33,12,0.555626
-9,7,0.56055
-7,6,0.564623
-18,9,0.570591
-7,5,0.575364
-22,8,0.582027
-11,7,0.619187
-18,8,0.624947
-2,5,0.628406
-32,13,0.636912
-7,5,0.640628
-7,5,0.644119
-10,6,0.648216
-5,5,0.651664
-7,5,0.655114
-16,7,0.660041
-12,7,0.664985
-7,5,0.668434
-9,5,0.672048
-12,5,0.675539
-4,5,0.679089
-10,8,0.68443
-7,5,0.688017
-5,5,0.691535
-7,6,0.695618
-9,6,0.699684
-4,5,0.703114
-8,5,0.706801
-6,5,0.710547
-4,5,0.714006
-6,5,0.71746
-8,5,0.721094
-5,5,0.724628
-12,5,0.728086
-6,5,0.73155
-5,5,0.735016
-15,8,0.74056
-10,7,0.745274
-10,6,0.749345
-11,6,0.753628
-5,5,0.75708
-8,5,0.760523
-15,7,0.765226
-6,5,0.768852
-9,5,0.772308
-9,6,0.776401
-25,11,0.783648
-11,6,0.78789
-12,6,0.792197
-7,5,0.825278
-34,11,0.832587
-8,5,0.836159
-11,7,0.840877
-7,5,0.844323
-8,5,0.847768
-3,5,0.85138
-8,5,0.854822
-7,5,0.858251
-10,6,0.862333
-8,5,0.86595
-11,7,0.870668
-16,7,0.875389
-11,6,0.879463
-8,5,0.883052
-6,5,0.88649
-6,5,0.88992
-6,5,0.893379
-6,5,0.896822
