#{"t_start": 1660921017.431645, "env_id": null}
r,l,t
-31,14,0.014221
-10,6,0.018995
-14,9,0.025611
-26,11,0.07874
-14,8,0.084101
-18,9,0.089944
-21,11,0.142098
-13,9,0.147966
-14,10,0.154415
-35,14,0.208385
-9,6,0.212458
-15,9,0.218552
-18,11,0.225733
-23,10,0.278674
-35,14,0.287984
-15,10,0.340911
-8,6,0.344995
-56,21,0.358573
-9,8,0.410209
-6,7,0.415035
-4,5,0.418466
-28,11,0.425636
-16,8,0.477338
-20,9,0.483562
-21,10,0.49013
-23,11,0.543535
-20,10,0.550242
-28,11,0.55746
-19,8,0.562749
-13,9,0.615578
-29,11,0.622991
-20,11,0.630316
-30,14,0.685773
-7,7,0.690453
-19,10,0.69716
-12,8,0.74902
-9,7,0.753725
-19,10,0.760287
-19,11,0.767634
-21,11,0.821042
-11,8,0.826334
-8,7,0.831156
-27,11,0.884548
-13,7,0.889235
-6,6,0.893298
-18,10,0.900009
-13,9,0.952149
-19,10,0.958774
-11,7,0.963506
-9,8,0.968918
-9,8,1.020348
-17,9,1.02629
-11,9,1.032358
-13,9,1.084653
-12,7,1.089376
-12,9,1.095325
-14,9,1.101405
-9,8,1.152902
-17,9,1.158863
-14,8,1.16431
-5,6,1.168367
-8,8,1.2205
-7,8,1.22594
-9,6,1.229992
-16,9,1.236139
-14,9,1.288782
-6,7,1.293516
-2,5,1.297035
-2,6,1.301182
-22,12,1.308976
0,5,1.359066
-24,13,1.367689
-22,12,1.375534
-18,10,1.428347
-22,13,1.436967
-7,7,1.441634
-9,6,1.492092
-8,5,1.49557
-18,10,1.502371
-15,8,1.507672
-4,6,1.51171
-2,5,1.561839
-6,9,1.568019
-17,9,1.573946
-7,7,1.578646
-15,9,1.631633
-3,5,1.63507
-11,8,1.640387
0,5,1.643809
-17,12,1.699506
-2,6,1.703572
-18,10,1.710148
-9,6,1.71437
-5,5,1.717853
-5,5,1.767757
-9,9,1.773717
-8,6,1.777793
-15,10,1.784591
-11,7,1.836652
-5,7,1.841367
-17,10,1.848072
-12,9,1.854039
-4,6,1.904448
-24,13,1.912936
-21,12,1.920925
-16,9,1.973109
-12,9,1.979068
-26,12,1.987004
-15,9,2.039159
-9,7,2.043892
-7,6,2.048
-6,7,2.052706
-6,7,2.057392
-6,6,2.107702
-44,22,2.121992
-5,6,2.126037
-3,6,2.176422
-5,6,2.180488
-18,11,2.18778
-14,8,2.193079
-15,11,2.246299
-5,6,2.250477
-10,8,2.255765
-14,8,2.261083
-14,9,2.313447
-10,7,2.318305
-34,17,2.375208
-10,9,2.381289
-11,7,2.386058
-10,7,2.390769
-8,6,2.394821
