#{"t_start": 1660922161.5582814, "env_id": null}
r,l,t
-24,11,0.011411
-35,15,0.021986
-7,6,0.026134
-25,13,0.035063
-22,12,0.043048
-34,14,0.052514
-33,15,0.06253
-8,6,0.066713
-17,11,0.074035
-34,13,0.082832
-15,8,0.088228
-21,9,0.094256
-23,11,0.101839
-12,7,0.106621
-23,12,0.114776
-22,10,0.121439
-13,9,0.127473
-18,10,0.13434
-23,11,0.141645
-32,14,0.15109
-21,10,0.157797
-66,26,0.175016
-13,7,0.179961
-31,12,0.187937
-27,12,0.196111
-23,11,0.203323
-30,14,0.211998
-16,8,0.217063
-30,14,0.22567
-32,15,0.234936
-32,13,0.242861
-21,9,0.248627
-64,26,0.264467
-15,9,0.270037
-20,10,0.276163
-37,14,0.284801
-21,9,0.290381
-15,7,0.294759
-25,13,0.303006
-27,13,0.311003
-11,7,0.31558
-20,10,0.321708
-34,14,0.330425
-11,7,0.334806
-13,9,0.446356
-17,7,0.451264
-8,6,0.455405
-34,14,0.464872
-19,10,0.471571
-15,8,0.476978
-14,7,0.48193
-10,7,0.486704
-18,10,0.493368
-12,6,0.497817
-10,5,0.50132
-13,6,0.505431
-39,17,0.516777
-11,7,0.521529
-6,6,0.525635
-12,7,0.530608
-5,5,0.534098
-10,7,0.538881
-16,8,0.544285
-9,6,0.548716
-16,7,0.553476
-16,8,0.558895
-15,8,0.564472
-13,8,0.569874
-8,6,0.573996
-14,8,0.579579
-12,8,0.584977
-22,10,0.591667
-16,9,0.597939
-11,6,0.602076
-34,12,0.610368
-8,6,0.614726
-7,6,0.618902
-17,7,0.62367
-12,7,0.628433
-9,6,0.632675
-18,9,0.638712
-10,7,0.643276
-11,6,0.64726
-19,9,0.652829
-29,14,0.661326
-14,9,0.667028
-13,8,0.672011
-16,8,0.676967
-19,8,0.682118
-17,8,0.687078
-10,8,0.692047
-17,7,0.696661
-12,7,0.701131
-9,6,0.704908
-9,7,0.709324
-16,9,0.715053
-28,11,0.721807
-11,7,0.726238
-19,9,0.731985
-18,11,0.738697
-19,10,0.744845
-10,8,0.750088
-18,10,0.756359
-5,5,0.75966
-20,9,0.765387
-12,7,0.769899
-7,6,0.773793
-18,10,0.78011
-6,7,0.916245
-4,5,0.919786
0,5,0.923372
-5,5,0.926872
-13,7,0.931784
-5,5,0.935275
-6,6,0.939402
-14,7,0.944198
-10,7,0.949109
-9,6,0.953216
-10,6,0.957347
-16,9,0.963691
-9,8,0.969105
-6,5,0.972594
-7,7,0.977361
-6,5,0.981002
-12,7,0.985774
-3,5,0.989269
-24,12,0.997368
-9,7,1.002137
-10,7,1.006909
-11,7,1.011958
-15,9,1.018177
-13,7,1.022962
-5,6,1.027183
-15,8,1.032743
-7,6,1.036865
-8,7,1.041626
-5,6,1.045761
-17,7,1.05069
-19,9,1.056751
-15,7,1.06156
-12,7,1.066473
-6,6,1.070601
-6,6,1.074734
-7,6,1.078853
-7,6,1.08313
-7,6,1.087247
-10,7,1.092023
-11,7,1.096931
-5,5,1.100539
-8,7,1.105583
-12,7,1.110386
-7,6,1.114439
-5,6,1.118291
-9,6,1.122104
-19,10,1.12832
