#{"t_start": 1660922916.902608, "env_id": null}
r,l,t
-31,14,0.013701
-10,6,0.017846
-14,9,0.02457
-21,10,0.062337
-22,10,0.06908
-24,10,0.07599
-15,8,0.123664
-19,10,0.130411
-29,13,0.139191
-7,5,0.142678
-20,7,0.194236
-15,7,0.198982
-21,9,0.205176
-16,9,0.211192
-27,10,0.260438
-11,6,0.264548
-33,13,0.273342
-5,5,0.318901
-4,5,0.322604
-6,5,0.326071
-8,7,0.330822
-7,5,0.334271
-5,5,0.337934
-57,25,0.395167
-19,10,0.401859
-14,7,0.451819
-23,9,0.458195
-14,6,0.462306
-15,8,0.4677
-6,5,0.516609
-13,7,0.521592
-27,10,0.528295
-18,7,0.533062
-6,5,0.536647
-3,6,0.583121
-30,12,0.591254
-4,5,0.594765
-12,7,0.599531
-12,8,0.653756
-7,6,0.65812
-9,7,0.662874
-9,6,0.666978
-6,6,0.671222
-43,14,0.727219
-44,17,0.738602
-5,6,0.78671
-1,5,0.790358
-23,11,0.797678
-12,7,0.80247
-13,7,0.855714
-38,13,0.864347
-15,10,0.87125
-11,8,0.876622
-15,9,0.935676
-3,6,0.939954
-29,15,0.949941
-7,6,0.999291
-17,9,1.005432
-11,8,1.010862
-12,7,1.015609
-10,7,1.068767
-7,6,1.073062
-23,10,1.079739
-8,7,1.084476
-11,7,1.134138
-105,32,1.207698
-4,5,1.211533
-9,7,1.216307
-25,10,1.223184
-25,10,1.282738
-10,7,1.287653
-7,6,1.291821
-13,8,1.297218
-15,8,1.302589
-9,7,1.355647
-16,9,1.361714
-5,6,1.365821
-25,11,1.373291
-3,5,1.426309
-15,8,1.431717
-16,8,1.437102
-1,5,1.440787
-7,5,1.444272
-3,5,1.496127
-15,8,1.501501
-20,10,1.508317
-4,5,1.511786
-5,6,1.515904
1,5,1.572158
-1,5,1.57565
-14,8,1.581044
-3,5,1.584515
-24,11,1.640831
0,5,1.644336
-5,6,1.648444
-10,7,1.653208
-9,7,1.658246
-5,6,1.711851
-8,7,1.716717
