#{"t_start": 1660922472.38896, "env_id": null}
r,l,t
-31,14,0.013654
-10,6,0.017877
-14,9,0.024134
-9,6,0.028515
-3,5,0.032372
-27,11,0.039711
-18,8,0.045451
-14,8,0.050874
-16,11,0.058195
-31,13,0.066913
-15,9,0.072967
-18,11,0.080448
-30,12,0.088429
-24,12,0.130326
-9,7,0.135128
-31,16,0.145824
-20,9,0.151907
-14,9,0.157964
-23,12,0.166058
-26,11,0.173404
-49,20,0.18665
-15,9,0.192743
-39,16,0.203348
-17,8,0.208765
-10,7,0.247209
-13,6,0.251504
-5,5,0.255079
-10,7,0.259989
-16,7,0.264893
-27,13,0.273506
-35,14,0.282931
-26,14,0.29218
-13,9,0.298359
-9,7,0.303132
-36,16,0.313805
-35,16,0.324358
-8,8,0.329876
-8,5,0.366677
-18,9,0.372903
-12,7,0.377802
-7,6,0.381955
-17,8,0.387393
-8,6,0.391634
-21,9,0.397963
-19,9,0.404034
-35,13,0.412916
-8,7,0.417686
-48,18,0.429633
-15,8,0.435059
-14,7,0.439826
-23,9,0.446159
-8,5,0.449667
-17,8,0.489492
-6,5,0.493127
-15,8,0.498627
-36,14,0.508039
-8,6,0.512379
-18,8,0.517796
-6,5,0.521278
-6,5,0.524781
-47,19,0.537414
-17,9,0.543626
-8,6,0.5478
-14,7,0.552578
-13,8,0.558
-14,7,0.56299
-10,6,0.56712
-7,5,0.570624
-25,9,0.615491
-8,5,0.619246
-9,6,0.623622
-4,5,0.627342
-18,8,0.632876
-11,7,0.637666
-6,6,0.641817
-6,5,0.645579
-8,5,0.649083
-10,5,0.652585
-2,5,0.656093
-5,5,0.659587
-33,14,0.668985
-13,7,0.673784
-4,5,0.677415
-19,8,0.682892
-4,5,0.686393
-12,7,0.691169
-10,6,0.695457
-13,6,0.699605
-29,11,0.740931
-18,9,0.747166
-5,5,0.750678
-6,5,0.754206
-6,6,0.758341
-7,5,0.761975
-17,8,0.767381
-20,9,0.773466
-11,5,0.777085
-6,5,0.780629
-2,5,0.78416
-13,7,0.788917
-18,7,0.793838
-3,5,0.797328
-11,7,0.802106
-16,7,0.806884
-21,10,0.813738
-13,9,0.819824
-20,8,0.825214
-11,6,0.863423
-4,5,0.867087
-12,7,0.871868
-15,8,0.87747
-7,5,0.881017
-12,7,0.885791
-26,13,0.894562
-10,6,0.898702
