#{"t_start": 1660921347.1246212, "env_id": null}
r,l,t
-11,7,0.014337
-19,12,0.023784
-13,8,0.029165
-20,9,0.035212
-19,8,0.04048
-17,7,0.04514
-28,13,0.053602
-12,8,0.058852
-27,12,0.066787
-28,13,0.075164
-19,10,0.081768
-23,11,0.088893
-36,14,0.098033
-16,7,0.102765
-26,11,0.109927
-23,11,0.117208
-12,8,0.122494
-27,10,0.129034
-12,8,0.134431
-13,7,0.139073
-22,10,0.1456
-47,19,0.157894
-15,8,0.163162
-38,17,0.174217
-24,12,0.182089
-30,13,0.190488
-15,9,0.196399
-21,12,0.204264
-14,8,0.209143
-18,8,0.214255
-23,10,0.22026
-20,11,0.226931
-25,10,0.233136
-21,9,0.23857
-28,12,0.245739
-11,8,0.250767
-49,19,0.261885
-20,9,0.26744
-19,12,0.274599
-13,7,0.278917
-21,10,0.285045
-19,11,0.291603
-11,8,0.296439
-9,6,0.300389
-8,6,0.304153
-13,7,0.308454
-6,7,0.312737
-19,9,0.318628
-19,10,0.325479
-35,14,0.334207
-23,10,0.340223
-24,12,0.347515
-11,7,0.351835
-11,7,0.356191
-7,7,0.36047
-34,13,0.368318
-23,10,0.374322
-21,11,0.381037
-19,10,0.38724
-25,12,0.394585
-11,7,0.398985
-18,8,0.403946
-13,7,0.408325
-6,6,0.412122
-31,12,0.419518
-11,9,0.425088
-21,12,0.432463
-16,8,0.437448
-23,9,0.443011
-23,11,0.449795
-29,13,0.457744
-19,9,0.463319
-37,14,0.471862
-14,8,0.476856
-11,9,0.482627
-31,12,0.489983
-30,14,0.49858
-39,15,0.507725
-18,8,0.512734
-33,16,0.522466
-9,6,0.526258
-34,13,0.534198
-15,8,0.539192
-12,7,0.543842
-12,8,0.548873
-9,6,0.552676
-25,13,0.560626
-26,11,0.567395
-40,18,0.578306
-37,17,0.588645
-22,10,0.594787
-9,5,0.598104
-7,6,0.601977
-13,8,0.606987
-25,13,0.615024
-22,10,0.621177
-13,7,0.625556
-12,7,0.62994
-17,9,0.63557
-4,6,0.639372
-11,8,0.644371
-18,8,0.649398
-12,7,0.653814
-14,8,0.658802
-17,9,0.664385
-25,12,0.671747
-24,14,0.680265
-11,8,0.685228
-19,10,0.691383
-15,10,0.701015
-15,8,0.706018
-15,8,0.711008
-19,11,0.717807
-26,11,0.724565
-12,8,0.72954
-13,9,0.735104
-29,12,0.742457
-21,12,0.749843
-17,8,0.75484
-22,10,0.760994
-10,7,0.765382
-22,10,0.771569
-34,13,0.779509
-26,12,0.786747
-8,5,0.789882
-29,12,0.797054
-9,7,0.801493
-16,8,0.806352
-26,12,0.813523
-20,9,0.819366
-26,10,0.825396
-29,14,0.833895
-9,6,0.837613
-13,9,0.843039
-12,7,0.847336
-20,11,0.853989
-30,15,0.862883
-28,10,0.869099
-8,7,0.873381
-18,9,0.878882
-19,9,0.884365
-14,7,0.888677
-24,13,0.896392
-5,6,0.900404
-32,15,0.909307
-12,8,0.914148
-14,8,0.919082
-9,6,0.922774
-16,9,0.928251
-13,7,0.933047
-17,9,0.938469
-10,7,0.942743
-25,11,0.949583
-18,9,0.955024
-10,7,0.95931
-12,7,0.963583
-16,9,0.969184
-15,7,0.973472
-17,9,0.978963
-20,11,0.985585
-10,7,0.989903
-19,11,0.996481
-30,11,1.003233
-11,7,1.007508
-25,12,1.014743
-28,12,1.021927
-17,8,1.026761
-11,9,1.032427
-20,12,1.039562
-22,9,1.044992
-10,7,1.049346
-8,6,1.053091
-25,12,1.060257
-22,10,1.066783
-27,13,1.074552
-36,15,1.083526
-15,10,1.089562
-18,10,1.095548
-13,8,1.100664
-21,10,1.106679
-17,10,1.112725
-15,7,1.117056
-23,10,1.123084
-14,9,1.128607
-26,13,1.136581
-18,9,1.142015
-41,17,1.152229
-46,20,1.163988
-4,5,1.167556
-17,9,1.173021
-53,17,1.183241
-32,13,1.191
-7,6,1.194705
-16,9,1.200588
-21,10,1.207007
-27,13,1.215089
-25,13,1.222829
-19,8,1.227737
-21,9,1.233463
-18,10,1.239512
-23,11,1.246148
-8,8,1.251884
-21,10,1.257911
-13,8,1.262784
-19,9,1.268418
-21,9,1.273893
-6,7,1.278177
-24,11,1.285039
-35,15,2.346111
-17,9,2.352241
-24,11,2.359415
-6,8,2.364724
-17,10,2.371444
-18,9,2.377375
-7,6,2.381412
-7,6,2.385634
-13,8,2.390915
-21,11,2.398093
-13,10,2.405157
-43,16,2.41557
-9,9,2.421649
-9,7,2.426312
-8,7,2.430977
-16,9,2.437022
-10,7,2.441691
-10,8,2.446972
-6,7,2.451747
-4,6,2.45578
-9,6,2.459794
-10,7,2.464464
-9,7,2.469242
-14,9,2.47513
-42,16,2.485709
-9,8,2.491455
-22,13,2.500048
-7,6,2.504129
-14,7,2.508791
-17,10,2.515433
-21,9,2.521475
-9,7,2.526134
-33,16,2.536434
-6,6,2.540132
-15,10,2.546234
-23,11,2.552984
-4,6,2.556709
-14,9,2.56215
-13,8,2.567158
-10,8,2.57209
-26,12,2.579283
-20,10,2.585507
-7,6,2.589219
-9,7,2.593488
-6,6,2.597243
-39,17,2.607392
-11,8,2.612259
-38,15,2.62129
-11,8,2.626169
-14,9,2.631664
-6,6,2.635552
-9,6,2.639294
-23,12,2.646473
-10,8,2.65149
-12,7,2.655801
-29,12,2.662966
-4,5,2.666238
-7,7,2.670544
-8,5,2.673696
-13,8,2.678559
-16,10,2.68474
-11,9,2.690747
-18,13,2.698594
-8,6,2.702651
-8,8,2.707498
-20,10,2.71352
-6,8,2.718538
-41,18,2.729199
-20,11,2.736037
-20,12,2.743177
-15,9,2.748621
-21,10,2.7547
-28,13,2.762447
-16,11,2.769228
-6,7,2.773524
-20,11,2.780133
-13,7,2.784711
-13,7,2.788993
-15,8,2.793855
-29,15,2.802953
-9,7,2.807238
-13,8,2.812107
