#{"t_start": 1660921103.3968246, "env_id": null}
r,l,t
-18,11,0.017303
-22,10,0.026192
-20,10,0.035081
-36,14,0.046675
-18,9,0.054467
-17,9,0.062179
-11,8,0.266035
-21,11,0.27523
-27,13,0.286428
-24,9,0.294115
-19,10,0.30271
-11,6,0.307851
-26,11,0.5273
-13,7,0.533522
-12,7,0.539624
-26,11,0.549046
-32,12,0.559275
-9,6,0.564585
-9,5,0.568926
-32,10,0.577589
-8,6,0.794932
-13,7,0.801025
-31,12,0.811387
-20,9,0.819085
-9,6,0.824303
-17,8,0.831348
-13,7,0.837662
-18,8,0.844676
-20,8,1.063048
-23,8,1.069939
-5,6,1.075053
-6,5,1.079608
-4,5,1.084055
-19,8,1.090795
-14,6,1.096082
-20,9,1.103978
-13,7,1.10993
-22,10,1.328685
-2,5,1.333023
-17,8,1.339918
-20,8,1.34686
-15,7,1.352789
-13,7,1.358859
-9,6,1.36431
-23,11,1.373728
-11,7,1.380687
-14,8,1.598302
-14,7,1.604602
-28,11,1.613886
-15,8,1.62087
-7,6,1.626138
-38,15,1.638682
-32,12,1.858957
-17,8,1.86594
-22,10,1.874253
-11,7,1.880572
-27,10,1.889217
-8,6,1.894225
-20,10,1.902845
-7,6,1.908051
