#{"t_start": 1660921171.980372, "env_id": null}
r,l,t
-18,11,0.017054
-22,10,0.026142
-20,10,0.035018
-36,14,0.047094
-18,9,0.05462
-17,9,0.062335
-17,8,0.069076
-25,14,0.081037
-25,12,0.09101
-27,14,0.103009
-15,8,0.109835
-12,7,0.115889
-12,8,0.122941
-12,7,0.12887
-29,11,0.138113
-10,6,0.143367
-33,14,0.155459
-13,8,0.162102
-23,11,0.171596
-17,10,0.179807
-17,8,0.1869
-9,8,0.194022
-6,6,0.199301
-38,16,0.212651
-42,15,0.225397
-6,6,0.230653
-8,6,0.235887
-20,11,0.245097
-26,11,0.254592
-34,12,0.26541
-15,9,0.273164
-35,13,0.284531
-13,9,0.292203
-21,10,0.300725
-40,17,0.314976
-20,10,0.323722
-15,9,0.331642
-5,5,0.336091
-13,7,0.342049
-17,7,0.348169
-26,12,0.358443
-13,7,0.364376
-6,6,0.36955
-20,9,0.377419
-32,13,0.388624
-38,14,0.400448
-13,9,0.408249
-12,10,0.416734
-21,11,0.426035
-31,12,0.43628
-8,7,0.442242
-13,8,0.517345
-19,12,0.527816
-3,5,0.532295
-16,8,0.539001
-12,7,0.545207
-15,9,0.553049
-23,12,0.563083
-14,8,0.569975
-4,5,0.574428
-23,11,0.583533
-30,13,0.594816
-6,6,0.600112
-20,9,0.607945
-15,9,0.615646
-23,11,0.624949
-19,12,0.634913
-13,7,0.640881
-8,6,0.646183
-31,13,0.656917
-12,7,0.663093
-19,11,0.672557
-26,12,0.682588
-15,9,0.690363
-16,10,0.698765
-12,7,0.704746
-6,5,0.709215
-19,10,0.717602
-19,9,0.725323
-18,9,0.733047
-30,14,0.744756
-11,7,0.75075
-2,5,0.755206
-9,6,0.760375
-19,10,0.768914
0,5,0.773305
-12,7,0.779391
-30,13,0.790425
-9,7,0.796418
-6,5,0.800732
-10,8,0.807762
-36,16,0.820977
-18,9,0.828784
-22,12,0.838702
-21,11,0.84809
-19,9,0.855648
-20,11,0.864945
-11,6,0.870192
-29,14,0.881603
-18,9,0.889495
-11,7,0.895526
-21,11,0.904721
-14,9,0.91235
-13,7,0.918227
-16,8,0.925317
-8,7,0.931259
-14,8,0.938249
-26,12,0.94859
-6,6,1.021705
-12,10,1.030146
-11,7,1.036101
-9,7,1.042198
-13,9,1.049961
-12,7,1.056027
-10,8,1.063088
-11,7,1.069231
-19,9,1.07693
-15,9,1.085854
-12,9,1.093586
-24,11,1.102892
-26,12,1.112924
-6,6,1.118143
-24,11,1.127569
-19,10,1.13599
-13,7,1.142107
-21,10,1.150494
-18,10,1.159008
-25,10,1.167327
-31,15,1.180152
-8,7,1.186322
-7,6,1.191482
-21,10,1.199909
-30,13,1.210943
-22,11,1.220322
-20,12,1.230423
-22,11,1.239614
-8,6,1.244767
-8,5,1.24926
-35,14,1.261141
-20,11,1.27032
-5,5,1.274757
-20,10,1.284378
-17,10,1.292825
-11,8,1.299592
-60,23,1.319078
-17,8,1.325895
-36,15,1.338616
-10,7,1.34468
-14,8,1.351572
-8,7,1.357532
-24,11,1.366952
-20,9,1.374495
-13,8,1.381361
-21,11,1.390839
-11,8,1.398006
-25,11,1.407366
-8,8,1.414032
-27,14,1.426048
-19,9,1.433773
-8,6,1.438887
-7,6,1.444148
-9,7,1.450246
-11,9,1.457813
-10,8,1.533109
-6,6,1.538453
-24,13,1.549807
-9,7,1.555742
-15,9,1.56337
-20,10,1.571948
-15,7,1.578048
-6,6,1.583111
-40,16,1.596506
-10,7,1.602415
-22,9,1.610206
-14,8,1.616878
-5,5,1.621207
-37,15,1.634107
-20,11,1.643342
-25,11,1.652652
-24,11,1.66194
-16,9,1.669521
-12,7,1.675729
-6,7,1.681866
-11,7,1.688106
-17,10,1.696726
-22,10,1.705098
-19,10,1.713463
-22,11,1.722871
-9,6,1.728242
-5,6,1.733338
-28,14,1.745362
-25,12,1.755652
-14,8,1.76266
-33,12,1.772591
-12,8,1.779612
-22,10,1.787978
-13,7,1.793998
-15,8,1.800929
-22,10,1.809581
-9,9,1.817332
-9,7,1.823332
-17,9,1.831075
-19,10,1.839689
-24,12,1.8499
-12,8,1.856874
-10,8,1.863546
-11,8,1.870457
-16,10,1.878816
-16,10,1.887192
-18,10,1.895939
-7,5,1.900416
-7,7,1.906278
-8,6,1.911582
-14,8,1.918457
-9,8,1.925425
-11,8,1.932235
-6,6,1.937548
-11,6,1.94283
-12,8,1.949507
-16,8,1.956415
-19,10,1.965138
-24,13,2.043809
-23,11,2.052883
-12,8,2.059911
-18,8,2.066785
-15,7,2.072818
-7,6,2.078263
-17,9,2.086204
-21,11,2.095408
-18,10,2.104019
-7,7,2.110236
-19,11,2.119509
-15,9,2.127124
-10,8,2.134104
-8,6,2.139256
-38,16,2.15284
-26,12,2.163304
-28,14,2.175084
-7,7,2.181137
-14,8,2.188112
-31,13,2.198895
-16,8,2.205883
-13,8,2.212634
-17,9,2.220455
-11,8,2.22726
