#{"t_start": 1660922512.1518724, "env_id": null}
r,l,t
-70,25,0.029781
-23,11,0.039268
-25,11,0.048771
-13,8,0.055602
-18,11,0.065204
-11,6,0.070485
-13,8,0.077422
-42,18,0.092615
-21,10,0.101251
-23,12,0.111452
-11,9,0.119428
-22,11,0.12899
-18,9,0.136677
-34,13,0.14789
-28,12,0.158195
-6,6,0.163686
-16,10,0.172497
-16,8,0.179669
-11,8,0.18675
-27,14,0.198835
-3,5,0.203335
-32,13,0.214624
-29,13,0.225783
-20,9,0.233708
-12,7,0.239862
-19,11,0.24947
-22,11,0.259467
-18,10,0.268086
-20,11,0.27756
-13,8,0.284733
-21,10,0.293338
-29,12,0.303625
-4,5,0.308158
-10,7,0.314588
-31,13,0.326648
-15,7,0.332786
-15,8,0.339805
-13,7,0.345932
-14,9,0.353819
-34,16,0.36756
-19,10,0.376362
-14,8,0.383305
-13,9,0.391044
-29,12,0.401617
-29,12,0.411792
-9,7,0.417965
-15,9,0.425859
-45,19,0.442088
-11,7,0.448082
-14,8,0.77156
-27,16,0.785556
-18,10,0.794236
-19,10,0.802948
-12,7,0.8091
-6,6,0.814475
-19,9,0.82229
-14,9,0.830127
-11,8,0.837262
-15,9,0.84504
-22,13,0.856508
-7,6,0.862015
-31,12,0.872346
-18,9,0.880213
-3,6,0.88559
-5,5,0.890058
-14,6,0.895423
-12,7,0.901775
-30,13,0.912835
-20,8,0.921084
-26,12,0.931458
-27,13,0.942663
-11,7,0.94894
-8,7,0.95508
-32,15,0.968085
-7,6,0.97351
-8,6,0.978957
-27,11,0.988444
-28,13,0.999614
-26,13,1.010926
-12,7,1.017013
-18,9,1.024934
-19,9,1.032675
-9,5,1.037075
-16,8,1.044011
-16,8,1.051028
-12,8,1.058032
-12,9,1.066
-15,10,1.074686
-13,8,1.081687
-5,5,1.086314
-21,10,1.094904
-16,11,1.104439
-11,8,1.111495
-10,8,1.119684
-36,14,1.1318
-20,10,1.140533
-11,5,1.145101
-13,8,1.152006
-14,9,1.159888
-25,11,1.169563
-11,7,1.1758
-18,10,1.18447
-56,20,1.201577
-21,9,1.209465
-24,10,1.218115
-26,11,1.575632
-14,9,1.583555
-19,10,1.592444
-48,19,1.608587
-12,7,1.61478
-11,6,1.619993
-17,9,1.627768
-18,9,1.635854
-6,6,1.641247
-7,7,1.647511
-23,12,1.65813
-13,7,1.664218
-31,14,1.676184
-9,7,1.682429
-22,12,1.692858
-15,7,1.699015
-23,11,1.708554
-9,7,1.714817
-11,6,1.721276
-4,6,1.726676
-33,14,1.738892
-18,9,1.746552
-11,7,1.752826
-11,6,1.758256
-48,18,1.77393
-38,15,1.786618
-18,9,1.794419
-10,7,1.800496
-12,7,1.806807
-12,7,1.813067
-10,7,1.819446
-8,7,1.825629
-9,6,1.831136
-8,7,1.837519
-16,8,1.844584
-6,6,1.850054
-16,9,1.857919
-29,11,1.867319
-13,8,1.874333
-18,10,1.883215
-3,5,1.887707
-12,7,1.893809
-16,7,1.899991
-9,8,1.906965
-10,8,1.914052
-30,16,1.929266
-11,7,1.935504
-18,9,1.943525
-11,9,1.951578
-10,6,1.956888
-35,14,1.968843
-4,5,1.973365
-31,13,1.98438
-4,5,1.988703
-13,9,1.996515
-9,6,2.001904
-15,8,2.008923
-14,9,2.016839
-14,10,2.391262
-24,12,2.401353
-11,9,2.409106
-13,9,2.417012
-13,8,2.424006
-16,8,2.431038
-7,6,2.436502
-19,9,2.444343
-15,9,2.452339
-5,5,2.456912
-7,7,2.462884
-32,14,2.474736
-29,13,2.485917
-13,7,2.492037
-26,13,2.503271
-7,7,2.509471
-5,5,2.513953
-23,11,2.524779
-4,5,2.529276
-22,10,2.53792
-3,5,2.542324
-21,10,2.550971
-9,7,2.557223
-12,7,2.56328
-11,6,2.568657
-28,14,2.580638
-15,7,2.586711
-14,8,2.593718
-19,9,2.60154
-13,8,2.608652
-7,7,2.614861
-13,7,2.621149
-6,6,2.626451
-2,5,2.630929
-6,6,2.636353
-15,10,2.645057
-9,7,2.651549
-8,8,2.659252
-4,6,2.664574
-2,6,2.670312
-5,5,2.674836
-23,12,2.685006
-17,10,2.693661
-2,5,2.698139
-14,8,2.705119
-13,7,2.711226
-16,9,2.719053
-6,6,2.724296
-8,6,2.72965
-12,7,2.735772
-6,5,2.74028
-20,10,2.748984
-6,7,2.755064
-12,8,2.762047
-19,9,2.76976
-17,9,2.77749
-11,8,2.784369
-19,8,2.791364
-6,6,2.796513
-8,8,2.803389
-22,9,2.811276
-6,5,2.815847
-35,11,2.825148
-3,5,2.829602
-4,6,2.834917
-4,5,3.198693
-2,5,3.203272
-4,5,3.207797
-10,6,3.213084
-6,6,3.218403
-13,8,3.225547
-8,6,3.231042
-14,9,3.238673
-22,11,3.24815
-7,7,3.254356
-22,11,3.264234
-10,7,3.270562
-16,9,3.278229
-4,5,3.282736
-23,10,3.291408
-15,9,3.299174
-16,9,3.306824
-9,7,3.312949
-7,6,3.31824
-16,9,3.326096
-16,9,3.333877
-2,6,3.339248
-3,6,3.344551
-5,7,3.350679
-5,7,3.356868
-8,7,3.363047
-8,5,3.367514
-8,8,3.374625
-4,5,3.379125
-3,5,3.383679
-5,7,3.38988
-11,8,3.3969
-13,9,3.404725
-10,7,3.410826
-3,5,3.415328
-6,6,3.42065
-24,11,3.430359
-12,8,3.43726
-12,8,3.444174
-8,6,3.449495
-15,9,3.457439
