#{"t_start": 1660920902.4963121, "env_id": null}
r,l,t
-31,14,0.013512
-10,6,0.017581
-14,9,0.024122
-9,6,0.028167
-3,5,0.031567
-27,11,0.040393
-18,8,0.045688
-14,8,0.050958
-16,11,0.058204
-31,13,0.06658
-15,9,0.07264
-18,11,0.079767
-30,12,0.087712
-16,8,0.092987
-10,7,0.09761
-19,10,0.104324
-19,10,0.110866
2,5,0.114267
-21,11,0.121607
-13,8,0.126851
-9,6,0.130862
-25,12,0.138788
-21,12,0.146543
-13,9,0.152616
-8,6,0.156624
-48,19,0.168874
-60,22,0.273117
-27,13,0.281534
-11,8,0.287005
-14,7,0.291645
-22,9,0.297546
-4,5,0.300939
-13,9,0.307027
-18,10,0.313578
-13,8,0.31904
-36,14,0.328075
-41,18,0.339757
-25,12,0.347546
-16,9,0.353612
-25,11,0.360771
-4,6,0.364794
-15,7,0.369613
-19,9,0.375524
-33,14,0.384555
-51,19,0.396939
-9,7,0.401713
-32,15,0.411425
-16,8,0.416684
-16,10,0.423375
-16,10,0.429916
-39,16,0.529472
-31,14,0.538719
-31,11,0.545888
-16,8,0.551158
-6,6,0.555357
-7,7,0.56002
-6,6,0.564037
-16,9,0.570103
-18,9,0.576001
-8,7,0.580661
-16,11,0.588005
-12,10,0.594526
-7,6,0.598544
-6,6,0.602743
-13,7,0.607398
-23,11,0.614581
-43,19,0.626952
-22,12,0.634719
-14,10,0.642658
-19,11,0.649796
-15,9,0.655889
-17,8,0.661145
-21,11,0.668319
-7,7,0.673086
-25,11,0.680276
-14,8,0.68573
-24,11,0.692893
-19,8,0.786367
-6,6,0.790442
-23,12,0.798255
-18,10,0.804991
-25,12,0.812816
-18,11,0.820169
-15,7,0.824848
-20,10,0.831356
-12,8,0.837733
-5,7,0.842758
-18,10,0.849282
-31,13,0.857888
-22,11,0.865032
-25,10,0.87176
-3,6,0.875778
-15,8,0.881062
-19,12,0.889
-7,7,0.893663
-12,9,0.899559
-7,6,0.903764
-8,8,0.909015
-13,7,0.913686
-6,5,0.917084
-15,8,0.922571
-5,5,0.925976
-24,14,0.934991
-18,10,0.941716
-24,12,0.949472
-21,13,1.04766
-28,14,1.05705
-16,10,1.063569
-32,13,1.07216
-23,12,1.080021
-18,10,1.086706
-16,9,1.092609
-6,6,1.096643
-18,9,1.102725
-19,10,1.109276
-20,9,1.115181
-3,5,1.118595
-19,11,1.125969
-36,15,1.135712
-14,8,1.141042
-11,7,1.145696
-5,5,1.149136
-27,11,1.156464
-39,16,1.166705
-11,8,1.172128
-12,6,1.176151
-19,10,1.182687
-14,8,1.188129
-23,16,1.198376
-11,7,1.203542
-12,8,1.208842
-17,12,1.305439
-17,9,1.311404
-26,10,1.317972
-30,13,1.326628
-28,15,1.336481
-11,7,1.341139
-18,11,1.348318
-20,10,1.355011
-12,6,1.359048
-22,10,1.36559
-11,7,1.370474
-31,13,1.379119
-9,6,1.383133
-7,7,1.38813
-11,7,1.392772
-22,12,1.400552
-12,9,1.406627
-5,6,1.410657
-11,7,1.41566
-13,9,1.421763
-3,6,1.425792
-13,8,1.431062
-11,9,1.437943
-4,6,1.442503
-17,9,1.44843
-18,9,1.454486
-4,6,1.458503
-15,8,1.46377
-11,7,1.468414
-31,13,1.564335
-14,7,1.569039
-5,6,1.573255
-12,8,1.578524
-12,8,1.583794
-10,6,1.588006
-24,11,1.595184
-20,9,1.601065
-11,8,1.606513
-4,5,1.60992
-9,6,1.613952
-23,11,1.621291
-2,5,1.624688
-9,6,1.628892
-11,10,1.635393
-5,6,1.640888
-6,7,1.645567
-9,6,1.649601
-21,10,1.656846
-6,5,1.660241
-10,7,1.664884
-6,6,1.668925
-16,10,1.675662
-8,6,1.679689
-12,9,1.685597
-24,11,1.692912
-16,8,1.698169
-7,5,1.701562
-25,10,1.708274
-13,8,1.713551
-13,8,1.718818
-21,11,1.726118
-11,6,1.730137
-7,7,1.822364
-14,10,1.82907
-7,6,1.833118
-7,6,1.838024
-22,10,1.847478
-3,5,1.852028
-7,6,1.856338
-35,15,1.865964
-8,6,1.870323
-22,11,1.87765
-13,9,1.883564
-10,8,1.88906
-26,13,1.897511
-5,6,1.901547
-33,16,1.912008
-13,9,1.917892
-12,8,1.923347
-12,8,1.928611
-14,7,1.933261
-20,9,1.939327
-19,9,1.945222
-24,11,1.952354
-20,10,1.95906
-11,9,1.964949
-5,6,1.968973
-5,6,1.97318
-19,10,1.979995
-7,6,1.984008
-11,8,1.989506
-28,13,2.087041
-13,8,2.092535
-10,6,2.096626
-8,7,2.101261
-17,10,2.107902
-9,7,2.112579
-25,11,2.119834
-15,7,2.124516
-14,9,2.130389
-32,14,2.139489
-8,5,2.142873
-30,13,2.151405
-2,6,2.155553
-17,9,2.161445
-14,9,2.167308
-13,9,2.173327
-5,6,2.177334
-7,6,2.181353
-9,7,2.185995
-4,6,2.19017
-8,7,2.194805
-13,7,2.19944
-16,10,2.206124
-8,7,2.210738
-32,16,2.221112
-19,12,2.228866
-8,7,2.233499
-14,9,2.240771
-18,10,2.247241
-8,7,2.251865
-9,6,2.256008
-23,11,2.350592
-12,7,2.355416
-5,5,2.358814
-8,6,2.362835
