#{"t_start": 1660921086.4215019, "env_id": null}
r,l,t
-24,11,0.013502
-36,15,0.025
-7,6,0.029112
-25,13,0.037702
-22,12,0.045483
-49,20,0.058422
-33,13,0.066943
-21,12,0.074721
-31,12,0.082615
-31,12,0.090375
-21,9,0.161276
-37,15,0.171086
-12,8,0.176342
-10,6,0.180379
-18,9,0.18645
-27,11,0.19361
-20,10,0.200304
-16,9,0.206198
-46,18,0.217905
-22,11,0.225041
-34,15,0.234838
-18,10,0.306304
-1,5,0.309752
-20,8,0.315298
-20,10,0.321879
-25,12,0.329643
-11,7,0.334521
-12,7,0.339173
-25,10,0.345688
-11,6,0.349998
-19,10,0.356537
-10,7,0.361161
-19,8,0.366518
-13,7,0.37114
-39,16,0.381395
-9,6,0.385425
-15,6,0.38943
-12,7,0.458799
-15,8,0.46418
-14,8,0.469534
-6,6,0.473553
-12,8,0.478811
-21,8,0.484148
-23,10,0.490634
-10,6,0.494653
-20,9,0.500609
-29,12,0.508318
-30,12,0.51619
-10,6,0.520195
-5,5,0.523578
-14,8,0.528822
-15,9,0.534793
-22,10,0.60665
-31,11,0.613903
-20,10,0.620662
-5,5,0.62408
-18,9,0.629985
-7,6,0.634146
-8,7,0.638778
-14,8,0.644039
-10,8,0.649419
-15,8,0.654697
-13,7,0.659338
-26,12,0.667194
-39,15,0.676814
-18,9,0.682769
-10,6,0.686783
-19,10,0.757996
-19,9,0.763924
-12,7,0.768679
-14,8,0.774187
-14,9,0.780122
-13,8,0.785453
-8,5,0.788837
-14,7,0.793462
-23,9,0.799417
-19,8,0.80467
-12,7,0.809298
-7,6,0.813322
-11,8,0.818666
-9,6,0.822669
-12,7,0.827309
-28,12,0.835117
-19,10,0.906446
-14,7,0.911098
-12,8,0.916474
-20,10,0.922969
-11,6,0.926987
-16,9,0.932945
-21,10,0.939465
-5,6,0.943459
-9,6,0.947474
-4,5,0.951071
-17,8,0.956324
-25,11,0.963447
-19,8,0.968837
-25,11,0.975947
-13,7,0.980571
-12,7,0.985275
-7,6,0.989287
-29,11,1.060994
-19,9,1.067094
-8,6,1.071132
-26,11,1.078296
-10,7,1.083071
-15,8,1.088331
-21,9,1.094222
-16,8,1.099604
-12,7,1.104239
-15,7,1.109041
-3,6,1.113081
-24,11,1.12037
-21,8,1.125658
-4,5,1.129071
-5,6,1.133216
-12,7,1.137869
-17,8,1.210625
-8,6,1.214771
-8,6,1.219023
-18,8,1.224302
-4,5,1.227694
-18,9,1.233699
-2,5,1.237092
-9,5,1.240522
-2,5,1.243904
-10,6,1.247897
-20,9,1.253863
-10,7,1.258492
-7,5,1.261878
-15,7,1.266835
-17,8,1.272106
-9,6,1.276129
-20,10,1.282738
-6,6,1.286761
-3,5,1.290148
-5,5,1.358459
-10,8,1.363806
-8,6,1.367956
