#{"t_start": 1660921271.7694464, "env_id": null}
r,l,t
-69,25,0.032115
-24,11,0.041577
-25,11,0.051087
-13,8,0.058082
-18,11,0.06748
-11,6,0.072762
-13,8,0.079667
-42,18,0.094827
-21,10,0.103667
-24,12,0.114142
-12,9,0.121765
-22,11,0.131368
-18,9,0.139014
-33,13,0.150198
-44,17,0.164452
-24,12,0.174632
-12,7,0.180739
-20,11,0.190233
-2,6,0.195572
-44,18,0.210605
-7,5,0.21509
-15,9,0.222937
-4,5,0.227301
-21,10,0.235914
-27,11,0.245262
-35,16,0.258721
-18,10,0.267517
-16,10,0.276302
-14,8,0.283135
-5,6,0.288471
-48,17,0.30299
-4,5,0.307459
-21,10,0.316074
-15,9,0.323769
-9,5,0.328328
-34,13,0.339354
-5,5,0.34399
-47,20,0.361304
-24,11,0.370919
-24,11,0.380643
-27,13,0.391778
-17,9,0.399609
-20,10,0.408063
-34,14,0.420208
-10,7,0.426148
-13,8,0.433184
-32,15,0.446232
-5,5,0.450589
-11,7,0.456719
-15,9,0.464697
-9,7,0.470978
-26,12,0.481748
-15,10,0.490691
-16,9,0.498723
-5,5,0.503235
-23,11,0.512743
-15,8,0.519724
-10,6,0.525195
-10,7,0.53124
-24,12,0.541571
-33,15,0.554294
-9,7,0.560557
-27,12,0.570809
-53,23,0.590088
-25,12,0.600622
-24,11,0.61026
-28,13,0.621406
-16,8,0.628538
-15,8,0.635577
-15,9,0.643404
-32,13,0.654768
-22,11,0.664524
-17,10,0.673306
-13,8,0.680148
-14,8,0.687325
-26,13,0.698318
-5,5,0.702936
-26,13,0.714207
-29,10,0.722876
-11,6,0.728214
-14,9,0.736128
-38,17,0.750619
-18,11,0.760167
-30,13,0.771187
-8,6,0.776533
-24,10,0.785052
-10,7,0.791124
-23,12,0.80146
-18,10,0.809796
-9,7,0.816036
-15,10,0.824363
-33,15,0.837373
-11,7,0.843359
-34,13,0.854635
-16,10,0.863162
-10,6,0.868605
-17,8,0.875833
-23,9,0.883904
-14,7,0.890072
-23,12,1.205769
-6,5,1.210335
-10,8,1.217181
-3,5,1.221514
-14,8,1.228601
-8,6,1.233922
-21,10,1.242502
-20,9,1.250201
-25,12,1.26045
-4,5,1.264784
-9,8,1.271837
-7,5,1.276253
-13,7,1.28221
-10,6,1.287474
-8,7,1.293726
-6,6,1.299029
-7,7,1.305194
-14,7,1.3114
-9,6,1.316516
-15,8,1.323436
-6,6,1.32858
-11,8,1.335449
-14,8,1.342316
-4,5,1.346844
-26,11,1.356389
-8,7,1.362231
-16,8,1.369171
-7,6,1.374466
-10,8,1.381512
-15,7,1.387472
-14,7,1.393522
-11,6,1.398901
-6,6,1.403998
-7,6,1.409154
-20,13,1.420214
-8,7,1.426083
-14,8,1.432937
-19,10,1.441629
-17,9,1.449391
-8,7,1.455561
-26,10,1.464318
-15,9,1.471795
-16,8,1.478969
-5,5,1.483467
-17,9,1.491342
-12,7,1.497233
-18,9,1.505027
-10,7,1.510994
-11,6,1.516239
-7,8,1.523062
-23,9,1.530565
-4,5,1.534851
-16,8,1.542124
-9,7,1.548486
-10,7,1.554578
-9,5,1.558906
-1,5,1.563317
-8,6,1.568445
-9,7,1.574472
-15,9,1.582194
0,5,1.586498
-21,10,1.595003
-12,8,1.601937
-25,12,1.612113
-14,9,1.620021
-13,9,1.627692
-7,5,1.632201
-22,10,1.640674
-8,7,1.646685
-2,5,1.651088
-12,6,1.656346
-18,11,1.665794
-14,9,1.673601
-6,7,1.679689
-20,10,1.68837
-17,9,1.69591
-12,6,1.701202
-8,6,1.706519
-30,12,1.716537
-15,8,1.723631
-14,9,1.731429
-13,7,1.737441
-9,7,1.743396
-15,6,1.748735
-12,7,1.754822
-3,5,1.759263
-25,12,1.769535
-12,6,1.774715
-8,6,1.779781
-19,10,1.788299
-20,11,1.797386
-10,7,1.803524
-25,12,1.813853
-18,8,1.820829
-10,7,1.827161
-8,6,1.832479
-10,6,1.837625
-8,6,1.84274
-10,8,1.849772
-13,8,1.856826
-32,14,1.868537
-4,6,1.873782
-3,5,1.878135
-16,8,1.884936
-7,5,1.889391
-15,8,1.896313
-10,7,1.902268
-14,8,1.909056
-6,5,1.913463
-6,6,1.918621
-15,7,1.924648
-18,10,1.933125
-8,7,1.939261
-14,8,1.946138
-12,7,1.952254
-15,9,1.959879
-7,7,1.966021
-21,9,1.973574
-5,5,1.977859
-11,8,1.984835
-8,8,1.991749
-7,7,1.997769
-23,11,2.006966
-6,5,2.011504
-4,5,2.015971
-29,10,2.024649
-9,6,2.029915
-2,6,2.035239
-8,6,2.040668
-25,12,2.05091
-16,8,2.057627
-7,6,2.062983
-20,9,2.07065
-12,7,2.076595
-5,5,2.081124
-12,7,2.087306
-21,10,2.423551
