#{"t_start": 1660922846.7178016, "env_id": null}
r,l,t
-11,7,0.009419
-19,12,0.017779
-13,8,0.023852
-20,9,0.030113
-19,8,0.035551
-17,7,0.040363
-28,13,0.049157
-12,8,0.054567
-27,12,0.062725
-28,13,0.071361
-19,10,0.0781
-23,11,0.085615
-27,12,0.148002
-52,19,0.160675
-29,12,0.168863
-15,9,0.174954
-20,10,0.181944
-15,7,0.186744
-9,6,0.190884
-39,16,0.201598
-10,7,0.206359
-30,13,0.215172
-17,9,0.221255
-21,10,0.227981
-4,6,0.232283
-40,17,0.29928
-23,11,0.306643
-21,10,0.3135
-46,18,0.325342
-5,6,0.329654
-22,10,0.3364
-6,6,0.340536
-6,8,0.346067
-10,7,0.350895
-24,13,0.359539
-15,8,0.365165
-19,11,0.372529
-17,10,0.435206
-9,7,0.440159
-9,7,0.44494
-22,10,0.45183
-47,21,0.465838
-21,12,0.473867
-9,7,0.478662
-24,14,0.488132
-12,8,0.493554
-14,11,0.501112
-15,8,0.506559
-17,10,0.513427
-23,13,0.57801
-9,9,0.584449
-8,8,0.589896
-16,10,0.596817
-17,10,0.603573
-26,13,0.612654
-5,5,0.616519
-27,13,0.625207
-34,16,0.636009
-32,13,0.644672
-6,6,0.649005
-23,10,0.655745
-11,10,0.662524
-17,10,0.725224
-16,10,0.732148
-29,12,0.740411
-5,7,0.746594
-8,7,0.751676
-4,5,0.755212
-15,7,0.760028
-12,9,0.766368
-6,6,0.770512
-14,7,0.775339
-15,9,0.781712
-1,5,0.785213
-21,10,0.791931
-12,6,0.796186
-11,8,0.801678
-21,9,0.807765
-11,7,0.868145
-12,7,0.87293
-22,11,0.880494
-25,14,0.889848
-21,11,0.897384
-15,11,0.904733
-30,12,0.912859
-14,10,0.919667
-31,13,0.928312
-14,10,0.93523
-20,9,0.941301
-15,8,0.946883
-73,26,1.020583
-21,12,1.028634
-11,7,1.033602
-8,7,1.038394
-7,7,1.043164
-8,6,1.047448
-5,5,1.050939
-14,9,1.056988
-11,9,1.06315
-36,18,1.075012
-18,9,1.081247
-17,11,1.088621
-31,14,1.153622
-18,10,1.160357
-17,9,1.166564
-11,8,1.172017
-31,15,1.182213
-22,14,1.191468
1,5,1.19495
-22,11,1.202567
-7,6,1.206874
-13,9,1.213087
-4,6,1.217536
-27,13,1.226161
-33,17,1.29291
-12,9,1.299238
-28,13,1.307892
-14,9,1.314084
-4,7,1.318886
-9,7,1.323664
-8,8,1.329071
-11,8,1.334606
-32,14,1.343864
-9,8,1.34944
-29,14,1.358707
-19,10,1.365544
-14,8,1.370972
-25,11,1.378315
-11,7,1.438984
-26,12,1.447131
-18,8,1.452595
-42,17,1.463938
-3,5,1.467429
-9,8,1.472856
-5,6,1.477046
-12,9,1.483246
-26,14,1.492497
-9,6,1.496707
-20,11,1.504106
-8,7,1.508869
-24,12,1.516953
-32,12,1.580642
-5,6,1.584904
-7,7,1.589692
-18,8,1.595127
-10,7,1.60002
-9,7,1.604788
-27,14,1.614188
-4,5,1.617698
-15,10,1.624546
-22,13,1.633305
-30,15,1.643206
-18,10,1.650037
-14,10,1.656785
-10,8,1.662212
-3,5,1.721499
-8,8,1.727286
-8,7,1.732226
-6,5,1.735725
-24,13,1.744382
-12,8,1.749917
-9,7,1.754692
-16,12,1.76268
-10,7,1.767575
-12,8,1.772972
-17,10,1.779719
-12,9,1.786081
-3,6,1.790217
-7,6,1.794341
-28,14,1.80375
-4,7,1.865001
-6,5,1.868788
-37,16,1.879526
-15,10,1.886425
-10,6,1.890553
-6,8,1.89597
-22,11,1.903518
-13,8,1.908941
-3,5,1.912432
-4,5,1.916065
-11,8,1.921486
-10,6,1.925615
-13,8,1.931161
-24,14,1.940463
-9,6,1.944591
-16,9,1.950807
-54,22,2.021118
-9,7,2.025909
-20,10,2.032773
-4,5,2.036262
-8,7,2.041019
-3,7,2.045782
-18,10,2.05261
-12,7,2.057378
