#{"t_start": 1660922436.9909961, "env_id": null}
r,l,t
-31,14,0.01512
-10,6,0.019498
-14,9,0.02559
-9,6,0.029873
-3,5,0.033524
-27,11,0.04101
-18,8,0.046608
-14,8,0.052019
-16,11,0.059339
-31,13,0.068135
-15,9,0.07418
-18,11,0.081719
-30,12,0.089692
-16,8,0.095271
-10,7,0.100033
-19,10,0.106704
-19,10,0.113577
2,5,0.117085
-21,11,0.124387
-13,8,0.130014
-9,6,0.134124
-25,12,0.142144
-21,12,0.15032
-13,9,0.156346
-8,6,0.160438
-48,19,0.173024
-65,25,0.189631
-26,10,0.196515
-14,7,0.201262
-10,7,0.205725
-43,16,0.215613
-18,9,0.221168
-24,11,0.227957
-29,12,0.235298
-11,8,0.240273
-7,7,0.244808
-27,14,0.253295
-36,15,0.262574
-20,9,0.268119
-16,8,0.273053
-18,9,0.278873
-28,10,0.28499
-20,9,0.290556
-25,10,0.296896
-10,6,0.300689
-10,7,0.305056
-16,10,0.311385
-14,7,0.315779
-13,9,0.321343
-12,8,0.326347
-34,13,0.334468
-41,15,0.343643
-11,7,0.348211
-22,10,0.354352
-21,9,0.359903
-48,18,0.371378
-14,7,0.37577
-20,10,0.382263
-13,8,0.387244
-16,9,0.39278
-12,9,0.398546
-16,8,0.40355
-3,6,0.407371
-4,5,0.410565
-19,9,0.41635
-5,6,0.420156
-37,15,0.429426
-19,10,0.435728
-24,10,0.442089
-28,11,0.449075
-19,9,0.454777
-17,9,0.460472
-8,6,0.464403
-18,9,0.470122
-36,15,0.479461
-26,11,0.486382
-35,15,0.495741
-19,10,0.502066
-14,9,0.507807
-32,14,0.516582
-7,6,0.520466
-9,6,0.524326
-36,15,0.533629
-26,13,0.541591
-18,8,0.546694
-30,12,0.554009
-18,10,0.56015
-29,13,0.56821
-12,8,0.573141
-16,9,0.578928
-27,11,0.585744
-25,13,0.593688
-14,7,0.598253
-20,10,0.60441
-18,9,0.61114
-16,9,0.617177
-23,11,0.624049
-40,16,0.634151
-17,10,0.640512
-33,14,0.649281
-25,11,0.656216
-14,8,0.661435
-9,6,0.665338
-43,19,0.677115
-13,7,0.681659
-10,6,0.685532
-23,10,0.691814
-21,10,0.698159
-13,7,0.702662
-12,8,0.711394
-15,8,0.716573
-16,9,0.722273
-31,15,0.731663
-35,14,0.740298
-14,9,0.74603
-8,6,0.749818
-23,13,0.757712
-31,15,0.766999
-25,11,0.77372
-18,9,0.779495
-13,8,0.784578
-11,7,0.789059
-5,6,0.792832
-18,10,0.799151
-14,9,0.804693
-28,13,0.812738
-17,8,0.817725
-6,6,0.821542
-9,7,0.825902
-17,9,0.832056
-23,9,0.837682
-9,7,0.842087
-29,12,0.849499
-51,21,0.862296
-11,6,0.866101
-14,9,0.871645
-14,9,0.877189
-13,8,0.88235
-14,7,0.88672
-19,11,0.893516
-3,5,0.896813
-14,8,0.901867
-13,8,0.906842
-13,7,0.91121
-13,7,0.91578
-23,12,0.923152
-23,12,0.930691
-10,6,0.934488
-27,12,0.941887
-20,9,0.947906
-11,8,0.952904
-26,11,0.95968
-12,10,0.966085
-19,10,0.972681
-35,15,0.982062
-38,15,0.991188
-41,15,1.000461
-32,13,1.008457
-22,12,1.01607
-7,7,1.020514
-13,7,1.024966
-35,14,1.033733
-16,9,1.03946
-41,16,1.049428
-25,11,1.056348
-11,6,1.060234
-15,8,1.065352
-17,10,1.07168
-21,10,1.077987
-19,10,1.084288
-29,12,1.091784
-23,13,1.099924
-15,9,1.105639
-35,15,1.115538
-4,5,1.118842
-16,9,1.124529
-7,6,1.128416
-12,7,1.132896
-10,7,1.137275
-10,7,1.141789
-30,13,1.149808
-48,18,1.160644
-15,7,1.165189
-47,19,1.176644
-26,13,1.184874
-41,17,1.195241
-39,15,1.204369
-36,16,1.214193
-14,9,1.219734
-6,5,1.222991
-38,15,1.232345
-9,6,1.236117
-53,20,1.248408
-5,6,1.252215
-18,9,1.257799
-15,8,1.262961
-18,10,1.269127
-33,15,1.278197
-24,11,1.285178
-8,5,1.288417
-14,7,1.292858
-14,9,1.299188
-15,8,1.304205
-34,16,1.501305
-17,8,1.506883
-22,11,1.514392
-5,5,1.517898
-8,7,1.52267
-15,9,1.528803
-28,12,1.536812
-20,9,1.542911
-6,5,1.546579
-40,16,1.557096
-17,8,1.562666
-23,9,1.568727
-13,9,1.575053
-11,7,1.580924
-14,7,1.58635
-29,12,1.594316
-17,8,1.599811
-22,11,1.607122
-14,7,1.611876
-28,12,1.619941
-10,6,1.62405
-30,13,1.632714
-19,12,1.640645
-35,15,1.650585
-27,12,1.658517
-12,7,1.663356
-18,9,1.669404
-29,12,1.677329
-12,8,1.68282
-48,18,1.694549
-17,9,1.700878
-10,7,1.70531
-15,8,1.710278
-20,11,1.717189
-29,11,1.723963
-24,11,1.730907
-19,10,1.737032
-38,16,1.746888
-22,11,1.75368
-17,10,1.759779
-13,9,1.76559
-12,8,1.770649
-11,7,1.775014
-13,8,1.780315
-10,7,1.784925
-39,16,1.794621
-16,8,1.799716
-21,11,1.806491
-17,9,1.81203
-18,9,1.817835
-46,18,1.82866
-12,7,1.833306
0,5,1.836506
-17,8,1.841517
-3,5,1.844731
-6,5,1.848076
-17,9,1.853703
-21,9,1.859238
-20,9,1.864975
-22,11,1.871691
-19,9,1.877213
-8,7,1.881768
-14,8,1.88673
-24,11,1.893493
-8,7,1.898027
-17,9,1.903572
-14,7,1.908632
-13,9,1.914361
-22,12,1.92167
-4,6,1.925467
-13,8,1.930668
-28,13,1.938549
-17,9,1.944178
-15,9,1.949909
-25,12,1.957223
-6,6,1.960994
-14,8,1.966121
-44,17,1.976382
-13,8,1.981647
-12,6,1.985457
-16,10,1.991598
-25,13,1.999686
-14,8,2.004694
-27,12,2.011994
-6,6,2.016027
-12,8,2.020997
-23,10,2.027165
-13,7,2.031739
-6,5,2.034941
-10,6,2.038781
-5,5,2.04204
-31,14,2.050714
-22,11,2.057447
-12,7,2.061816
-8,5,2.06521
-20,9,2.070776
-11,8,2.075728
-30,12,2.083252
-6,6,2.087103
-9,6,2.090955
-12,7,2.095327
-30,12,2.102778
-19,10,2.108929
-12,7,2.113459
-17,9,2.119008
-3,7,2.12336
-11,6,2.127861
-17,8,2.13302
-11,7,2.137408
-7,6,2.141253
-19,10,2.147561
-32,14,2.1561
-25,11,2.163005
-8,7,2.167407
-29,13,2.175749
-32,14,2.184646
-6,5,2.187913
-27,12,2.195288
-8,8,2.20047
-16,7,2.204905
-8,8,2.20997
-12,8,2.215111
-20,11,2.221916
-28,12,2.229369
-12,7,2.233854
-4,5,2.237043
-20,11,2.243784
-1,5,2.247212
-26,10,2.253327
-12,8,2.258272
-14,8,2.263375
-11,7,2.267769
-19,10,2.273912
-14,9,2.27967
-14,8,2.284688
-25,10,2.290853
-21,10,2.297175
-31,16,2.306863
-20,9,2.312539
-8,7,2.317103
-22,11,2.323846
-11,7,2.32824
-24,12,2.335749
-16,9,2.341271
-14,10,2.347645
-13,8,2.352601
-6,7,2.35696
-37,14,2.365599
-25,12,2.372914
-13,8,2.377861
-15,10,2.385152
-27,14,2.393724
-16,9,2.39945
-16,8,2.404431
-11,6,2.408262
-52,20,2.420528
-5,6,2.42431
-25,12,2.431824
-25,13,2.439785
-9,5,2.443016
-5,5,2.44639
-10,8,2.4514
-11,8,2.456387
-6,7,2.460771
-13,8,2.465925
-26,11,2.472725
-6,5,2.475924
-12,8,2.481058
-7,5,2.48426
-19,10,2.490439
-24,11,2.497364
-10,8,2.502373
-3,6,2.50617
-10,8,2.511161
-32,14,2.519891
-16,8,2.524838
-17,8,2.530008
-5,5,2.53325
-22,10,2.539404
-22,12,2.546907
-17,9,2.552461
-27,14,2.560942
-17,10,2.567233
-10,8,2.572227
-21,9,2.57781
-21,12,2.585512
-13,8,2.590567
-21,12,2.598118
-28,13,2.606192
-24,11,2.613082
-17,9,2.618685
-7,7,2.62305
-24,10,2.629291
-22,10,2.635635
-20,10,2.641745
-17,10,2.648045
-26,11,2.654789
-17,11,2.6616
-15,9,2.66844
-6,5,2.671668
-5,6,2.675462
-6,5,2.678694
-16,7,2.683252
-9,6,2.687036
-15,8,2.692028
-21,10,2.698418
-14,8,2.703391
-15,7,2.707885
-5,5,2.711109
-21,10,2.717392
-9,7,2.721871
-5,6,2.725693
-32,14,2.734637
-26,14,2.743214
-12,8,2.748367
-19,10,2.754515
-35,14,2.763065
-4,5,2.766338
-5,7,2.770752
-16,8,2.775786
-12,8,2.781114
-14,9,2.787359
-9,6,2.791213
-9,7,2.795639
-12,6,2.799605
-18,10,3.004638
-8,6,3.008865
-14,8,3.014481
-10,7,3.019245
-15,9,3.025321
-17,8,3.030947
-20,10,3.037621
-35,13,3.046285
-15,9,3.052493
-5,6,3.056621
-6,7,3.061369
-14,7,3.066289
-2,5,3.06978
-8,7,3.074541
-19,10,3.081371
-2,6,3.085479
-33,16,3.095983
-6,7,3.1009
-6,5,3.104381
-13,7,3.109149
-4,6,3.113345
-7,6,3.117544
-12,9,3.123567
-32,15,3.133614
-23,10,3.140265
-7,6,3.144408
-12,7,3.149324
-17,10,3.156024
-10,7,3.160778
-17,10,3.16809
-6,6,3.172251
-12,7,3.177016
-23,11,3.184606
-15,9,3.190661
-20,10,3.19738
-16,9,3.20296
-18,10,3.209128
-13,8,3.214295
-6,6,3.21808
-15,8,3.223046
-24,11,3.229829
-28,13,3.23787
-11,6,3.241638
-7,5,3.244879
-7,6,3.248778
-16,9,3.254356
-28,12,3.261647
-15,9,3.267302
-10,6,3.271158
-16,8,3.276106
-6,6,3.279878
-25,11,3.286706
-14,8,3.291674
-10,7,3.296089
-3,6,3.299982
-10,7,3.304349
-5,5,3.307558
-13,8,3.312524
-5,6,3.316431
-8,6,3.320227
-8,6,3.323994
-16,9,3.329524
2,5,3.332915
-32,12,3.340273
-7,7,3.344708
-11,9,3.350354
-8,6,3.354154
-3,5,3.357351
-16,7,3.361726
-30,14,3.370363
-27,14,3.379041
-9,7,3.383926
-9,7,3.38834
-16,8,3.39336
-13,9,3.399164
-21,13,3.407056
-5,6,3.410833
-4,6,3.41476
-10,6,3.418537
-18,9,3.424099
-28,14,3.432794
-6,7,3.437155
-10,7,3.441519
-16,8,3.446545
-10,7,3.451026
-14,8,3.45601
-13,7,3.460378
-26,10,3.46663
-21,11,3.473359
-12,7,3.477718
-10,7,3.482208
-7,6,3.485996
-10,7,3.490366
-9,7,3.496125
-34,15,3.505337
-14,9,3.510914
-8,7,3.515464
-6,5,3.518674
-13,9,3.524245
-22,11,3.53108
-10,8,3.536126
-6,6,3.539958
-28,13,3.547967
-13,8,3.552957
-13,8,3.557954
-1,5,3.561148
-11,7,3.565645
-17,8,3.570634
-21,11,3.577394
-13,9,3.583138
-23,12,3.590446
-26,11,3.597427
-5,5,3.600669
-45,18,3.611607
-8,7,3.616139
-11,6,3.619948
-27,14,3.628486
-24,10,3.63483
-16,11,3.641542
-13,7,3.645945
-12,8,3.651073
-15,9,3.656739
-35,14,3.66536
-11,8,3.670326
-22,10,3.676519
-13,8,3.681638
-3,5,3.684842
-8,7,3.689208
-19,10,3.695352
-17,9,3.701029
-10,8,3.706007
-11,7,3.710365
-11,9,3.716074
-14,10,3.722231
-11,6,3.726009
-16,10,3.732286
-12,7,3.736688
-12,7,3.741061
-6,6,3.744872
-19,10,3.751221
-6,6,3.755034
-12,7,3.759418
-10,7,3.76393
-7,7,3.768331
-5,7,3.772749
-4,7,3.777119
-1,5,3.780317
-24,10,3.798189
-14,10,3.806722
-22,10,3.813698
-19,8,3.818778
-6,6,3.822589
-13,8,3.827544
-20,11,3.834473
-10,8,3.839427
-19,11,3.846228
-22,11,3.853103
-17,7,3.857555
-2,5,3.860739
-16,9,3.86641
-24,11,3.873119
-25,10,3.879276
-7,6,3.883173
-17,9,3.88873
-5,7,3.893094
-23,11,3.901626
-5,6,3.905417
-11,7,3.90983
-14,8,3.914989
-8,7,3.919392
-17,11,3.926157
-22,13,3.934325
-16,9,3.939888
-22,10,3.946036
-8,6,3.950021
-7,6,3.953849
-13,7,3.958233
-22,11,3.965071
-8,7,3.969432
-7,6,3.973229
-8,7,3.977745
-5,5,3.981072
-11,8,3.986423
-12,7,3.990816
-25,11,3.997755
-2,5,4.000943
-2,5,4.004134
-6,6,4.007929
-12,8,4.012897
-19,10,4.019251
-24,13,4.027173
-2,5,4.03036
-6,6,4.03437
-14,8,4.039359
-19,9,4.044924
-7,6,4.048921
-15,8,4.053891
-17,11,4.060665
-34,13,4.068755
-4,5,4.071967
-20,10,4.078117
-9,7,4.082608
-9,7,4.086958
-14,10,4.093091
-6,6,4.097002
-6,6,4.10095
-4,5,4.104145
-12,7,4.108531
-16,10,4.114845
-16,8,4.119812
-10,8,4.124771
-8,7,4.129145
-9,6,4.133114
-14,10,4.13927
-20,11,4.145972
-13,9,4.151762
-11,7,4.15616
-11,7,4.160536
-18,10,4.166812
-7,6,4.170601
-2,5,4.173825
-8,7,4.178229
-12,7,4.182872
-18,10,4.189008
-16,8,4.193971
0,5,4.197206
-17,8,4.20232
-12,9,4.207866
-3,5,4.211059
-10,7,4.215622
-8,6,4.219396
-2,6,4.22319
-14,9,4.228734
-13,8,4.233913
-20,10,4.240073
-6,7,4.244446
-19,10,4.250754
-20,12,4.258082
-18,9,4.263613
-10,8,4.268726
-17,10,4.274867
-10,7,4.279253
-15,9,4.284912
-10,6,4.288689
-32,13,4.29659
-11,6,4.302196
-13,7,4.30658
-36,14,4.315191
-7,5,4.318417
-9,8,4.51878
-27,12,4.527043
-7,5,4.530531
-4,5,4.534177
-14,8,4.539644
-2,5,4.543132
-20,10,4.549992
-21,11,4.557303
-9,6,4.561432
-10,8,4.566969
-8,6,4.571096
-18,9,4.577433
-13,8,4.583136
-23,10,4.590111
-16,9,4.596149
-25,10,4.603189
-29,13,4.611749
-4,5,4.615372
-5,5,4.618843
-18,10,4.62558
-19,10,4.632408
-15,8,4.637817
-46,19,4.650364
-17,12,4.658343
-17,12,4.666423
-12,8,4.6718
-18,10,4.678507
-3,6,4.682757
-6,5,4.686216
-14,8,4.691564
-11,8,4.696926
-12,8,4.702511
-5,5,4.705989
-5,6,4.710077
-10,7,4.71464
-6,6,4.718534
-8,6,4.722356
-23,10,4.728472
-3,5,4.731785
-5,5,4.73504
-9,7,4.739434
-18,9,4.745011
-5,6,4.748959
-8,7,4.75335
-56,23,4.767229
-22,10,4.773372
-5,6,4.777139
-19,11,4.784106
-7,6,4.787986
-9,6,4.791748
-10,8,4.796693
-16,9,4.802577
-15,9,4.808251
-17,9,4.813826
-8,6,4.817848
-18,9,4.823422
-5,5,4.826698
-6,7,4.831169
-27,12,4.838691
-23,11,4.845559
-10,7,4.850066
-10,6,4.853931
-8,7,4.858414
-10,7,4.862881
-11,8,4.867955
-5,5,4.871243
-3,5,4.874522
-12,7,4.879014
-6,5,4.882296
-8,7,4.886761
-2,5,4.890035
-21,10,4.896331
-7,5,4.899679
-9,7,4.904165
-14,10,4.910439
-9,6,4.914308
-11,8,4.919428
-15,9,4.925123
-3,6,4.92891
-4,5,4.93225
-13,8,4.93725
-9,6,4.941049
-26,13,4.949097
-10,6,4.952899
-10,7,4.958981
-15,8,4.963961
-17,8,4.969087
-10,7,4.973521
-10,7,4.977899
-20,13,4.986228
-8,7,4.990667
-7,7,4.995139
-28,13,5.003157
-3,5,5.006338
-9,5,5.009524
-4,5,5.012724
-12,7,5.017275
-10,6,5.021095
-2,5,5.024322
-20,10,5.030467
-10,7,5.035053
-6,5,5.038252
-14,8,5.043276
-9,6,5.047035
-9,6,5.050996
-12,7,5.055339
-3,5,5.05852
-10,8,5.063481
-7,7,5.068014
-10,7,5.072391
-13,7,5.076772
-10,7,5.081157
-6,5,5.084502
-14,7,5.088864
-6,6,5.09263
-10,7,5.096972
-3,5,5.100338
-10,6,5.10411
-14,9,5.109626
-2,6,5.113401
-6,8,5.118486
-10,6,5.122303
-11,8,5.127251
-6,6,5.131021
-8,8,5.136215
-6,6,5.14004
-16,8,5.144993
-5,6,5.148912
-18,10,5.155062
-10,7,5.159429
-20,10,5.16565
-16,8,5.170618
-7,5,5.173841
-13,9,5.179371
-21,10,5.185773
-10,7,5.190155
-16,9,5.195702
-6,7,5.200274
-6,6,5.204056
-19,9,5.209588
-2,5,5.212793
-11,7,5.217313
-11,8,5.222293
-6,6,5.226082
-4,6,5.229858
-5,5,5.233278
-11,7,5.23773
-4,6,5.241518
-32,14,5.250187
-16,9,5.255761
-8,6,5.259531
-4,6,5.263315
-4,6,5.267241
-8,7,5.271618
-8,7,5.275982
-16,10,5.282233
-2,5,5.285528
-9,7,5.289891
-24,9,5.295425
-14,7,5.299931
-14,9,5.305512
-27,13,5.313366
-29,13,5.321457
-23,11,5.328176
-10,8,5.333274
-13,8,5.338293
-19,10,5.344437
-18,10,5.350738
-20,11,5.357436
-8,7,5.361829
-9,9,5.36747
-4,5,5.370667
0,5,5.37387
-12,8,5.378836
-11,8,5.384088
-18,8,5.389074
-13,8,5.394022
-7,7,5.398386
-8,5,5.401778
-3,6,5.405559
-6,6,5.409317
-14,9,5.414849
-20,10,5.421099
-12,8,5.426065
-1,6,5.431932
-9,8,5.437075
-11,9,5.44267
-10,8,5.447646
-22,12,5.455174
-16,8,5.460131
-18,9,5.465876
-9,6,5.469658
-10,7,5.474041
-17,9,5.479567
-20,9,5.485263
-4,5,5.48845
-5,5,5.491641
-5,5,5.49483
-13,9,5.500497
-10,6,5.504313
-15,9,5.509824
-8,6,5.513587
-12,7,5.518091
-11,7,5.522471
-5,5,5.525669
-9,7,5.530026
-10,8,5.535159
-10,6,5.538939
-13,7,5.543383
-15,8,5.548337
-8,7,5.552895
-16,9,5.55842
-14,8,5.56337
-35,13,5.57136
-15,9,5.5769
-27,13,5.585086
-30,14,5.593518
-4,5,5.596702
-5,5,5.600025
-25,11,5.60683
-3,5,5.61001
-15,8,5.614949
-7,7,5.619479
-16,9,5.625083
-10,9,5.630677
-16,9,5.636431
-11,8,5.641384
-26,11,5.64813
-10,7,5.652692
-18,9,5.658218
-5,6,5.662022
-10,7,5.666538
-20,11,5.673266
-7,7,5.677683
-40,16,5.687463
-4,7,5.691813
-7,7,5.696157
-12,8,5.701257
-11,6,5.705067
-24,11,5.711756
-3,6,5.71566
-20,11,5.722423
-17,10,5.728529
-8,6,5.732454
-5,5,5.735682
-3,5,5.738884
-21,9,5.744424
-1,5,5.747618
-11,7,5.752184
-10,6,5.755965
-10,7,5.760334
-7,6,5.764177
-5,5,5.767554
-12,8,5.772507
-10,7,5.776881
-2,6,5.78066
-9,7,5.785611
-3,7,5.789971
-8,8,5.794923
-11,6,5.798692
-3,5,5.802313
-6,6,5.806168
-5,6,5.809978
-13,7,5.814357
-15,8,5.819432
-12,9,5.82507
-17,9,6.027735
-8,6,6.031996
-5,5,6.035598
-4,5,6.039089
-16,9,6.045131
-6,6,6.049328
-6,6,6.053581
-6,7,6.058332
-9,9,6.064386
-2,5,6.067989
-13,7,6.072733
-8,7,6.077498
0,5,6.080976
-9,6,6.085204
-25,12,6.093152
-6,6,6.097264
-18,10,6.104077
-12,7,6.108829
-4,6,6.112925
-10,6,6.117143
-10,7,6.121899
-4,5,6.125405
-17,9,6.131434
-10,7,6.1363
