#{"t_start": 1660922935.014354, "env_id": null}
r,l,t
-24,11,0.012204
-35,15,0.0224
-7,6,0.027212
-25,13,0.035948
-22,12,0.044182
-24,11,0.084352
-15,8,0.089896
-6,5,0.093498
-14,9,0.099616
-17,9,0.105694
-16,9,0.111994
-26,12,0.119992
-20,11,0.160092
-27,12,0.168142
-9,7,0.172937
-21,11,0.180454
-17,10,0.187197
-26,13,0.196
-23,13,0.237019
-16,9,0.243294
-10,7,0.248132
-6,6,0.252275
-3,5,0.255769
-11,6,0.260062
-18,10,0.266798
-10,8,0.272198
-28,13,0.313242
-5,7,0.318052
-9,8,0.323661
-14,7,0.328511
-12,7,0.333294
-10,7,0.33808
-19,9,0.344332
-12,8,0.349785
-10,7,0.386808
-33,14,0.396388
-18,9,0.402507
-18,9,0.408724
-7,7,0.413513
-23,12,0.421515
-10,6,0.425837
-8,9,0.464329
-22,10,0.471126
-22,12,0.479344
-20,10,0.486067
-11,7,0.491018
-20,11,0.498364
-7,7,0.503177
-10,7,0.540443
-12,8,0.546113
-11,9,0.552259
-10,8,0.558511
-9,7,0.56404
-14,9,0.570115
-8,8,0.575715
-10,8,0.581138
-14,8,0.61985
-5,5,0.623498
-17,10,0.63035
-14,9,0.636403
-7,7,0.641345
-12,7,0.646164
-4,6,0.650328
-6,7,0.655107
-7,7,0.660031
-14,8,0.697887
-9,7,0.702817
-13,7,0.707769
-8,6,0.711925
-6,7,0.716728
-3,6,0.720878
-17,9,0.727182
-16,9,0.733247
-21,10,0.772606
-7,7,0.777605
-7,6,0.781763
-15,9,0.78787
-3,5,0.791524
-1,6,0.795661
-6,6,0.79983
-3,5,0.803368
-6,6,0.807655
-3,5,0.811149
-4,8,0.849004
-10,8,0.854669
-3,5,0.858313
-5,6,0.862454
-6,9,0.868544
-7,6,0.872675
-6,6,0.877027
-6,7,0.881818
-13,9,0.887925
-5,6,0.892222
-4,7,0.929142
-3,5,0.93275
-2,5,0.93627
-7,7,0.941209
-22,13,0.9499
-3,7,0.954703
-8,7,0.959754
-6,6,0.963905
-6,6,0.968043
-4,6,1.004694
-9,9,1.010933
-15,10,1.017643
-5,7,1.022439
-6,7,1.027498
-2,6,1.031642
-8,8,1.03706
-9,8,1.042836
-7,6,1.079711
-4,7,1.084827
-1,5,1.08844
-5,7,1.093463
-4,5,1.09697
-11,6,1.101155
-7,7,1.105942
-1,7,1.110961
-5,6,1.11511
-2,6,1.119239
-3,6,1.123361
-5,7,1.162106
-5,6,1.166282
1,5,1.169791
-3,5,1.173298
-4,7,1.178339
-3,6,1.182479
-4,8,1.187903
-2,6,1.192269
-3,5,1.195887
-6,8,1.201351
-4,6,1.239057
-4,7,1.244065
-7,7,1.248872
0,5,1.252415
1,6,1.256588
-1,5,1.260256
-10,8,1.265695
-8,8,1.27111
-7,6,1.275411
-10,10,1.314215
0,5,1.317829
-1,5,1.321418
-2,7,1.326463
0,5,1.329955
-4,5,1.333469
-12,9,1.339557
-2,5,1.343207
0,5,1.346714
-1,6,1.350991
-3,7,1.355796
-6,8,1.393924
-6,9,1.400062
-3,6,1.404219
-5,6,1.408494
-2,6,1.412638
-6,5,1.416138
-1,6,1.42028
0,5,1.423773
-6,9,1.430064
-1,5,1.433573
-3,7,1.470812
-4,6,1.475099
-3,7,1.47988
-1,6,1.484007
0,5,1.487491
-1,5,1.491058
-2,5,1.494595
-8,11,1.501937
-3,6,1.50608
-1,6,1.51036
0,5,1.546009
-3,6,1.550185
0,7,1.554999
-1,6,1.559375
1,5,1.562878
1,6,1.567007
1,5,1.570509
-1,5,1.573992
